,x,y,theta,value
0,4.1350654938616955,0.2646056202800118,0.7145993876252037,837.5837088755071
1,4.486851992376618,-2.113217439445789,0.7908911520595616,180.20012264902564
2,-3.0979412074407495,-1.5931923557388252,-0.5346193961350507,725.1096676207486
3,0.43872547226500913,-2.7622648073210474,1.6427005956812915,802.6140928925003
4,3.3553443101552283,-2.8535039295894435,1.500297321107948,718.2741291891388
5,3.606074609242123,-3.4627497445799857,-2.4180376838205584,619.9566346144352
6,2.617898406704767,-3.0716188151563006,-1.7775796840091198,761.7039546504296
7,-1.317902883977038,2.3905356470333183,0.9314474698380621,1153.6224525686562
8,-0.5184699721369723,1.8526174569104708,2.7480753845856745,1218.7445116623708
9,0.9108218234348984,-4.707977557446229,1.9179569657748345,-300.17267935615837
10,-2.436379649265122,-0.7544585231143941,1.5856275776253632,908.3265155272281
11,-0.8828860753658727,-1.4354774621053745,-1.7644849064986845,852.4087972229261
12,2.920219764057137,-0.7283250664421406,-3.04567223872915,701.0217093344937
13,-2.4169867915027154,-3.5947730500465247,3.054355648012935,616.458331706611
14,4.011025798680706,-4.03218980592235,-0.8247936956608308,677.5412020172499
15,-3.0923034207243916,-1.7268144996610255,-0.07658467356825271,730.8829211266946
16,-2.9186763977844166,-1.9255490221566895,2.7271371632111725,706.8130572455427
17,4.60667655978367,3.1820108556159212,1.966884778619522,490.0118132737017
18,1.126356107816429,-4.519889825300645,1.787613329708467,154.6728289931052
19,4.115732899461671,1.2368881361344064,2.9159006679498045,1375.5387818165777
20,-2.7349601496913634,-3.767678471903152,1.0662844072179132,601.5779540888338
21,-1.8695953356451689,3.70966065140534,-2.4761876525702515,1157.347029108755
22,0.6446495644935926,0.5085698779575409,3.1216546496882955,1005.5069270473739
23,-3.756321667504036,1.861465792385192,-0.9846543615777077,843.3110976914593
24,-2.426338017485193,1.3387541517958832,3.0469164404851528,1072.100795133143
25,4.068114443378505,0.0239853201321214,-2.1226637577343412,476.19009220410976
26,2.176447211092462,4.367911705740635,1.9301422017276648,1389.9319395503678
27,3.2257904093950636,-1.657754992511633,0.3209904478735557,755.2135123673361
28,-3.815146179894774,0.5672051813219801,0.036525227840085606,929.3591095786559
29,-0.4096779222684166,-4.231184841196328,-1.8882375041533899,698.4243917202009
30,3.854035650113687,-3.998002037687641,-1.0036258031770324,683.9190588514373
31,2.1933550953418717,-4.484130473840915,1.948958574308917,239.4727270841109
32,-3.6707392333307363,1.7844415614346243,-0.995472641966495,849.797415508349
33,3.8817530004568503,-4.494249726366823,-0.45530078251456896,172.7964657648325
34,1.6978781598212755,-3.9600266089053116,0.1338522379026572,640.9788654758843
35,4.640790430946545,-2.8574158913350214,-0.14344558196913004,-147.03263830462305
36,-4.747054202464325,-0.468331163962592,1.6658220931757315,-376.7411285678594
