x,y,theta,value,d1,d2,d3,d4,d5,d6,d7,d8
-0.6745440408,-0.1820807278,1.8655923633,928.8324171109,0.3589362502,0.5129903555,3.491710186,5.1134381294,5.7637243271,2.8904399872,4.4605951309,4.2940707207
0.0425366587,-1.6500721838,0.6940401755,856.5949641361,4.9535579681,4.815984726,4.6490216255,5.2605724335,2.9586365223,6.8409705162,1.3052046299,7.4571108818
-1.0351261381,1.0542275143,-1.6631175874,1118.6951053273,3.9286625385,4.4441337585,6.1927862167,3.0499413013,5.8590464592,1.4342848063,1.1201201677,4.3641619682
1.4502575489,0.4337123692,-1.2791893398,1170.4471477952,1.2472093105,6.7640857697,5.4501662254,5.2392339706,5.8979310989,4.1755056381,1.9939489365,3.2298090458
0.0940829391,2.1715448025,1.8715449601,1218.7385913675,5.1956148148,3.5271399021,2.8501877785,0.9874657989,3.1087207794,4.3415331841,5.2670388222,2.7547020912
-2.2728110495,0.3595868065,1.3982071725,994.3149416887,6.9333772659,7.5816855431,6.2956976891,4.8818054199,4.5472826958,1.4131337404,3.7003545761,2.8726859093
-2.1548828182,0.1912854806,-1.5864744283,980.2513069024,2.8421378136,3.3250815868,4.8980207443,5.086060524,5.0450716019,5.9129328728,8.2924060822,1.848128438
-0.208186981,-0.6185461598,0.0805375231,661.0627274995,4.3128380775,5.2957148552,5.5853524208,4.9115271568,5.0622954369,0.4386802018,0.3139341474,0.2747910917
-1.8686160746,-0.6964840734,-2.0453540404,964.7404581496,3.1970841885,3.0945031643,3.5212562084,4.9421710968,1.2242313623,4.1061639786,4.6629648209,6.5437197685
-4.2631179319,-3.902380179,1.781843559,590.1458164445,8.0713787079,2.5017220974,9.4827508926,8.8103055954,1.7318712473,0.9547277689,0.7310119867,0.6878438592
-3.6305198186,-3.70946314,-0.0845524983,562.4453960698,1.0729470253,1.2122870684,1.7026920319,3.8215618134,8.3445301056,9.4690952301,1.7822719812,8.9729042053
-1.7886742385,1.1308670006,-1.0484768945,992.5241374952,4.1884765625,6.5949940681,3.0111782551,6.2333045006,7.8449463844,1.7635822296,3.5047712326,6.8066177368
-3.9593150608,3.8063329601,1.5920730594,902.7961269837,5.1301226616,1.929923296,1.3034237623,1.1164245605,1.1289508343,1.3435907364,1.1672693491,1.0031511784
0.9562547625,3.7868358438,-2.5583239098,1605.5023159161,1.555082202,2.8652415276,0.615103066,0.6487826705,0.8586269617,9.3033447266,8.5625762939,2.6272501945
0.6684894868,0.4871920061,1.9545929924,1118.6133568183,1.2372561693,5.3550777435,4.517844677,2.720562458,5.2809262276,6.8047037125,5.7408466339,0.7242546082
2.6603739921,2.7565791037,-2.4155228505,1758.579535936,3.5434126854,2.397851944,5.3618745804,8.8000450134,3.8237478733,1.4570990801,3.6119670868,3.9639947414
2.2706403516,-1.8083380561,-1.9810103924,842.4659472705,7.3779153824,4.1566987038,5.5025372505,3.611738205,3.0399742126,3.0094711781,3.5294368267,2.9132785797
0.9245496331,4.7744180363,2.328686594,-186.8011374866,0.2463687956,0.2119312286,0.2030477375,0.2366229296,0.3479231596,0.8783153296,5.9514613152,4.4658341408
3.1842747114,-2.9660214966,-0.1855364265,716.5238268052,1.8100106716,1.9600433111,2.0779416561,1.5954033136,1.4852149487,1.6089367867,2.1164970398,3.9618537426
-1.730526854,3.5321099435,-0.2985453989,1091.2503512481,5.4380502701,8.6581773758,10.1738843918,4.5817704201,1.3939265013,4.8452367783,2.1769301891,1.5553141832
1.9351494166,-2.2345636898,0.8264625957,787.9988602306,3.1983628273,2.7626516819,2.805118084,2.3561372757,2.3291831017,2.9122905731,7.3533291817,2.6878116131
1.8212777727,4.4863367097,-2.7671673909,958.7012354282,0.500808239,0.7296865582,1.9593640566,6.8745398521,1.7503381968,11.2753152847,9.4768943787,3.1998546124
2.3954764653,3.4012383254,-2.628772798,1865.4112413934,1.9787167311,3.3158957958,2.0569293499,5.3028469086,9.662610054,9.1762905121,2.0718100071,3.7424995899
-2.6107606443,-0.6297740784,-0.9992712937,838.4771725044,3.2347397804,4.5282034874,4.1541152,1.3294297457,5.7608780861,7.9377088547,5.7650122643,2.4297616482
4.7188633323,2.3737881928,2.2249683845,53.4954746599,0.3319412768,0.6377192736,2.5394847393,2.777551651,3.7027053833,4.0728373528,3.6686048508,2.4970881939
-0.4293047423,-3.0248497371,-1.0375086199,722.9167725973,2.8700249195,2.0262601376,1.7665804625,1.814581275,2.2072470188,3.5088317394,5.12753582,5.2703595161
-3.2829030946,-1.7284425153,-2.4160818311,800.4607618379,2.0947422981,1.7159996033,1.678804636,1.922216773,2.7303681374,3.1517620087,3.0710406303,3.5227892399
-0.2631187738,4.052277511,0.5197956441,874.329336357,0.2647817135,0.4466813207,4.9434294701,2.6981890202,1.3046200275,0.9535930157,0.8569583297,0.9055886865
3.802767082,3.0110288831,2.9294483447,1723.1679479212,1.8914101124,2.0278027058,2.6341786385,4.7691850662,8.7490673065,9.4148330688,2.3936078548,8.4795913696
3.5426673147,-1.3450601418,-2.0865634408,519.3099890261,3.3652584553,8.5216550827,7.6640748978,4.5432581902,3.6212964058,3.4375522137,2.5046179295,1.4793411493
2.6095152845,-1.7476651577,-0.2114526123,810.8557166438,3.025734663,3.2545144558,2.9584252834,2.2405531406,2.0576541424,2.2094862461,1.2937839031,1.3664721251
2.8265419924,-2.755158147,1.8527659056,821.4697293865,2.0588154793,2.8529503345,2.0024664402,7.6934571266,6.6614398956,3.7379379272,8.1617383957,7.803311348
-2.8706192678,2.7167032443,2.7744114249,669.726992823,2.2246081829,2.243591547,2.6742725372,2.4609870911,2.1057870388,2.1297609806,2.5419707298,0.4335851669
0.1175327055,-3.6292204072,-0.6692167552,666.5483865278,1.2900069952,1.14514184,1.1988106966,1.5027325153,2.5189702511,4.5530314445,4.7789206505,4.2922348976
3.296919905,4.1878386226,1.9363544682,2000,1.3455191851,0.8861863017,0.743283093,0.7188605666,0.8422483206,1.2379585505,3.2278158665,2.9888372421
-0.9867832847,2.2043890081,2.2585711362,1141.8550921927,1.2275338173,2.8341226578,2.7158925533,3.0688824654,4.2517805099,4.1449680328,1.6681373119,4.4886407852
3.9295703822,3.1607774849,-0.8450587537,1826.9811518318,2.5109200478,8.207244873,5.4532527924,1.4617605209,0.923440218,0.7552384734,0.7427517772,0.8505810499
2.9174446072,-4.3788662931,-1.1103216938,486.1572264484,0.6491228938,0.4618434012,0.399421066,0.4154242277,0.5065771937,0.8081583381,1.7592893839,1.8043358326
-0.688962554,-0.7944600874,-2.0324262215,847.2140948839,4.415169239,4.2907209396,4.8978209496,1.8425065279,4.1317081451,4.0234146118,4.5894684792,6.4974741936
-3.0118747,-2.5126986337,1.3410762023,705.1987399453,0.4954401255,0.5227455497,0.6739364266,6.4233140945,4.1689362526,5.5080580711,2.8373639584,2.1244678497
3.6683451073,-1.5191222362,2.8166594621,744.6307849059,0.6787489057,0.6900581717,0.843613565,7.2915530205,8.6869134903,8.9332904816,5.3391113281,3.7502272129
-3.0509462578,3.7249573248,0.1362069529,1068.2847142168,8.9865837097,4.5060725212,5.4202656746,2.7088644505,3.6374213696,1.7820022106,1.3105860949,1.1833853722
2.2472465512,2.5917176412,1.7881368541,1586.135531872,2.6391010284,3.2127504349,2.4916117191,2.3100686073,2.5201265812,3.3429219723,2.0397379398,7.1884951591
-4.7121793445,2.7179145674,-2.7116818532,-214.01487118,0.4013674259,0.2791535258,0.2344674021,0.2444522232,0.2833764851,0.4532493949,1.4618989229,7.7006263733
-4.5433177939,-1.0282809231,2.7454950943,112.960586525,6.0559663773,2.1258387566,0.7354886532,0.4819619358,0.4152183831,0.4144172966,0.4886943698,0.7233871818
4.4836474079,-4.1336177444,2.4599634075,203.5798872726,0.4270311892,2.0859043598,3.4365897179,11.7181434631,10.6526174545,9.4532117844,2.1835610867,1.0073879957
3.4914838801,2.3589075679,0.4195481019,1536.7336731876,2.0415420532,1.3893967867,1.1914564371,1.209445715,1.4407715797,2.2037758827,2.5822989941,2.6105890274
-0.7036832864,0.0435968263,2.5730857014,917.1406547111,5.2239637375,4.860054493,5.3145370483,2.6980395317,4.5566797256,4.2383871078,4.6290488243,6.1272444725
1.4688687441,-3.4021003995,2.418637213,730.3751546346,3.3313879967,4.0860519409,6.7832026482,6.8148956299,7.42837286,6.4831981659,5.3857264519,2.2681090832
0.9085195273,4.2731953139,0.2195067543,1636.8407565529,3.1939256191,5.198340416,4.0312390327,3.7597315311,1.5710315704,0.8786713481,0.6769449115,0.6270468831
-0.2558714037,-1.813124561,2.6974445638,788.6992575545,1.5125466585,6.7809419632,4.6995038986,5.8669691086,4.8446335793,1.5832585096,5.457171917,3.701315403
-3.6087510392,0.2320575999,1.2098004102,861.2272353994,3.3089718819,8.4899549484,8.0565023422,1.672775507,1.5684654713,4.7964844704,2.3014347553,1.5809360743
2.3753793313,0.2712978139,-2.5303143774,524.150424917,0.5358504653,5.4064850807,2.0276353359,7.991458416,7.0006017685,5.4196438789,5.0555548668,5.5060181618
-4.6883327363,3.589848636,3.1153094219,-142.3615661165,1.3349152803,0.4877037704,0.3203246891,0.274617672,0.259542644,0.3082845509,0.4512249827,1.1663517952
3.8319686373,2.1873016246,-2.2128165879,1538.3263322297,6.2689108849,8.7919540405,9.309340477,1.9191292524,7.7284235954,2.3496391773,2.5011358261,1.2424175739
2.4693507687,-3.7510998652,-2.3336150157,670.9995870862,8.8001832962,7.5382204056,4.7625641823,1.7885050774,1.2125073671,1.0460736752,1.0559989214,1.2585548162
-0.9361643353,2.0901237178,-0.9764182012,1126.649957319,5.6876616478,7.414703846,6.8655514717,1.8948432207,7.8864264488,2.8646187782,5.6011166573,6.0695710182
1.0322467286,-4.3129667218,-1.417454652,652.4080081271,1.3635491133,0.6891022325,0.5133020282,0.4609593749,0.4956068993,0.6330010295,1.0989741087,3.6357512474
3.919454802,4.7914455017,-0.8599922497,-176.2598349245,5.8016815186,9.8423223495,6.0844335556,1.5107821226,0.9370046258,0.7694441676,0.7549704313,0.4086013138
-3.673004112,1.9955241138,-2.8903232889,824.4245768477,2.9463660717,1.7105443478,1.3527337313,1.2851178646,1.4127967358,1.9130065441,3.8639156818,6.7875199318
2.4423516997,2.2990679116,1.9948681593,1569.5768143477,2.7312197685,3.0733761787,2.6424965858,2.6761114597,3.1983561516,2.4751758575,7.4941520691,7.5825433731
2.1048228525,-4.1896716676,-0.2335756964,646.6859607317,0.5833830237,0.6299469471,0.8026614785,1.4005448818,2.5628921986,2.7383430004,3.4902584553,3.6734750271
-4.0337299984,2.3217552903,-1.4713702323,839.2477108539,0.9537526369,1.1842319965,1.9338157177,7.1373639107,7.4187321663,9.1753454208,0.7779545784,0.6874937415
-4.4773337717,0.5480674317,-0.48001971,341.8835457193,1.6637475491,5.3605017662,6.071972847,8.5037660599,9.5277824402,6.2260580063,5.4117045403,1.8052450418
0.3507948394,2.5952577423,-2.319436812,1419.1250068179,4.3839793205,5.3656144142,3.0911977291,6.5320510864,5.2493457794,2.2782878876,7.5769066811,2.3189823627
4.1543589317,-0.2261704785,1.9473011242,650.9027627269,0.6041685939,0.8848946691,2.3817760944,5.2123093605,6.0914497375,2.1290125847,0.3106575608,0.3084748983
2.4301902366,-4.4509160189,2.7685977614,273.8068562969,4.0455884933,9.5799655914,11.389292717,8.7647771835,7.4883594513,1.5208433867,0.5685417652,0.3784754872
-4.1536478019,1.6543166564,-2.3727830533,847.3461107219,0.965507865,0.8193596601,0.8028646111,0.9447284937,1.3922913074,3.73052001,6.5409626961,4.1878962517
0.6367962354,-0.8319813889,1.6380277581,965.0787668426,2.6011726856,5.0780148506,2.1492567062,5.7878432274,1.1088836193,0.6139702201,0.9764104486,5.6279015541
-2.044350127,2.5727230718,2.4331182175,1103.4623315117,2.6755723953,2.3522181511,2.4186592102,2.9619574547,3.3413848877,2.9204633236,0.821079731,0.7733199596
-3.5762794946,-3.7716620249,1.5809206267,644.7573432859,8.4185256958,9.9745454788,1.9343011379,8.8354578018,6.7028183937,2.4315211773,1.6395440102,1.3912580013
-2.2643747608,1.9206216901,-2.3796068257,857.8019238771,0.4739439785,0.4000176489,0.3931445777,0.4568071663,4.6623954773,6.8666567802,6.8058609962,7.9277915955
-1.4433532602,2.3706300941,-2.1807327418,1136.9521162776,3.8329660892,3.5065829754,1.2934243679,4.8422961235,7.821334362,7.1451678276,7.6626567841,8.845533371
1.2679317263,-3.6802960979,0.9299841262,729.0567750566,2.5306210518,3.4070346355,3.6073536873,4.5647411346,7.8776497841,8.6024904251,3.5402545929,9.298412323
-0.4112298378,2.4846037209,-1.9911509021,1214.7550389009,4.6578369141,2.2709100246,5.3566908836,7.8271842003,7.4482135773,2.1660454273,8.5690059662,2.5982377529
-1.1833796943,3.4351608976,0.2221312856,1120.5946570945,3.3737542629,3.995126009,6.2650837898,0.8325055242,0.9105528593,2.0366687775,1.5763090849,1.4677482843
3.5560424962,-2.8727373031,-0.6802134436,759.5521173717,2.1514112949,1.9142959118,1.9916571379,1.7354069948,1.2557175159,1.1160236597,1.1537691355,1.4376538992
-1.057893955,-4.4608779836,-0.6352181818,192.7577595141,0.3546106815,0.3147782087,0.3366286457,0.4330201447,0.7703211308,5.719751358,6.1128401756,5.768321991
-0.4105548857,1.4746324837,2.4848490095,1136.8611324632,3.8346440792,1.6781443357,3.615893364,4.5450530052,5.0705060959,2.5784811974,4.7874193192,6.0183153152
3.3582615717,-2.7889033288,2.3685017285,768.8723615936,2.3817141056,1.9712994099,7.8634986877,9.3151197433,9.9214944839,8.4485692978,8.4885005951,3.5213875771
1.3296749101,4.6933055323,0.8075705851,95.0652005879,3.960473299,3.3912751675,0.9975259304,0.3797526062,0.2574880719,0.2157731503,0.2186543047,0.254155308
1.2881289579,-3.0881986358,-2.3203524264,756.9570037321,7.3412423134,3.198009491,6.4062376022,2.8884243965,1.9912148714,1.7064563036,1.7345768213,2.0740799904
-4.7478650011,3.8854193748,2.9070036302,-295.4844826287,1.0181237459,0.5846283436,0.3006325066,0.2239184231,0.200000003,0.2121560574,0.2712355554,0.4870221019
1.7336599574,-0.8118548172,1.1787804758,954.1530826017,2.9803602695,1.4418532848,3.528072834,5.2711052895,1.488142252,5.8371453285,6.8808059692,1.6679935455
-0.6243935947,1.2604577979,-0.5463851996,1109.9730287377,3.451918602,6.0433220863,1.0007567406,7.1950130463,4.0827293396,5.2944865227,5.8183946609,4.9562311172
-1.1598147604,1.6419211099,-0.7129719921,1094.6966932145,7.3897156715,6.4595427513,6.6456255913,1.6363434792,4.953514576,2.8921096325,6.0425081253,5.3119792938
2.5535473407,-4.6596308822,-1.4309836565,-184.5246585628,0.6299301982,0.3032356799,0.22838673,0.2098600268,0.2110338062,0.2806876302,0.4722153246,2.1121966839
-0.7350553148,-3.1054909367,0.9921570543,743.7426843422,4.4440755844,5.3990044594,5.8662352562,7.699139595,8.640247345,8.0097761154,5.1690988541,1.5158729553
-4.4833560305,3.3985619271,0.7478472171,423.5159770398,1.7720924616,9.4122304916,9.2641487122,2.8908634186,1.8660387993,1.544695735,1.5261262655,0.879888773
-4.6423224304,-3.4037908102,0.2397218532,-203.7466009704,1.5069926977,2.0156774521,3.9686763287,9.3228788376,2.3531053066,11.3019618988,5.3902554512,7.4487299919
-3.6459484689,-3.6460352802,-0.9376929278,614.5503951326,1.5311453342,1.2078177929,1.1249176264,1.2417623997,1.6646015644,3.2904267311,8.316286087,7.498333931
3.6749990718,-4.7601567507,0.5216266008,-470.1465253678,0.5790613294,0.8242868185,1.0918595791,1.3845609426,2.297508955,2.3087954521,2.7332644463,4.1578807831
1.5112497981,2.9905597759,-2.8367094272,1659.2520625078,2.1924624443,3.0951490402,1.2064169645,6.5081648827,7.4164533615,6.1760549545,8.0711708069,1.6553118229
-4.0763203073,2.5984322146,-0.2344539442,918.0352714871,7.3880195618,4.7619400024,1.0784457922,0.7914065719,8.7466526031,6.6386790276,3.3938012123,2.534889698
0.140014477,-1.5997387607,-2.6159181718,852.3791238658,4.326540947,5.6697058678,5.1033711433,2.0707998276,4.8203086853,3.5373799801,3.1819643974,3.3550884724
-4.0844982137,2.7753951769,2.9401059618,969.5147671668,2.1254520416,2.3035271168,1.2272609472,0.9419203401,0.8661273718,0.9362700582,1.2032859325,2.218275547
-0.135052172,4.1257084364,-0.7061518807,938.1290816013,0.319542259,0.2705228925,0.2913966775,0.3491123021,5.5047454834,4.8313546181,2.8769795895,1.263106823
2.2369541946,-3.7573892265,1.5778419254,744.830182109,2.4782845974,2.9300568104,4.41238451,8.8242559433,8.8452072144,4.1217265129,8.6036596298,7.3176488876
3.9282105091,-4.400865391,0.8804975066,324.3683333296,0.7753387094,0.7376762033,0.7726989985,0.9419747591,1.548920989,7.1621685028,5.3221120834,5.6668982506
3.2000677609,1.7482752214,1.9968862352,1573.6362802501,1.7991930246,2.7543103695,3.2036457062,3.2441933155,3.8780190945,3.3582258224,8.2625417709,8.3582820892
2.3189747086,0.221401153,2.8032179653,539.3909592157,0.4285460711,0.4395948052,0.5316553116,8.4480953217,7.3442502022,2.0381588936,8.3351278305,5.8144116402
0.1337886516,4.4501407937,3.0000651644,966.9055005563,0.4460680187,0.5024113059,0.6712026,1.3561054468,5.0908613205,5.6379089355,7.6076598167,0.6394532919
2.3784554563,2.5379492828,2.3032263882,1540.8557709551,2.9687395096,2.4446935654,2.3974704742,2.7511167526,3.9400498867,2.4665157795,5.0776367188,8.5116634369
1.5152767809,-0.0700513602,-0.5838973392,1028.0625033013,5.0835700035,4.7051124573,5.096364975,4.4352312088,1.7729519606,3.1457798481,3.422593832,0.9964795709
-4.3763362214,0.207477264,2.374797689,555.975735908,1.8993924856,4.7683701515,2.6943221092,1.0080475807,0.6803826094,0.5817956924,0.5821750164,0.6940741539
2.5556783778,2.0935584639,3.0708683794,1393.148944345,2.8309593201,3.2383096218,2.79976964,7.7860970497,7.5621504784,8.635933876,0.9506458044,0.769861877
-1.6199506372,-3.1079596098,-1.4953266464,669.5372719912,3.4575073719,2.7120881081,1.9217922688,1.677654624,1.735604763,2.1222794056,3.3970894814,6.3288793564
1.9366681537,-2.4983920338,-1.7751811386,829.5130214398,3.7537600994,6.1040582657,3.2591478825,2.4765577316,2.2774381638,2.459086895,3.1894664764,2.9621961117
-1.9787620383,3.6009613164,1.529815388,1070.952249549,6.7204589844,2.5117218494,1.6196857691,1.3376084566,1.321754694,1.53305161,2.2095351219,3.0496175289
-4.3773538042,1.7136630276,-1.2454556644,557.9551583007,0.6551906466,0.9232778549,2.1564695835,6.5422120094,4.1404461861,10.5912494659,7.8034200668,1.0347425938
-1.3962581413,4.2529387717,1.3440351411,1129.8085915322,6.073600769,1.5125174522,0.8739368916,0.6860201955,0.6460925937,0.721175313,0.9702638388,1.9345786572
-2.5052786145,-4.4377424794,-3.1051251018,242.9208606852,9.6022901535,4.1865997314,2.8776147366,2.4739689827,1.4713820219,0.5801366568,0.3948754072,0.3395141065
-2.127323419,0.0775726353,-1.3571992453,942.5050672034,3.0744819641,4.0433588028,5.2290911674,1.9471423626,5.2897024155,6.9718880653,7.301800251,1.7750132084
0.7575578653,-1.3342742166,0.2502613907,843.4476997869,3.8085796833,5.1336936951,4.1503214836,3.907235384,2.6508564949,5.8441972733,6.6239528656,6.2432627678
-2.7503977878,0.9992421826,0.2048619331,1030.5472996752,6.2678184509,8.2254152298,2.5939948559,4.4551901817,8.0497999191,3.4374792576,4.2042508125,0.6550524831
-3.3443780743,-0.7879424164,0.3242014943,869.8573837192,1.6742610931,1.7556008101,8.3012971878,3.5177571774,9.2219791412,4.9870977402,2.5360481739,5.7392187119
-0.8253245107,4.0493930266,-0.3564940464,1290.6206359533,6.1571645737,3.7979669571,0.820559442,0.5630561113,5.5602412224,3.7219519615,1.4594265223,1.0113129616
1.5400764554,2.0045485121,2.2346071428,1302.6078459272,3.8326416016,3.0672194958,2.9070265293,3.251863718,1.7534343004,6.8366503716,4.1969656944,7.2545437813
-2.2091366051,0.9853141847,1.8172668531,950.9468957689,7.6002435684,2.9267308712,4.1648936272,3.9230806828,1.0329998732,0.9931880832,2.9068102837,2.745306015
3.5295455501,0.5320120496,2.0013177018,841.678486325,1.4018725157,2.1593735218,4.4249196053,4.4961829185,5.4042458534,1.3134088516,1.1332681179,3.2683856487
-1.5090752349,2.561054094,-0.6482898838,1159.5323827938,7.8339834213,5.0391783714,7.7515835762,9.3146152496,3.5827233791,6.1900138855,1.8065258265,1.5491579771
0.0371362125,-3.4740516237,1.4412906818,750.1718472041,4.6380472183,5.1556529999,7.015973568,8.8497934341,3.1345844269,6.0797247887,6.6342830658,5.2663598061
3.1817300125,-4.6867406147,2.9745320307,-282.6627321801,9.4801712036,8.4423522949,9.0079603195,5.527132988,8.1277627945,0.4942449033,0.2783131897,0.2209742218
1.7853902325,-3.3702413697,0.7900422798,717.0442764176,2.5408701897,2.9239525795,2.9383232594,3.4762630463,3.030632019,8.435256958,7.1936450005,3.6482291222
-3.3080117774,-3.5678411826,1.8223203339,661.4229522158,7.1506767273,1.3379089832,8.9821195602,8.4829673767,3.7910716534,2.2045323849,1.7307018042,1.6331356764
-1.025041997,-0.233057049,2.3493512614,933.3266610148,6.2151913643,3.4552562237,5.2205739021,2.9655308723,4.7472248077,4.0067968369,3.9930713177,4.6880688667
4.280755893,1.7463638314,-1.8320938851,1462.4818247127,6.9490818977,1.9763053656,9.9141359329,2.1214110851,6.533993721,1.1862428188,0.5721949339,0.4227445722
-0.4619146327,-1.0716977035,0.5201692777,808.3546027206,4.8987965584,5.7306890488,5.139333725,5.4069757462,2.8803522587,0.8053699136,4.228869915,6.3153896332
-4.0587884513,-0.9219990379,-0.4200691964,754.3428730915,3.9567267895,3.9057097435,4.5506334305,1.9024240971,8.9461984634,3.7699122429,10.2966918945,7.1457147598
0.0698158128,4.42483045,-2.6855399762,984.3383208522,0.6017776728,0.958568871,3.567343235,5.1894822121,3.4264702797,0.6605266333,0.5855279565,0.5830172896
-4.0805654236,-4.2045195834,-0.6650937164,512.9348159425,0.642660737,0.5708363652,0.6023154259,0.7460286617,1.2567021847,7.3691868782,9.1888999939,2.5098953247
4.0199440264,-2.3752601928,-0.1593697138,723.3254323866,2.3964202404,1.5530695915,0.8811233044,0.6881643534,0.6448385119,0.7058054805,0.9560573101,1.8437271118
0.5033446792,-3.2538688821,-0.1119048646,680.4107707633,1.5203379393,1.7109736204,2.362983942,4.373114109,4.1720128059,4.6801543236,6.4434404373,4.0994291306
-1.258686852,-2.4660476951,2.4911272087,686.0664266995,2.3657581806,7.3937349319,4.3495049477,5.5813784599,0.6185100079,0.5600461364,3.8991689682,3.4878709316
-1.649945434,1.5198195145,-2.13705301,1125.3709670408,1.077278018,3.2908523083,3.6121795177,4.7552781105,6.7553944588,6.2965922356,6.8816838264,1.7937525511
-0.883333035,2.594809169,-2.0598586849,1161.8287399866,4.2448048592,4.0824346542,2.0073463917,6.4125914574,4.6649751663,7.4100270271,2.5459060669,5.2158703804
-1.5286865044,-1.3123896821,1.767448242,902.647944065,6.6918749809,1.6682610512,4.8345870972,6.2248940468,3.2153646946,4.8359861374,3.6984577179,3.4168496132
-1.8178407511,2.3954218101,0.9263572472,1111.7503147191,3.9105629921,6.4928011894,2.2897512913,1.9810978174,2.7907295227,2.5178101063,2.6569414139,3.3666791916
-2.0727111235,-2.8176679356,-2.7418131338,542.0242436044,0.2988424897,0.4536423981,2.9235169888,2.9323744774,3.4704294205,2.3455634117,1.9951810837,1.9981067181
-1.9322335883,1.9888270745,1.5619290796,1023.3642327213,6.7204971313,2.1313533783,3.5387346745,2.9796476364,2.9694800377,3.4894809723,3.6570568085,0.7387164235
2.6670372507,4.206441558,-1.4479327081,1907.4977632112,2.4385483265,10.0408916473,10.0564746857,3.4494738579,6.3921604156,3.0640761852,2.2393581867,2.0017426014
0.046058812,0.9981312099,0.4213846998,1237.0887946748,7.0751667023,5.4540257454,1.6857448816,4.7351665497,5.6595797539,4.6218070984,3.9625868797,4.0072789192
-3.6187685953,-4.4915631915,-2.4091898472,117.634542865,1.6626675129,1.3688738346,1.3480862379,0.565939486,0.3549564779,0.2973729372,0.288084507,0.3368729949
-3.4086495294,-0.3492976236,-1.7314705017,861.5324315024,1.5456582308,1.6937440634,2.250118494,4.3741106987,4.4299039841,2.1509532928,6.4843530655,8.6141729355
-3.8739868192,1.9197641016,1.5245962647,830.7212372746,0.5305168629,0.6141933203,3.7165782452,3.0806016922,3.0179595947,2.0747539997,1.3329550028,1.1053797007
1.253778476,-0.3054903344,3.0434456884,927.2088597321,5.2302289009,5.8946442604,8.0329627991,0.9429274797,6.2298960686,3.4909629822,5.7876400948,4.6730422974
0.6776766419,1.0107457563,-0.2141145273,1151.7678359833,5.7887272835,6.2188549042,5.749724865,2.893283844,1.0418727398,4.2862176895,5.5395617485,4.2466778755
1.2687861784,-2.9173370983,-1.2005298448,808.5013640105,3.4736578465,2.2684628963,1.9008951187,1.8817278147,2.2048625946,3.2272472382,3.4826333523,3.434586525
-3.6687442011,2.6927228477,1.998506256,877.3207516068,3.8000943661,2.613199234,2.2415587902,2.2803490162,2.1969022751,1.5084956884,1.2930563688,1.3185958862
0.8779368552,2.8362259949,-0.8691811938,1386.5475647078,9.3260097504,2.5921127796,7.6566290855,1.7207881212,4.8482484818,3.9402868748,3.8070986271,4.2772111893
0.1004335127,-3.1880211046,-2.8405693643,718.0168495459,5.7864565849,6.4983887672,2.1580045223,5.0694284439,3.3391084671,2.0385694504,1.6599304676,1.5896205902
-2.0293804843,3.0016755192,3.0876496005,1181.7814914973,1.9226901531,2.2118782997,3.1577119827,3.0110135078,2.9453816414,1.2872644663,1.0235524178,8.0310001373
-1.2905906275,1.9851516329,-2.0550799814,1141.8783875394,3.8218502998,1.3556915522,4.1548137665,5.7995853424,4.0309481621,6.7940320969,1.9751315117,7.6612854004
-1.6702824184,-0.6587004866,1.0441165917,961.7817278658,6.6993694305,4.8244504929,1.4769614935,7.4302854538,4.0552787781,5.5779137611,2.5728650093,4.3642420769
2.0740955505,-3.1464816338,1.4468926253,784.1296574457,2.5937278271,2.8962197304,3.961774826,8.2039337158,3.8028721809,3.8484539986,9.2958641052,7.3965740204
4.3895462381,2.4051997954,-0.1459848145,1187.0612182476,5.65701437,0.645329535,0.3761014044,0.291829139,0.2714819908,0.3025251329,0.4059588015,0.8176649213
-1.7753577179,-3.5110754175,-1.5727194272,638.2679488032,3.2310807705,2.2837293148,1.5264784098,1.2976676226,1.296995163,1.5277510881,2.2644402981,6.3709192276
-1.2490661181,4.5058731541,-1.7342309908,483.5302333771,3.6934847832,4.0560398102,2.9627811909,9.9281339645,9.2852420807,10.1896820068,1.2364131212,6.317700386
-2.4563020317,4.0633242301,-2.5842895118,1145.2349371255,1.1499071121,2.0276091099,2.4922673702,2.6628034115,3.4105103016,1.8845438957,8.8450527191,9.4396018982
1.4614587311,-3.6509667776,-1.7247042146,760.9471147626,6.4035615921,2.6871681213,1.5295792818,1.2015931606,1.1245756149,1.2364498377,1.6612986326,3.2625980377
-1.4294790619,3.545291879,-2.0295963134,1139.2315398449,3.6389565468,3.5482022762,4.0654716492,2.0049185753,8.6247396469,8.3867540359,9.5945186615,3.9499754906
-2.5585801107,-1.5191452973,0.6829468952,751.3431154561,0.5442207456,7.5584506989,7.2546210289,2.5107169151,8.3578710556,6.7363233566,3.185403347,5.1209096909
-1.8434081804,3.6538488897,-2.7160162463,1134.6959520306,1.5345073938,2.3526949883,3.1458740234,3.1836514473,3.8238198757,1.5452475548,8.5480890274,8.6500396729
-3.2856259465,-1.5238991901,-0.6916198009,724.4389601374,3.4822516441,3.2710428238,3.3909430504,1.2294869423,0.8691568375,8.0002803802,8.2939853668,10.2036876678
