,samp,x,vx,z,vz,phi,w,value,
3798,38,4.052755182,-0.59746048,9.003924081,0.002499614,-0.071719763,0.005147606,1000,
3799,38,4.022882158,-0.625822674,9.004049062,-0.01139008,-0.071462382,0.002414535,1000,
3800,39,2.764104092,0.007578238,5.860140978,-0.08606103,0.06107269,0,-51.84656719,
3801,39,2.764483004,0.065174259,5.855837926,0.367406269,0.06107269,-2.03E-07,15.68473651,
3802,39,2.767741716,0.122203388,5.87420824,0.816410293,0.06107268,-4.54E-07,137.8232387,
3803,39,2.773851886,0.178671197,5.915028754,1.260994966,0.061072657,-7.82E-07,340.4972969,
3804,39,2.782785446,0.234583196,5.978078503,1.701203771,0.061072618,-1.24E-06,648.7747455,
3805,39,2.794514605,0.289944839,6.063138691,2.137079752,0.061072556,-1.93E-06,810,
3806,39,2.809011847,0.344761519,6.169992679,2.56866549,0.061072459,-3.12E-06,810,
3807,39,2.826249923,0.399038552,6.298425953,2.996003009,0.061072303,-5.63E-06,810,
3808,39,2.846201851,0.452781129,6.448226104,3.419133054,0.061072021,-1.38E-05,814.9401276,
3809,39,2.868840907,0.505862645,6.619182756,3.835942476,0.061071331,-0.008800079,826.8072414,
3810,39,2.89413404,0.558400588,6.81097988,4.248314757,0.060631327,-0.018869865,842.6810387,
3811,39,2.922054069,0.610122982,7.023395618,4.658554906,0.059687834,-0.021106978,863.1419529,
3812,39,2.952560218,0.660438909,7.256323363,5.064675794,0.058632485,-0.023873242,877.1517221,
3813,39,2.985582164,0.708871362,7.509557153,5.460153248,0.057438823,-0.053909669,893.6552645,
3814,39,3.021025732,0.710495495,7.782564815,5.065489842,0.054743339,-0.0782365,934.7694446,
3815,39,3.056550507,0.70350253,8.035839307,4.525134491,0.050831515,-0.077529717,1000,
3816,39,3.091725633,0.696578352,8.262096032,3.990096936,0.046955029,-0.07682947,1000,
3817,39,3.126554551,0.689722313,8.461600879,3.460325349,0.043113555,-0.076135529,1000,
3818,39,3.161040666,0.682933752,8.634617146,2.935768059,0.039306779,-0.075447717,1000,
3819,39,3.195187354,0.676212009,8.781405549,2.41637385,0.035534393,-0.074765843,1000,
3820,39,3.228997954,0.669556428,8.902224242,1.902092028,0.031796101,-0.074089644,1000,
3821,39,3.262475776,0.662966363,8.997328843,1.392872465,0.028091619,-0.07341869,1000,
3822,39,3.295624094,0.656441176,9.066972466,0.888665682,0.024420684,-0.072752198,1000,
3823,39,3.328446153,0.64998024,9.11140575,0.389423012,0.020783074,-0.072088804,1000,
3824,39,3.360945165,0.643582934,9.130876901,-0.104903254,0.017178634,-0.07142744,1000,
3825,39,3.393124311,0.640406808,9.125631738,-0.410579984,0.013607262,-0.055091252,1000,
3826,39,3.425144652,0.638687855,9.105102739,-0.560154835,0.010852699,-0.075247229,1000,
3827,39,3.457079045,0.63741292,9.077094997,-0.583322106,0.007090338,-0.072830959,1000,
3828,39,3.488949691,0.635054373,9.047928892,-0.515780409,0.00344879,-0.065406339,1000,
3829,39,3.520702409,0.630878057,9.022139872,-0.399613586,0.000178473,-0.06486424,1000,
3830,39,3.552246312,0.624778323,9.002159192,-0.270051862,-0.003064739,-0.05975112,1000,
3831,39,3.583485228,0.616765326,8.988656599,-0.14982944,-0.006052295,-0.055513403,1000,
3832,39,3.614323494,0.607138215,8.981165127,-0.051218095,-0.008827965,-0.054896542,1000,
3833,39,3.644680405,0.596200287,8.978604222,0.020852436,-0.011572792,-0.050796873,1000,
3834,39,3.67449042,0.584113404,8.979646844,0.067446723,-0.014112636,-0.042049238,1000,
3835,39,3.70369609,0.571073026,8.98301918,0.092837772,-0.016215098,-0.0336691,1000,
3836,39,3.732249741,0.557341754,8.987661069,0.101500585,-0.017898553,-0.027587536,1000,
3837,39,3.760116829,0.543128879,8.992736098,0.097495659,-0.01927793,-0.021901734,1000,
3838,39,3.787273273,0.52858422,8.997610881,0.08312303,-0.020373016,-0.015580799,1000,
3839,39,3.813702484,0.51380717,9.001767033,0.061692667,-0.021152056,-0.009808034,1000,
3840,39,3.839392842,0.498877471,9.004851666,0.037268042,-0.021642458,-0.005849879,1000,
3841,39,3.864336716,0.483855223,9.006715068,0.0135751,-0.021934952,-0.003671315,1000,
3842,39,3.888529477,0.468772451,9.007393823,-0.006622374,-0.022118518,-0.00254262,1000,
3843,39,3.911968099,0.453642931,9.007062704,-0.021711888,-0.022245649,-0.001974297,1000,
3844,39,3.934650246,0.438479495,9.00597711,-0.03116087,-0.022344363,-0.001905346,1000,
3845,39,3.956574221,0.423300756,9.004419067,-0.035281855,-0.022439631,-0.002405333,1000,
3846,39,3.977739259,0.408122197,9.002654974,-0.034775407,-0.022559897,-0.003400033,1000,
3847,39,3.998145368,0.392941557,9.000916203,-0.030170285,-0.022729899,-0.004634697,1000,
3848,39,4.017792446,0.377744544,8.999407689,-0.022010596,-0.022961634,-0.005789775,1000,
3849,39,4.036679673,0.36252945,8.998307159,-0.011653515,-0.023251123,-0.006564372,1000,
3850,39,4.054806146,0.347315496,8.997724484,-0.001236777,-0.023579341,-0.006704005,1000,
3851,39,4.072171921,0.332139431,8.997662645,0.006849424,-0.023914542,-0.00600557,1000,
3852,39,4.088778892,0.317028167,8.998005116,0.011399297,-0.02421482,-0.004346619,1000,
3853,39,4.104630301,0.301998806,8.998575081,0.012516303,-0.024432151,-0.0017489,1000,
3854,39,4.119730241,0.287074501,8.999200896,0.010993438,-0.024519596,0.0015866,1000,
3855,39,4.134083966,0.272295453,8.999750568,0.007799882,-0.024440266,0.005302414,1000,
3856,39,4.147698739,0.257720671,9.000140562,0.0038098,-0.024175145,0.008958435,1000,
3857,39,4.160584772,0.243421935,9.000331052,-0.000288177,-0.023727224,0.012129182,1000,
3858,39,4.172755869,0.2294735,9.000316643,-0.003988808,-0.023120764,0.014486343,1000,
3859,39,4.184229544,0.215941579,9.000117203,-0.006952186,-0.022396447,0.015843557,1000,
3860,39,4.195026623,0.202876388,8.999769593,-0.009004264,-0.021604269,0.016157878,1000,
3861,39,4.205170442,0.190307611,8.99931938,-0.010148168,-0.020796376,0.015505747,1000,
3862,39,4.214685823,0.178242967,8.998811972,-0.010565532,-0.020021088,0.014069951,1000,
3863,39,4.223597971,0.166669089,8.998283695,-0.010588627,-0.019317591,0.012134766,1000,
3864,39,4.231931426,0.155554011,8.997754264,-0.010609821,-0.018710852,0.010026407,1000,
3865,39,4.239709126,0.144850673,8.997223773,-0.01088851,-0.018209532,0.008001664,1000,
3866,39,4.24695166,0.134500666,8.996679347,-0.011285151,-0.017809449,0.006226365,1000,
3867,39,4.253676693,0.124438596,8.99611509,-0.01110826,-0.01749813,0.004870123,1000,
3868,39,4.259898623,0.11460058,8.995559677,-0.00933671,-0.017254624,0.004078635,1000,
3869,39,4.265628652,0.104938664,8.995092841,-0.005217605,-0.017050693,0.003820254,1000,
3870,39,4.270875585,0.095433446,8.994831961,0.001173921,-0.01685968,0.00399534,1000,
3871,39,4.275647257,0.086095914,8.994890657,0.00874128,-0.016659913,0.004625432,1000,
3872,39,4.279952053,0.076962175,8.995327721,0.015492938,-0.016428641,0.005607487,1000,
3873,39,4.283800162,0.068075904,8.996102368,0.019587427,-0.016148267,0.006682812,1000,
3874,39,4.287203957,0.059442839,8.997081739,0.021965543,-0.015814126,0.007696714,1000,
3875,39,4.290176099,0.0510865,8.998180016,0.022611052,-0.015429291,0.008274498,1000,
3876,39,4.292730424,0.043024364,8.999310569,0.02176795,-0.015015566,0.008190049,1000,
3877,39,4.294881642,0.03521309,9.000398967,0.023009808,-0.014606063,0.007952241,1000,
3878,39,4.296642297,0.027607742,9.001549457,0.02919981,-0.014208451,0.007831128,1000,
3879,39,4.298022684,0.020195531,9.003009447,0.040914102,-0.013816895,0.007281554,1000,
3880,39,4.29903246,0.013047391,9.005055153,0.052926961,-0.013452817,0.005887357,1000,
3881,39,4.29968483,0.00630426,9.007701501,0.053562768,-0.013158449,0.004655126,1000,
3882,39,4.3,-6.99E-06,9.010379639,0.037419,-0.012925693,0.005029947,1000,
3883,39,4.299999694,-0.006001143,9.012250589,0.010263391,-0.012674196,0.005487947,1000,
3884,39,4.299699637,-0.011789448,9.012763759,-0.01900823,-0.012399798,0.005051995,1000,
3885,39,4.299110164,-0.017463244,9.011813347,-0.042423013,-0.012147198,0.005874282,1000,
3886,39,4.298237002,-0.02310148,9.009692196,-0.054230046,-0.011853484,0.00816395,1000,
3887,39,4.297081928,-0.028715375,9.006980694,-0.051443584,-0.011445287,0.008395967,1000,
3888,39,4.295646159,-0.034250841,9.004408515,-0.033135302,-0.011025489,0.009721051,1000,
3889,39,4.293933617,-0.039708873,9.00275175,0.002265961,-0.010539436,0.012886115,1000,
3890,39,4.291948173,-0.045068235,9.002865048,0.057296459,-0.00989513,0.011072604,1000,
3891,39,4.289694762,-0.049408502,9.005729871,0.049661565,-0.0093415,0.014213885,1000,
3892,39,4.287224337,-0.053385724,9.008212949,0.036471222,-0.008630806,0.013238324,1000,
3893,39,4.28455505,-0.05690347,9.01003651,0.014062308,-0.00796889,0.013075603,1000,
3894,39,4.281709877,-0.060056416,9.010739626,-0.010644632,-0.007315109,0.013942995,1000,
3895,39,4.278707056,-0.062853497,9.010207394,-0.037872369,-0.00661796,0.01224471,1000,
3896,39,4.275564381,-0.065362948,9.008313776,-0.055346437,-0.006005724,0.010958445,1000,
3897,39,4.272296234,-0.0676694,9.005546454,-0.054155183,-0.005457802,0.010872665,1000,
3898,39,4.268912764,-0.069739239,9.002838695,-0.042859362,-0.004914169,0.00996593,1000,
3899,39,4.265425802,-0.071510399,9.000695726,-0.032849603,-0.004415872,0.008945205,1000,
3900,40,3.090721221,0.099463176,7.054785139,-0.063878976,0.01141831,0,811.4319539,
3901,40,3.09569438,0.109272927,7.05159119,0.391070046,0.01141831,-3.14E-09,811.665335,
3902,40,3.101158026,0.118986126,7.071144693,0.841541221,0.01141831,-7.76E-09,812.7291678,
3903,40,3.107107333,0.128603722,7.113221754,1.28757862,0.011418309,-1.49E-08,815.0250431,
3904,40,3.113537519,0.138126656,7.177600685,1.729225881,0.011418308,-2.64E-08,818.9412264,
3905,40,3.120443852,0.14755586,7.264061979,2.166526212,0.011418307,-4.60E-08,827.4125479,
3906,40,3.127821645,0.156892255,7.372388289,2.599522391,0.011418305,-8.21E-08,845.9629002,
3907,40,3.135666257,0.166136754,7.502364409,3.02825677,0.011418301,-1.55E-07,873.6337374,
3908,40,3.143973095,0.17529026,7.653777247,3.452771267,0.011418293,-3.26E-07,898.2270558,
3909,40,3.152737608,0.184353662,7.826415811,3.873107322,0.011418277,-8.42E-07,947.9247432,
3910,40,3.161955291,0.193327265,8.020071177,4.289255606,0.011418235,-0.000206218,1000,
3911,40,3.171621654,0.193663851,8.234533957,3.952656011,0.011407924,-0.005777501,1000,
3912,40,3.181304847,0.191757715,8.432166758,3.423252303,0.011119049,-0.005726947,1000,
3913,40,3.190892733,0.18987034,8.603329373,2.899059251,0.010832701,-0.005675874,1000,
3914,40,3.20038625,0.188001541,8.748282335,2.380025584,0.010548908,-0.005625071,1000,
3915,40,3.209786327,0.186151137,8.867283615,1.866100556,0.010267654,-0.005574705,1000,
3916,40,3.219093884,0.184318946,8.960588642,1.357233914,0.009988919,-0.005524914,1000,
3917,40,3.228309831,0.182504788,9.028450338,0.853375862,0.009712673,-0.005476061,1000,
3918,40,3.23743507,0.1807085,9.071119131,0.354479062,0.00943887,-0.005436836,1000,
3919,40,3.246470495,0.180169304,9.088843084,-0.008197728,0.009167028,-0.004774746,1000,
3920,40,3.255478961,0.180760936,9.088433198,-0.240641787,0.008928291,-0.002417008,1000,
3921,40,3.264517007,0.182237063,9.076401108,-0.364192014,0.008807441,-0.002969815,1000,
3922,40,3.27362886,0.18444795,9.058191508,-0.396462343,0.00865895,-0.005034041,1000,
3923,40,3.282851258,0.186836206,9.038368391,-0.397625791,0.008407248,-0.005478171,1000,
3924,40,3.292193068,0.189084809,9.018487101,-0.398049916,0.008133339,-0.003920002,1000,
3925,40,3.301647309,0.191942755,8.998584605,-0.304443644,0.007937339,-0.002472725,1000,
3926,40,3.311244446,0.19507782,8.983362423,-0.158964466,0.007813703,-0.002720765,1000,
3927,40,3.320998337,0.197994124,8.9754142,-0.028945384,0.007677665,-0.003962812,1000,
3928,40,3.330898044,0.200552183,8.973966931,0.0678384,0.007479524,-0.004700723,1000,
3929,40,3.340925653,0.20268855,8.977358851,0.126201854,0.007244488,-0.004541961,1000,
3930,40,3.35106008,0.204423781,8.983668943,0.149344108,0.00701739,-0.004036173,1000,
3931,40,3.361281269,0.205830029,8.991136149,0.144468722,0.006815581,-0.003827663,1000,
3932,40,3.371572771,0.206989941,8.998359585,0.119950888,0.006624198,-0.003936615,1000,
3933,40,3.381922268,0.20796964,9.004357129,0.083700382,0.006427367,-0.003956726,1000,
3934,40,3.39232075,0.208817162,9.008542148,0.042697133,0.006229531,-0.003652121,1000,
3935,40,3.402761608,0.209576629,9.010677005,0.003612769,0.006046925,-0.003130181,1000,
3936,40,3.413240439,0.210286293,9.010857643,-0.028432414,0.005890416,-0.002640402,1000,
3937,40,3.423754754,0.210972403,9.009436023,-0.050785796,0.005758396,-0.002346953,1000,
3938,40,3.434303374,0.211654015,9.006896733,-0.061797662,0.005641048,-0.002248494,1000,
3939,40,3.444886075,0.212336857,9.00380685,-0.061330121,0.005528623,-0.002251913,1000,
3940,40,3.455502918,0.213015358,9.000740344,-0.050467809,0.005416028,-0.002285494,1000,
3941,40,3.466153686,0.21367118,8.998216953,-0.032259421,0.005301753,-0.002336824,1000,
3942,40,3.476837245,0.214274057,8.996603982,-0.01204775,0.005184912,-0.0024137,1000,
3943,40,3.487550948,0.214797254,8.996001595,0.005242155,0.005064227,-0.002505026,1000,
3944,40,3.49829081,0.21522678,8.996263702,0.016980381,0.004938976,-0.002585358,1000,
3945,40,3.509052149,0.215560316,8.997112722,0.022762939,0.004809708,-0.002638918,1000,
3946,40,3.519830165,0.215802643,8.998250868,0.023552173,0.004677762,-0.002666662,1000,
3947,40,3.530620297,0.215961236,8.999428477,0.020808856,0.004544429,-0.002673408,1000,
3948,40,3.541418359,0.216042711,9.00046892,0.015784514,0.004410758,-0.002658053,1000,
3949,40,3.552220495,0.216053199,9.001258146,0.009614495,0.004277856,-0.002618852,1000,
3950,40,3.563023154,0.21599796,9.00173887,0.003213085,0.004146913,-0.002563783,1000,
3951,40,3.573823052,0.215881397,9.001899525,-0.002761736,0.004018724,-0.002510434,1000,
3952,40,3.584617122,0.21570734,9.001761438,-0.007820878,0.003893202,-0.002473329,1000,
3953,40,3.595402489,0.215478931,9.001370394,-0.011587764,0.003769536,-0.002451681,1000,
3954,40,3.606176436,0.215198359,9.000791006,-0.01379101,0.003646952,-0.002430475,1000,
3955,40,3.616936354,0.214866939,9.000101455,-0.014263846,0.003525428,-0.002393556,1000,
3956,40,3.627679701,0.214485572,8.999388263,-0.012933766,0.00340575,-0.002334842,1000,
3957,40,3.638403979,0.214055202,8.998741575,-0.009819356,0.003289008,-0.002256404,1000,
3958,40,3.649106739,0.213576928,8.998250607,-0.005059337,0.003176188,-0.002157584,1000,
3959,40,3.659785586,0.213051789,8.99799764,0.001019417,0.003068309,-0.002030132,1000,
3960,40,3.670438175,0.212480611,8.998048611,0.007819495,0.002966802,-0.00186657,1000,
3961,40,3.681062206,0.211864172,8.998439586,0.014426064,0.002873474,-0.001671657,1000,
3962,40,3.691655414,0.211203594,8.999160889,0.019647441,0.002789891,-0.001462205,1000,
3963,40,3.702215594,0.210500694,9.000143261,0.022172603,0.00271678,-0.001253566,1000,
3964,40,3.712740629,0.209758276,9.001251891,0.020849142,0.002654102,-0.001045475,1000,
3965,40,3.723228543,0.208980614,9.002294348,0.015057973,0.002601828,-0.000825548,1000,
3966,40,3.733677573,0.208174256,9.003047247,0.005088948,0.002560551,-0.000596138,1000,
3967,40,3.744086286,0.207348639,9.003301694,-0.007661358,0.002530744,-0.000392457,1000,
3968,40,3.754453718,0.206515593,9.002918626,-0.020812148,0.002511121,-0.000255482,1000,
3969,40,3.764779498,0.205687875,9.001878019,-0.031255353,0.002498347,-0.000190391,1000,
3970,40,3.775063892,0.204878847,9.000315251,-0.034931562,0.002488828,-0.000162001,1000,
3971,40,3.785307834,0.204100975,8.998568673,-0.027402116,0.002480727,-0.000126804,1000,
3972,40,3.795512883,0.203354761,8.997198567,-0.008656895,0.002474387,-8.49E-05,1000,
3973,40,3.805680621,0.202622246,8.996765723,0.013766866,0.002470143,-9.32E-05,1000,
3974,40,3.815811733,0.201878512,8.997454066,0.029384659,0.002465485,-0.000206003,1000,
3975,40,3.825905659,0.201110859,8.998923299,0.033131808,0.002455185,-0.000396837,1000,
3976,40,3.835961202,0.200324505,9.000579889,0.028223279,0.002435343,-0.000574044,1000,
3977,40,3.845977427,0.199513257,9.001991053,0.013925401,0.002406641,-0.000682547,1000,
3978,40,3.85595309,0.198685747,9.002687323,-0.004618984,0.002372513,-0.000771251,1000,
3979,40,3.865887377,0.197859074,9.002456374,-0.019264633,0.002333951,-0.000941133,1000,
3980,40,3.875780331,0.197041244,9.001493143,-0.025596664,0.002286894,-0.001235605,1000,
3981,40,3.885632393,0.196237469,9.000213309,-0.019277489,0.002225114,-0.001548144,1000,
3982,40,3.895444266,0.195442268,8.999249435,0.001069078,0.002147707,-0.001726543,1000,
3983,40,3.90521638,0.194623175,8.999302889,0.024856708,0.002061379,-0.001816895,1000,
3984,40,3.914947539,0.193699388,9.000545724,0.015252586,0.001970535,-0.001929089,1000,
3985,40,3.924632508,0.192716222,9.001308353,-0.00682138,0.00187408,-0.002045727,1000,
3986,40,3.934268319,0.191707726,9.000967284,-0.023242136,0.001771794,-0.002062586,1000,
3987,40,3.943853705,0.190662643,8.999805178,-0.038390349,0.001668664,-0.001943152,1000,
3988,40,3.953386837,0.18960041,8.99788566,-0.040463894,0.001571507,-0.001811407,1000,
3989,40,3.962866858,0.188540462,8.995862466,-0.017531312,0.001480937,-0.001715808,1000,
3990,40,3.972293881,0.187499108,8.9949859,0.042080102,0.001395146,-0.001591034,1000,
3991,40,3.981668836,0.186319656,8.997089905,0.028606478,0.001315594,-0.001358166,1000,
3992,40,3.990984819,0.185118275,8.998520229,0.018653204,0.001247686,-0.001079106,1000,
3993,40,4.000240733,0.183900824,8.999452889,0.01261043,0.001193731,-0.000853738,1000,
3994,40,4.009435774,0.182672028,9.000083411,0.008982108,0.001151044,-0.000692724,1000,
3995,40,4.018569376,0.181436687,9.000532516,0.007238789,0.001116408,-0.000512325,1000,
3996,40,4.02764121,0.180199441,9.000894455,0.008060267,0.001090791,-0.000240517,1000,
3997,40,4.036651182,0.178965044,9.001297469,0.011839137,0.001078766,5.68E-05,1000,
3998,40,4.045599434,0.177737904,9.001889426,0.016537129,0.001081606,0.000285319,1000,
3999,40,4.054486329,0.176518835,9.002716282,0.016169706,0.001095872,0.000484928,1000,
4000,41,-0.277952985,0.040952065,7.656971691,0.099329105,-0.198457139,0,117.7413015,
4001,41,-0.275905382,-0.028522008,7.661938146,-0.048689902,-0.198457139,1.423724449,150.0126486,
4002,41,-0.277331482,-0.028276392,7.659503651,-0.538536074,-0.127270916,1.411561283,269.8394176,
4003,41,-0.278745302,-0.028021473,7.632576847,-1.023552838,-0.056692852,1.399517826,401.0518485,
4004,41,-0.280146376,-0.027757072,7.581399206,-1.50377821,0.013283039,1.387619434,523.0039671,
4005,41,-0.281534229,-0.027480983,7.506210295,-1.979255272,0.082664011,1.375816901,615.7391851,
4006,41,-0.282908278,-0.001921695,7.407247532,-2.145106659,0.151454856,1.051628327,618.9548786,
4007,41,-0.283004363,0.140633801,7.299992199,-1.680584962,0.204036272,1.041696691,606.9522141,
4008,41,-0.275972673,0.326276336,7.215962951,-1.250663239,0.256121107,0.943674044,600.7122225,
4009,41,-0.259658856,0.543016407,7.153429789,-0.888940181,0.303304809,0.623888826,604.128193,
4010,41,-0.232508036,0.80170722,7.10898278,-0.5270218,0.33449925,0.371167308,611.4062325,
4011,41,-0.192422675,1.086825673,7.08263169,-0.169298663,0.353057616,0.155255909,619.0945562,
4012,41,-0.138081391,1.382540218,7.074166756,0.173373044,0.360820411,-0.084387721,623.6288196,
4013,41,-0.06895438,1.682351117,7.082835409,0.511784999,0.356601025,-0.315167715,621.5208738,
4014,41,0.015163176,1.978748733,7.108424659,0.85631834,0.340842639,-0.508246897,611.7806331,
4015,41,0.114100612,2.268615604,7.151240576,1.229544356,0.315430294,-0.58115399,612.1670152,
4016,41,0.227531392,2.36104335,7.212717793,1.078531997,0.286372595,-0.606468257,630.5152857,
4017,41,0.34558356,2.338487512,7.266644393,0.579728333,0.256049182,-0.600292456,666.1708383,
4018,41,0.462507935,2.315984327,7.29563081,0.085479956,0.226034559,-0.594660089,705.1259058,
4019,41,0.578307152,2.294887738,7.299904808,-0.398556389,0.196301555,-0.572321532,718.890401,
4020,41,0.693051539,2.289392333,7.279976988,-0.799495843,0.167685478,-0.644001223,722.5804884,
4021,41,0.807521155,2.422835539,7.240002196,-0.359557666,0.135485417,-0.625878915,727.420793,
4022,41,0.928662932,2.525419125,7.222024313,0.080969441,0.104191472,-0.585995269,729.7060761,
4023,41,1.054933889,2.597538566,7.226072785,0.517159765,0.074891708,-0.531273565,740.7123299,
4024,41,1.184810817,2.642460036,7.251930773,0.960981398,0.04832803,-0.51538978,761.848993,
4025,41,1.316933819,2.662081504,7.299979843,1.404452339,0.022558541,-0.50962192,782.266001,
4026,41,1.450037894,2.657050784,7.37020246,1.838245784,-0.002922555,-0.478882698,802.4145977,
4027,41,1.582890433,2.628161111,7.462114749,2.264240411,-0.02686669,-0.433283677,810.4141869,
4028,41,1.714298489,2.577361119,7.57532677,2.678885574,-0.048530874,-0.360620341,810.9763876,
4029,41,1.843166545,2.506944715,7.709271048,3.089296002,-0.066561891,-0.291576514,810.17159,
4030,41,1.96851378,2.42141326,7.863735849,3.480973639,-0.081140717,-0.168563338,809.8396589,
4031,41,2.089584443,2.321119315,8.03778453,3.896448479,-0.089568884,-0.165912968,824.9714051,
4032,41,2.205640409,2.25713277,8.232606954,3.825756442,-0.097864532,-0.103057744,843.4193548,
4033,41,2.318497048,2.233101823,8.423894777,3.313634831,-0.103017419,-0.036589392,861.2090163,
4034,41,2.430152139,2.206358858,8.589576518,2.834163211,-0.104846889,-0.140472118,878.3330387,
4035,41,2.540470082,2.184379469,8.731284679,2.318412782,-0.111870495,-0.132943004,879.9426922,
4036,41,2.649689055,2.162591552,8.847205318,1.807785979,-0.118517645,-0.128313434,921.4275642,
4037,41,2.757818633,2.140994381,8.937594617,1.302204344,-0.124933317,-0.126901678,945.3037246,
4038,41,2.864868352,2.11945975,9.002704834,0.802618496,-0.131278401,-0.125052019,969.2712121,
4039,41,2.970841339,2.095848754,9.042835759,0.324342084,-0.137531001,-0.120759716,993.3197832,
4040,41,3.075633777,2.054412829,9.059052863,-0.019196095,-0.143568987,-0.111312815,1000,
4041,41,3.178354418,1.994609599,9.058093058,-0.23546751,-0.149134628,-0.102392725,1000,
4042,41,3.278084898,1.917984929,9.046319683,-0.343918573,-0.154254264,-0.091802076,1000,
4043,41,3.373984145,1.827212359,9.029123754,-0.36825519,-0.158844368,-0.077553858,1000,
4044,41,3.465344763,1.725595799,9.010710994,-0.332776429,-0.162722061,-0.059169836,1000,
4045,41,3.551624553,1.616627116,8.994072173,-0.25956704,-0.165680553,-0.037323431,1000,
4046,41,3.632455908,1.503728751,8.981093821,-0.167461783,-0.167546724,-0.013230315,1000,
4047,41,3.707642346,1.390030232,8.972720732,-0.071608727,-0.16820824,0.011610266,1000,
4048,41,3.777143858,1.278169019,8.969140296,0.016711204,-0.167627727,0.035554713,1000,
4049,41,3.841052309,1.170160888,8.969975856,0.089960737,-0.165849991,0.057065958,1000,
4050,41,3.899560353,1.067357496,8.974473893,0.143951001,-0.162996693,0.074992916,1000,
4051,41,3.952928228,0.970489905,8.981671443,0.177241907,-0.159247048,0.08872043,1000,
4052,41,4.001452723,0.879733582,8.990533538,0.190711302,-0.154811026,0.098112212,1000,
4053,41,4.045439402,0.794836891,9.000069103,0.186965215,-0.149905415,0.103342163,1000,
4054,41,4.085181247,0.715274872,9.009417364,0.169682904,-0.144738307,0.10476662,1000,
4055,41,4.12094499,0.640387759,9.017901509,0.143022789,-0.139499976,0.102900853,1000,
4056,41,4.152964378,0.569486803,9.025052648,0.11113579,-0.134354934,0.098463012,1000,
4057,41,4.181438718,0.501923874,9.030609438,0.077808382,-0.129431783,0.092375332,1000,
4058,41,4.206534912,0.437174026,9.034499857,0.045905442,-0.124813016,0.085685353,1000,
4059,41,4.228393613,0.374825432,9.036795129,0.017441084,-0.120528749,0.079433219,1000,
4060,41,4.247134885,0.314582022,9.037667183,-0.006418792,-0.116557088,0.074512708,1000,
4061,41,4.262863986,0.256277279,9.037346244,-0.025426068,-0.112831452,0.071580269,1000,
4062,41,4.27567785,0.199873706,9.03607494,-0.040198444,-0.109252439,0.071000127,1000,
4063,41,4.285671535,0.145449443,9.034065018,-0.052058466,-0.105702433,0.0728464,1000,
4064,41,4.292944007,0.093172715,9.031462095,-0.062781907,-0.102060113,0.076708795,1000,
4065,41,4.297602643,0.043264337,9.028322999,-0.074263474,-0.098224673,0.080937896,1000,
4066,41,4.29976586,-0.004081051,9.024609826,-0.087844962,-0.094177778,0.084791034,1000,
4067,41,4.299561807,-0.049404289,9.020217578,-0.097189789,-0.089938226,0.087476998,1000,
4068,41,4.297091593,-0.09320547,9.015358088,-0.095625649,-0.085564376,0.089132224,1000,
4069,41,4.29243132,-0.135118499,9.010576806,-0.085850469,-0.081107765,0.089077142,1000,
4070,41,4.285675395,-0.174806383,9.006284282,-0.070914337,-0.076653908,0.086790319,1000,
4071,41,4.276935075,-0.21203971,9.002738565,-0.053550843,-0.072314392,0.082274487,1000,
4072,41,4.26633309,-0.246719471,9.000061023,-0.035987484,-0.068200668,0.075900203,1000,
4073,41,4.253997116,-0.278867905,8.998261649,-0.019929047,-0.064405658,0.068261076,1000,
4074,41,4.240053721,-0.308607666,8.997265197,-0.006546451,-0.060992604,0.060112206,1000,
4075,41,4.224623338,-0.336134106,8.996937874,0.00351402,-0.057986994,0.052310275,1000,
4076,41,4.207816633,-0.361678465,8.997113575,0.009999113,-0.05537148,0.045708102,1000,
4077,41,4.189732709,-0.385477547,8.997613531,0.01299492,-0.053086075,0.041020317,1000,
4078,41,4.170458832,-0.407751554,8.998263277,0.012962562,-0.051035059,0.038670504,1000,
4079,41,4.150071254,-0.428675792,8.998911405,0.010554618,-0.049101534,0.038673524,1000,
4080,41,4.128637465,-0.448369672,8.999439136,0.006581391,-0.047167857,0.040617895,1000,
4081,41,4.106218981,-0.466892156,8.999768205,0.001903416,-0.045136963,0.043724906,1000,
4082,41,4.082874373,-0.484253126,8.999863376,-0.002552637,-0.042950717,0.046968384,1000,
4083,41,4.058661717,-0.500421492,8.999735744,-0.006030512,-0.040602298,0.049256781,1000,
4084,41,4.033640642,-0.515352088,8.999434219,-0.00791489,-0.038139459,0.049620759,1000,
4085,41,4.007873038,-0.529015012,8.999038474,-0.007675896,-0.035658421,0.047391691,1000,
4086,41,3.981422287,-0.541417453,8.998654679,-0.004939675,-0.033288837,0.042317548,1000,
4087,41,3.954351415,-0.552620449,8.998407696,0.000459291,-0.031172959,0.034581787,1000,
4088,41,3.926720392,-0.562740696,8.99843066,0.008239448,-0.02944387,0.024797186,1000,
4089,41,3.898583357,-0.571944637,8.998842633,0.017475372,-0.028204011,0.013971924,1000,
4090,41,3.869986126,-0.58044058,8.999716401,0.026744017,-0.027505414,0.003355984,1000,
4091,41,3.840964097,-0.588383431,9.001053602,0.031621862,-0.027337615,-0.005784962,1000,
