,x,vx,z,vz,phi,w,value
0,4.724737974947304,-2.864998353372142,9.768061375334586,0.4995691867099321,2.657057565153866,-0.8048009844590638,999.9999999999997
1,-1.255221565751107,2.529658417163942,1.9986777293109703,-0.6532097893732018,-2.5688217782617486,4.521258541779963,465.70633288735496
2,-4.804992818269598,2.48497876884906,4.278258953196379,-4.390534534151734,-1.5351090124877063,5.9189240799947225,404.10845287439656
3,3.4665340249603034,0.12829037689992617,2.2985952574630355,-1.1340065507686137,0.9661513964675992,-6.0789294332914885,469.5576772463486
4,-4.747041555316293,-3.4076561978781017,5.391984440589418,3.019534505113292,-2.2512720606781826,-3.389708359888159,-119.15312809310402
5,3.1768410169634045,-3.7396586634648763,7.787740819728067,1.8366620823498518,2.665620497931558,6.101837488363136,924.3463424199628
6,2.3313552944860803,0.23368273262406802,2.9075552820018444,2.7436506181054092,2.887469324729544,0.7911751942821983,535.8413234270218
7,0.41014568539883456,1.5153700826880403,2.200992287708494,3.8860735522923164,-1.0506187328442573,-3.6459128716510114,517.2803252021123
8,-1.097612021283397,4.154059397125705,2.918844412039585,4.521145703232625,-1.3303477457568949,-5.096254394805099,571.4311361383147
9,-3.461269835598423,2.8607941262117498,9.56424111024324,1.785851216363623,-1.812611354756035,-4.9654367110136395,401.8975333921635
10,-4.502710327474188,0.05025372917925708,9.229893323654943,0.6330000196485788,-0.8613239823244419,-4.70996268555399,388.28110179304093
11,-4.373364357034788,-2.01660295580849,7.22064917718455,-4.485837411188504,-1.335735668143198,4.690127421738049,389.5285831970112
12,2.1745258806468604,1.009103085709608,7.431682838157806,0.3400155655708561,2.022623776458482,0.9478517558060675,811.4889545393777
13,-0.44674824655053147,-3.5671007831694004,3.952705405651844,4.519675817644364,0.1027133813847394,0.5257033906517421,234.17037054852145
14,-0.4153519628835518,-1.0511567649657652,2.0120306419052447,-3.6788818874522367,-0.4875601701133081,3.3249742731632246,431.07537020684055
15,3.8171139873896713,2.9437253412620557,2.7124657545861295,-2.686957034265002,-0.6867198348808956,-3.6538947158550195,471.0873689815262
16,-3.8731715945858047,-1.9327976316083606,6.0379366948764694,2.533760673018513,0.4964179209839976,0.7126988012767601,405.6287294233931
17,-3.3435745066665854,-1.7001827430432348,9.3347716666302,0.5717558912069478,2.4029554679872227,5.83517384819136,435.25445723169605
18,0.100975563819798,0.2026188090277179,0.6876496795190123,3.162559501529639,1.207659281199283,5.050145203950754,435.2245070117375
19,0.4740319376241642,2.4166239938569056,5.468153290759524,2.547593104377171,1.1416671897236217,3.2448766739012207,718.7346044326193
20,2.6747947207245124,4.843997632007044,5.869595640608283,-0.49599151404194597,-2.097922605092988,-0.847556461632295,274.8417947411745
21,2.7383624797779325,2.8917398336486952,2.265137430434204,3.937527755376598,0.9931406050278149,-6.173203204651436,517.6545462274238
22,4.189311686497245,-3.1180671270771123,7.725809212090807,3.010263747141085,3.126429788237777,4.218695680298589,945.1618424181613
23,2.969626813586438,4.903370775846321,0.5213545218703053,-1.8001793413324787,-1.0237768630028006,-4.441399340244661,387.93513271473347
24,-1.2593706744258082,-1.0514167839617725,0.5368689770014723,3.8490708256206165,-1.868516040093632,-4.366565602106592,432.3704054513709
25,-3.379844734643256,-3.5899036302778464,9.662826203082428,-0.6235138604777459,1.8575944115985124,-2.710528251853194,416.2103372833605
26,-4.5159751312973695,-4.678798609770442,7.430962152755147,-2.71188394894443,1.4375181562707615,-2.980601142026653,-267.0391517075212
27,2.8719003824249603,0.9594021721979313,6.251096100173116,-2.2776762803483908,-1.8696528619603645,-4.342956595108986,235.09711040147496
28,3.877199898009181,4.0516803198195355,2.219188978433669,3.4740533132614857,-0.41829838688731646,-0.9168756851659978,455.90136860862174
29,4.254132374070817,2.3601476364975182,6.0339569945147895,-0.9758768552767041,-2.1505245756056754,-1.5209484445778623,332.7777324244084
30,-3.5598726290756333,-3.9692782509097233,7.868128633752448,4.734012966752324,1.1294424587290353,6.112775618620526,403.0429655056801
31,-1.096371662000204,0.4475197182834778,4.672860787493073,-4.550781843868556,0.007168085515341982,3.3903335517011612,373.99579456017716
32,-3.8972039643563647,0.5900396475287026,4.5302454879127705,-4.924692843130138,-2.173800087771509,2.243049749006625,432.78804953660955
33,3.3876724634147504,3.0514047099657144,6.418901271023623,3.338563824664398,-1.1002557506312303,-6.216976475459827,801.2688245362381
34,4.436111919307097,-4.399439100106253,8.12199100808799,-0.8282165431248583,-2.659229900112684,-5.768236246029154,999.9999999999999
35,-1.13821824509904,1.3505112161352972,8.996295125268293,3.9794308784832886,-1.3620329861742246,-5.888600449265644,581.8608224636866
36,3.4192483694916085,1.2600315971882843,7.494673781621753,-1.813497054545521,1.192338192625117,-1.8573473613755853,809.3740915291148
37,-2.5808553375103562,-3.503320172641006,8.549393181272029,-1.6768299704703304,-0.16447971058049715,-3.2339788773713996,454.47103204019027
38,-2.8936802604221934,3.1362931466166337,8.476887465577347,2.631029006986423,-1.8416573208942406,0.9704114422355401,500.24734351962144
39,2.413197761428858,3.3449111776043257,9.325185931019893,2.159386229790891,1.7576165002737296,0.7785256485973937,889.6560901331027
