samp,x,vx,z,vz,phi,w,a1,a2
1,3.18672230701247,2.62798964146371,8.96432384649646,-0.419089319644068,-0.238951723308761,-0.260166529670289,6.07311527366108,5.72057674368013
1,3.31812178908584,2.49222610745593,8.94336938051578,-0.454338714527273,-0.251960049793034,-0.201413662775826,7.62277749191733,7.22923363052113
1,3.44273309445882,2.32192275646796,8.92065244479093,-0.374104294115414,-0.262030732932502,-0.136629893714356,8.5612974150643,8.16858609273589
1,3.5588292322824,2.12844778550817,8.90194723008666,-0.224748188835494,-0.268862227618758,-0.0725636805007051,8.97641399556977,8.61562320453367
1,3.66525162155798,1.92351718660367,8.89070982064636,-0.0453191762783685,-0.27249041164417,-0.0141826295370412,8.98469993764002,8.66920865870881
1,3.76142748088833,1.71752586855401,8.88844386183388,0.134017941448651,-0.273199543121234,0.0364239024101304,8.70610759857548,8.43808834763153
1,3.84730377431618,1.51850209124832,8.89514475890772,0.292134263477822,-0.271378348000789,0.0789784389611786,8.25071546069616,8.0277844071963
1,3.92322887887873,1.3317583310121,8.90975147208297,0.416190171522462,-0.267429426052661,0.11393502200151,7.71279381203792,7.53061122864632
1,3.98981679542944,1.1600621099494,8.93056098066041,0.500395801167577,-0.261732674952406,0.142056541445557,7.16778969875268,7.02061103839411
1,4.047819900927,1.00410406686049,8.95558077072006,0.544545718244839,-0.254629847879855,0.164323777099013,6.67000770646688,6.55143998385969
1,4.09802510427008,0.863106589411859,8.98280805663352,0.552432398065428,-0.246413659024549,0.181812412246742,6.25108237137568,6.15540616932253
1,4.14118043374068,0.735466448484696,9.01042967653795,0.530185591081755,-0.237323038411782,0.195480656616878,5.92064187388764,5.8439822639609
1,4.17795375616488,0.619334483021177,9.03693895609314,0.484659087397761,-0.22754900558044,0.205982958682635,5.66988293359821,5.61066375314665
1,4.20892048031583,0.513050176569849,9.06117191046406,0.422056502266734,-0.217249857645751,0.213600061267768,5.47689824296126,5.43557067604674
1,4.23457298914412,0.415397012638798,9.08227473557837,0.346928381470045,-0.206569854581757,0.218285799421661,5.31159331216575,5.28996809960962
1,4.25534283977573,0.325701515793111,9.09962115465277,0.261524601217804,-0.195655564610038,0.219776895520034,5.13966717038458,5.13951465247811
1,4.27162791556486,0.243819978281299,9.11269738471448,0.165421458757625,-0.184666719833397,0.217818910787597,4.92683880596367,4.94768689421701
1,4.28381891447807,0.170036417120453,9.12096845765311,0.0554442740424005,-0.173775774293407,0.2125184900918,4.64366627131412,4.68419420630478
1,4.29232073533268,0.104866344369729,9.12374067135591,-0.0738938332063846,-0.163149849788278,0.204117103712625,4.2817381530357,4.33851318833698
1,4.29756405254853,0.0487100066406977,9.12004597969619,-0.228793272046314,-0.152943994602234,0.193191961788818,4.09741930988815,4.15981883107172
1,4.29999955287417,-0.00129481547523089,9.10860631609441,-0.39574782682318,-0.143284396512618,0.18146544690395,5.22481376103721,5.28765328972292
1,4.29993481211142,-0.0603808180293818,9.08881892475374,-0.47271712654332,-0.134211124167337,0.169774303982976,6.14295685223934,6.20484063918489
1,4.29691577121415,-0.124835416921804,9.065183068427,-0.476802266258986,-0.12572240896813,0.158341533849581,6.8108740461272,6.87011530860368
1,4.29067400036979,-0.191145516814992,9.04134295511444,-0.428238823515859,-0.11780533227559,0.147434691217869,7.22599968419833,7.28185048973141
1,4.28111672452988,-0.256396228441189,9.01993101393901,-0.347307482275488,-0.110433597714625,0.137168701417696,7.42465464447796,7.47591628248569
1,4.26829691310821,-0.31852540549775,9.00256563982556,-0.251325970153113,-0.103575162643658,0.127729577649649,7.44982038180181,7.49506895357927
1,4.25237064283347,-0.376223189539596,8.9899993413182,-0.154123928370068,-0.0971886837610907,0.119337685374914,7.34571159079949,7.38433723617527
1,4.23355948335647,-0.428793994226372,8.98229314489999,-0.0659202924457064,-0.0912217994922657,0.112081156192843,7.1579303126546,7.19046778320672
1,4.21211978364503,-0.476034234816054,8.97899713027797,0.00677768225048969,-0.0856177416825593,0.105864188875843,6.92465517553319,6.95274034443108
1,4.18831807190403,-0.518071003940959,8.97933601439077,0.0605642933438685,-0.0803245322387263,0.100415666868755,6.67595636111599,6.70197460352095
1,4.16241452170674,-0.555234466554228,8.98236422905822,0.0944606650715986,-0.0753037488952784,0.095346998769044,6.43097799394619,6.45740166027115
1,4.13465279837875,-0.587945635355008,8.98708726231207,0.109009883646543,-0.0705363989568531,0.0902591822283606,6.21883238690688,6.24765026170349
1,4.1052555166107,-0.616751200801742,8.99253775649466,0.107023234064128,-0.0660234398455046,0.0848341844373486,6.06339590907938,6.09576915721658
1,4.0744179565703,-0.642264675848704,8.99788891819814,0.0931344016744596,-0.0617817306237549,0.078889260391835,5.97415220438621,6.00992256574831
1,4.04230472277755,-0.66507460378067,9.00254563828213,0.0726316985121599,-0.0578372676043338,0.0724544214451421,5.93704585167275,5.97463347198662
1,4.00905099258819,-0.685637276889093,9.00617722320802,0.0495965587808842,-0.0542145465323043,0.0657868633133923,5.92971199419143,5.96654842416826
1,3.97476912874342,-0.704268287416803,9.00865705114734,0.0262771319819082,-0.0509252033669214,0.0592996370098671,5.89142004160561,5.92488593870897
1,3.93955571437226,-0.721017169691516,9.00997090774672,0.000124464986647164,-0.0479602215167732,0.0534102107473406,5.88980475635463,5.91770467942449
1,3.90350485588737,-0.736206862225576,9.00997713099634,-0.0260485290896981,-0.0452897109798069,0.0484644629550862,5.94851634496501,5.96959353225465
1,3.86669451277579,-0.750203987005065,9.00867470454214,-0.0475561511219429,-0.0428664878325033,0.0446549635328089,6.03825779144692,6.05249389873106
1,3.82918431342524,-0.763218581753217,9.00629689698634,-0.0620112638380068,-0.0406337396563558,0.0419743985962831,6.10137082798011,6.10981183959383
1,3.79102338433729,-0.775235781888877,9.00319633379473,-0.0715422087584646,-0.0385350197270666,0.0402452276628428,6.11288536652449,6.11762279803365
1,3.75226159524256,-0.786156007146812,8.99961922335711,-0.0801790529733951,-0.0365227583444692,0.0391242266680377,6.1757024666309,6.17919212606038
1,3.71295379488494,-0.796179670986006,8.99561027070874,-0.0838006372530604,-0.0345665470116192,0.0382129806350175,6.2666495914517,6.27100095961994
1,3.67314481133537,-0.805402850576152,8.9914202388464,-0.0801619496251453,-0.0326558979804143,0.0371720806430446,6.35240881842351,6.35894901701408
1,3.63287466880629,-0.813816299952233,8.98741214136546,-0.0696922514964225,-0.0307972939487894,0.0357903567014163,6.40715288688629,6.41662043337619
1,3.59218385380842,-0.821353613950788,8.98392752879096,-0.0548725389564026,-0.0290077761142155,0.0339527202457975,6.43519685203741,6.44773348948932
1,3.55111617311063,-0.827980887839942,8.98118390184346,-0.0378437770580409,-0.0273101401023819,0.0316406047169982,6.45255443130434,6.467623267433
1,3.50971712871838,-0.833721571831684,8.97929171299089,-0.0194925320506509,-0.0257281098669395,0.0289441926818762,6.46317845526116,6.48031258175185
1,3.46803105012654,-0.838623980440203,8.9783170863887,-0.000382909359121476,-0.0242809002331985,0.025941655825262,6.46417958268991,6.48306872895746
1,3.42609985110428,-0.842743519438415,8.97829794092108,0.0187052241954312,-0.0229838174422303,0.0226853986866754,6.42756943021918,6.44803672536867
1,3.38396267513211,-0.846095947403233,8.97923320213118,0.0348016771608111,-0.0218495475081332,0.0192060091662667,6.38658886478712,6.40865561300561
1,3.34165787776173,-0.84877103412017,8.98097328598955,0.0475898952922191,-0.0208892470500003,0.015502091248219,6.34279944939754,6.36700861490065
1,3.29921932605552,-0.850865938989381,8.98335278075449,0.0568999899805133,-0.0201141424877176,0.0114887959042142,6.29736560454198,6.3238511712307
1,3.25667602910588,-0.852482740759352,8.98619778025383,0.0626394150784366,-0.0195397026925888,0.00714747629451229,6.25042392996976,6.27848656508431
1,3.21405189206777,-0.853727926109152,8.98932975100805,0.0646945667219721,-0.0191823288779063,0.00259298443958573,6.20247183232989,6.23102633678536
1,3.17136549576223,-0.854713298585919,8.99256447934441,0.0629770147728516,-0.0190526796559404,-0.00199912499330268,6.15389395402422,6.18144641818487
1,3.12862983083289,-0.85555251409861,8.99571333008329,0.0574135277909899,-0.0191526359055988,-0.00638948715186615,6.1076682586201,6.13183736511569
1,3.085852205128,-0.85636012363465,8.99858400647302,0.0481312882034959,-0.0194721102631754,-0.0101989110172756,6.06749443171464,6.08657739463337
1,3.04303419894641,-0.85724833459948,9.00099057088333,0.0355744252297415,-0.019982055814021,-0.0131601909070443,6.03925900504982,6.0525209994085
2,-0.650315286510744,0.0295787056651788,7.91216602251277,0.0613363005129012,0.0464806098288211,0,5.75817867354771,0.000800005520422676
2,-0.648836351227485,0.0398223981940474,7.91523283753841,-0.203280835761193,0.0464806098288211,0.921180586891304,0.0212230653186959,0.000932997830048178
2,-0.646845231306743,0.039470975252526,7.9050687956218,-0.690908696305017,0.0925396392001871,0.916117948801177,0.028316711085807,0.00121724400054791
2,-0.644871682533073,0.0391902248223923,7.87052336067795,-1.17345066232191,0.138345536667076,0.912190479640612,0.0339050367841141,0.00179052810462276
2,-0.642912171280907,0.038998927221256,7.81185082743323,-1.6510091288331,0.183955060675809,0.909100842905536,0.0322069039214087,0.00354907044946839
2,-0.640962224908795,0.038873517767343,7.7293003708629,-2.12387524931997,0.22941010284766,0.905486006659249,0.0321426348728341,1.35795828010546
2,-0.639018549009376,0.0509380701829116,7.62310660826818,-2.54017675808492,0.274684403206457,0.685188019641903,10.2875685147879,11.9960751214472
2,-0.636471645489177,0.288401901258047,7.49609777023517,-2.16125445656147,0.308943804207978,0.405646566638216,11.1728407210009,11.9981021291994
2,-0.62205155041522,0.562942364705518,7.38803504727829,-1.76143139911269,0.329226132554906,0.26994580929352,11.9806411166709,11.9986523056615
2,-0.593904432168891,0.862628436024699,7.29996347719381,-1.34122885315784,0.342723423032733,0.264629107852632,11.2492179717607,11.9984107484002
2,-0.550773010356604,1.16171875512867,7.23290203457881,-0.956496638424767,0.355954878436564,0.142371309034269,10.9255626277956,11.9979563711286
2,-0.492687072589117,1.46479301404252,7.18507720270116,-0.591655568582578,0.363073443897422,-0.0304958791101304,11.0058429653402,11.9972351080291
2,-0.419447421875939,1.7720140924032,7.15549442431601,-0.229737989115181,0.36154864994879,-0.188843549114506,10.8910957823942,11.9959450103719
2,-0.330846717244732,2.0733091879771,7.14400752490454,0.12483581267176,0.352106472497542,-0.363916056781397,10.8924867753158,11.9931221492611
2,-0.227181257834839,2.36366299442491,7.1502493155827,0.478837625988544,0.333910669660636,-0.536735193783412,10.9626300378123,11.9839965109733
2,-0.108998108102564,2.63651387039087,7.17419119692703,0.837140292220684,0.307073909970867,-0.695312478043769,9.49827989696952,9.54512221839316
2,0.0228275854280004,2.83721218621696,7.21604821158337,1.05307223791938,0.272308286066928,-0.696535530921728,0.0721904911398492,0.0359120769232483
2,0.164688194749861,2.81042140428126,7.26870182352527,0.556309359824258,0.237481509518975,-0.684448234159443,0.057776271796085,0.0329685394196757
2,0.30520926497493,2.78360455824997,7.2965172915641,0.0638051912881478,0.203259097809217,-0.674305273907577,0.696147420231634,0.807809452248618
2,0.44438949289843,2.76820728566776,7.29970755119238,-0.36933922708025,0.169543834110868,-0.686088965459275,0.613175841088956,0.725264745913032
2,0.58279985719282,2.74991797845145,7.28124058981651,-0.804272417532555,0.135239385835257,-0.69783466776302,11.9345947018583,11.7541278768825
2,0.720295756126389,2.84851154520162,7.24102696892086,-0.362695175038635,0.100347652442489,-0.662665507064334,11.987040780564,11.6930739619084
2,0.862721333397461,2.91389642852559,7.22289221015076,0.0779886018453259,0.0672143770833425,-0.609653573207475,11.994338063055,11.4870243201837
2,1.00841615483472,2.94731714707065,7.22679164022551,0.509097505867343,0.0367316984162768,-0.522984299120083,11.9967310892505,11.9067395676582
2,1.15578201219922,2.95285891515537,7.25224651550204,0.954035040842372,0.0105824834533047,-0.503868337289782,11.997633390599,11.9849483133842
2,1.30342495796793,2.93378840637274,7.29994826752833,1.39829563584734,-0.0146109334178632,-0.497293832535476,11.9971245444916,11.9506969499152
2,1.4501143782975,2.89111799653028,7.36986304932341,1.8367719099404,-0.0394756250505979,-0.485379827036061,11.9960025464531,11.6054522323534
2,1.59467027812429,2.82596972239204,7.46170164482309,2.25667831555184,-0.0637446164074583,-0.418513650742261,11.9942438102149,11.4476160785641
2,1.73596876424384,2.73933641270362,7.57453556060331,2.66501928675013,-0.0846702989488471,-0.327278220550432,11.9911131174101,11.4771307067233
2,1.8729355848788,2.63422395061068,7.70778652494338,3.06894334023977,-0.101034209980016,-0.242088985293091,11.9842643367505,11.4457010557462
2,2.004646782409,2.51524248234926,7.86123369195785,3.46598391524754,-0.113138659247505,-0.153735217686491,11.9715237419462,11.5202484621381
2,2.13040890652604,2.38605315996808,8.03453288772259,3.86033395299502,-0.120825420134259,-0.080144481254715,6.19436704823245,6.24797906200774
2,2.24971156452396,2.30352949911669,8.22754958537456,3.81812439145956,-0.124832644198778,-0.087999500237635,0.496542496636575,0.682976681442861
2,2.36488803947926,2.27508934948359,8.4184558049496,3.33612269341218,-0.12923261921244,-0.117035214313665,0.12984624034762,0.106289068164402
2,2.47864250695286,2.25149807061026,8.58526193962207,2.82200606629582,-0.135084379929645,-0.112210409130168,0.106982792553315,0.129354003277522
2,2.59121741048277,2.22807152967901,8.72636224293851,2.31294904657256,-0.140694900387391,-0.114777664954526,0.118434883746972,0.110713737831494
2,2.70262098696608,2.20489737973933,8.84200969526856,1.80861960480415,-0.146433783636094,-0.112506987069204,0.1483991837913,0.121451778849071
2,2.81286585595239,2.18166081409211,8.93244067550994,1.3108315269615,-0.152059132990309,-0.107180589254523,0.150734899124061,0.170217324921256
2,2.92194889665633,2.1582675379636,8.99798225185894,0.819919888237611,-0.157418162453538,-0.109331008466885,0.437735130697112,0.379893512045791
2,3.02986227355384,2.1319846621514,9.03897824627151,0.35314477189624,-0.162884712877326,-0.0990901837867547,1.97893491790399,1.89832797168641
2,3.13646150666073,2.08623219646394,9.05663548486679,0.00979925373856309,-0.167839222067018,-0.0852992789348971,3.48127935540592,3.43204047830671
2,3.24077311648325,2.02020545470894,9.05712544755396,-0.212442990310178,-0.172104186013985,-0.0766516591038172,4.82332276469367,4.75766799034759
2,3.34178338921803,1.93569331324511,9.0465032980385,-0.329220208041229,-0.175936768969253,-0.0654554972441303,5.92523228640911,5.81031715435344
2,3.43856805487963,1.83573775701431,9.03004228763629,-0.361582283482901,-0.179209543831412,-0.0464786675308645,6.73899091934939,6.58549435313592
2,3.53035494272971,1.72412148921497,9.0119631734618,-0.332336188006079,-0.181533477207833,-0.0214999793562699,7.26129974679622,7.10197107499432
2,3.61656101718984,1.60501568410071,8.99534636406099,-0.263366677402585,-0.182608476175512,0.00418653794532918,7.52524848983666,7.38630264501817
2,3.69681180139428,1.48256131039276,8.9821780301902,-0.173950010869443,-0.182399149278159,0.026380110543783,7.58425430045479,7.47462952279045
2,3.77093986691336,1.36038238603362,8.97348052964593,-0.0796733106948352,-0.181080143750988,0.04368212637301,7.49626395024577,7.41190263272621
2,3.83895898621451,1.24125128664962,8.96949686411029,0.00799566695667863,-0.178896037432504,0.0567859243965439,7.31417635335143,7.24601054623058
2,3.9010215505465,1.12700452081273,8.96989664745713,0.0815626220680649,-0.176056741213021,0.0671802444983083,7.08075000546656,7.01997753121728
2,3.95737177658669,1.01866730931936,8.97397477855946,0.136888118952207,-0.172697728988641,0.0762978745734419,6.83031306720123,6.77074977574829
2,4.00830514205226,0.916626043666363,8.98081918450595,0.172607424381316,-0.168882835260696,0.0851397943779637,6.58830063567951,6.52727594414502
2,4.05413644423524,0.820822323545271,8.98944955572385,0.189465990925568,-0.164625845542704,0.094135784078927,6.37364389812701,6.31215477592937
2,4.09517756041223,0.730903507090051,8.99892285526892,0.189813799360087,-0.15991905633982,0.103124938858875,6.19762909379963,6.13954944046565
2,4.13172273576654,0.646371830118426,9.0084135452357,0.176972583130152,-0.154762809398068,0.111487496444458,6.06496931004592,6.01554353404862
2,4.16404132727235,0.566698231094903,9.01726217439096,0.154657852532029,-0.149188434577132,0.118390003386638,5.97560344142714,5.93998929554699
2,4.19237623882709,0.491390664939857,9.02499506701629,0.126543715539136,-0.143268934409151,0.1230203888973,5.92540087058368,5.90759891362034
2,4.21694577207419,0.420034960014412,9.03132225279195,0.0958999421436647,-0.137117914965666,0.124759058103771,5.90741656057003,5.90916794916058
2,4.23794752007519,0.352309592369447,9.03611724989783,0.0653291510727048,-0.130879962061851,0.123353509225161,5.91315167937261,5.93263260548239
2,4.25556299969414,0.287981104218762,9.03938370745013,0.0365980612834833,-0.124712286601923,0.119123912394134,5.93351648288848,5.96536039240726
2,4.26996205490586,0.226883389895793,9.04121361051296,0.010599086749796,-0.118756090983461,0.112954389180876,5.95853713884655,5.99638327597421
2,4.28130622440186,0.168898587158387,9.04174356484909,-0.0126097806487854,-0.113108371525529,0.105880158649411,5.97794422992934,6.01612672832231
2,4.28975115376169,0.11395191798589,9.04111307581528,-0.0337514221110845,-0.107814363593974,0.098815919874776,5.98499448496548,6.01743413672549
2,4.29544874966419,0.0619937475811014,9.03942550470835,-0.0540867317793685,-0.102873567600865,0.0927342559951172,5.97522789382045,6.00171213235237
2,4.29854843704919,0.012968357581423,9.036721168118,-0.0749822544566382,-0.0982368548012972,0.0876603148401792,5.95914602144669,5.98172895485561
2,4.29919685493023,-0.0332619263444706,9.0329720553938,-0.0968748141869444,-0.0938538390589779,0.0832563494542405,6.13863296794474,6.15926502571254
2,4.29753375860877,-0.0783037745005424,9.0281283146831,-0.104368712083873,-0.0896910215855309,0.0792042479388063,6.28405232790411,6.3012314027084
2,4.29361856987914,-0.121909857058675,9.02290987907757,-0.100342745049265,-0.0857308091875282,0.0757411736533615,6.38599907116436,6.40123447512369
2,4.28752307702314,-0.16381495716219,9.01789274182381,-0.0882678934314272,-0.0819437505035429,0.0726203236333119,6.44590607906246,6.46182779963504
2,4.27933232916289,-0.203798005321844,9.01347934715098,-0.071425806481751,-0.0783127343203654,0.0694178130224496,6.46935720986805,6.48775175448644
2,4.26914242889521,-0.24170127170007,9.00990805682568,-0.0526629056234229,-0.0748418436675911,0.0658485372100716,6.46346120404071,6.48492935851881
2,4.257057365309,-0.27744021121407,9.00727491154334,-0.0342891629652615,-0.0715494168053466,0.061819678688049,6.43637942719143,6.4597346960257
2,4.24318535474736,-0.311005286760569,9.00556045339398,-0.0180241502573433,-0.0684584328691615,0.0575252221729691,6.39643406697183,6.41856574116697
2,4.2276350904086,-0.342454739776858,9.00465924588008,-0.00499444432169462,-0.0655821717587327,0.0534652767979644,6.35055218571313,6.36776140749438
2,4.21051235341917,-0.371896355362019,9.00440952366302,0.00420528596973147,-0.0629089079170961,0.0502295445165028,6.3037821094413,6.31379718160282
2,4.19191753565062,-0.399462835484598,9.00461978796062,0.00944065141798861,-0.0603974306896093,0.048174062479408,6.25997660194818,6.26315473431529
2,4.17194439387605,-0.425288812145176,9.0050918205307,0.0109877424748585,-0.0579887275640837,0.0472310312574215,6.22173621258094,6.2208124142182
2,4.15067995326853,-0.449492159432817,9.0056412076537,0.00942113603118765,-0.0556271759997883,0.046952815093852,6.19091234741641,6.18974225988095
2,4.12820534529671,-0.472167820784766,9.0061122644546,0.00550190293987664,-0.0532795352438214,0.0467165147077161,6.16820242791692,6.17042724850449
2,4.10459695425736,-0.493390301712598,9.00638735960101,3.12794222918876e-05,-0.0509437095073258,0.0459391604513587,6.15301044195174,6.16135332565724
2,4.07992743917168,-0.51322241970707,9.00638892357162,-0.00628029064928501,-0.0486467514838225,0.0441899278314778,6.14459476206264,6.1607869989373
2,4.05426631818633,-0.531729854568742,9.00607490903872,-0.0128273522986935,-0.0464372550914937,0.0412005767826966,6.14118072274246,6.16602430740609
2,4.02767982545794,-0.548988988722886,9.00543354142341,-0.0191874379433467,-0.0443772262517862,0.0368539740340622,6.14699762731936,6.18018530101332
2,4.00023037602189,-0.565115766059632,9.00447416952595,-0.0246540386571761,-0.0425345275496907,0.0312115233972934,6.16386032186469,6.20349753507473
2,3.97197458771904,-0.580257535332027,9.00324146759285,-0.0284478836722186,-0.0409739513796078,0.0245880413426396,6.19095740118085,6.23314930430037
2,3.9429617109526,-0.594582747349675,9.00181907340906,-0.0299403478980492,-0.0397445493124211,0.0176155527105703,6.22475365411901,6.26384869900172
2,3.9132325735853,-0.608267323821847,9.00032205601403,-0.0288565010611424,-0.0388637716769864,0.0112014532438505,6.26225456853265,6.29190032742136
2,3.88281920739443,-0.621485168276386,8.9988792309609,-0.0251871784092375,-0.0383036990150174,0.00635709471338797,6.29824486452363,6.3134928924072
2,3.85174494898084,-0.634383508911654,8.99761987204041,-0.0192776415298761,-0.0379858442796786,0.00386006925773688,6.32391286476183,6.32321560778957
2,3.82002577353551,-0.647050423821231,8.99665598996393,-0.0120276965002253,-0.0377928408172041,0.00393681254868828,6.33038638203795,6.31516984555843
2,3.78767325234471,-0.659494532882238,8.99605460513896,-0.00490714172241447,-0.0375960001902367,0.00633594833637516,6.28066082081994,6.25543446386281
2,3.75469852570087,-0.671556406323734,8.99580924805292,-0.00215924375642081,-0.037279202773911,0.0103150151957271,6.27377412748247,6.24397064271863
2,3.72112070538495,-0.683316487765782,8.99570128586519,-0.000154277511065603,-0.0367634520146175,0.0149905313211149,6.26372276497573,6.23452474360028
2,3.6869548809969,-0.694678605204422,8.99569357198974,0.0010735200249809,-0.0360139254490303,0.0195270001489187,6.24746992727868,6.22196863202089
2,3.65222095073691,-0.705519330091935,8.9957472479911,0.00116936316056283,-0.0350375754420077,0.0234310738490517,6.22245404196172,6.20264590000613
2,3.61694498423252,-0.715712845258667,8.99580571614923,-0.000463280463986889,-0.0338660217499173,0.0263890282760178,6.18780936014809,6.17529335955286
2,3.58115934196976,-0.725150115590538,8.99578255212614,-0.00449992857998755,-0.0325465703364064,0.0281535593363481,6.14483527818221,6.14093100463914
2,3.54490183619038,-0.733753002878377,8.99555755569723,-0.0115193687520227,-0.031138892369802,0.0285242979981246,6.09771726209765,6.10243580652791
2,3.50821418604657,-0.741485350439199,8.9949815872597,-0.021817718923345,-0.0297126774700333,0.0275120417214056,6.05208830550173,6.06318447474291
2,3.47113991852469,-0.748357519462494,8.99389070131359,-0.0353340800903747,-0.028337075384034,0.025488496026531,6.01515106566554,6.02783816878352
