,x,y,theta,value
0,0.060860115939807,0.8007231327871045,-1.9804453447749566,263.4002256658802
1,-3.81736818530738,-2.5512339367955885,1.3088777916069123,-9.870176772538692
2,2.259956585328947,-4.422556017031962,-2.7674954926527238,38.41793855045745
3,-0.5654789146444763,2.4164310923854124,2.7333933085411006,299.6143118161281
4,-3.0188034827954544,0.23755087087325677,1.2854002539925302,64.20165723816211
5,2.2538747634986747,-4.373710652943758,-2.2877410283777984,43.03106496954249
6,-0.02169197897895625,3.4432505341160873,0.6112593133595023,122.71172754931547
7,-1.9338296577712444,-0.37123892994928376,-0.23051121748827486,74.44404183657646
8,3.396221815411769,4.4952621919315625,0.35367120994931023,666.7650694779061
9,3.6758638156861068,-3.3852207619193697,-0.6020384327407049,73.52497239909744
10,-4.328853657737369,-2.8204414424745283,-0.7755981015422764,-35.55908305902894
11,3.6095692694176957,2.671118200933245,0.4698238138274653,686.2355054642134
12,-4.125473405212157,-1.8208760874464258,-0.006129086947972429,-16.853199835336078
13,3.9712218114786033,3.890134700885845,1.5750536806724842,999.9999999999999
14,-3.0332840182961087,-1.3141353857979854,1.7474306085037155,21.507425410938374
15,4.686126235310658,-2.964919628935573,1.3851928731571173,54.81269803108232
16,-3.1843683062444605,-1.2841260489595174,-0.4027269335419046,19.093404684819237
17,2.134326059851767,-0.39711225656466365,-2.0632696895809772,247.65816617882712
18,1.2414588106006308,2.8422130705035773,-2.7307506643590447,560.5072576931422
19,1.4832141673360955,2.1443764183661767,-2.6111451346811085,509.4143001873276
20,3.5991693374953027,-3.193832896398937,-1.225069465999203,84.58162277057984
21,4.200081352286883,3.3440865706510934,1.8182659331763915,980.7603902097628
22,-4.724268684428369,3.230811890112399,-0.6041187004538973,-125.9438206387555
23,-4.616806157083727,-0.4702142735710879,-0.018155425091394672,-8.904705422942722
24,3.8189660574849427,-0.9040539244356314,0.13335268521485144,251.3632021590668
25,-2.944929231519162,-2.755435856059094,-2.2064222802353872,-33.13599542578474
26,-1.4895494823558018,1.2916794673145144,-0.39993003114303427,191.69494083221494
27,-2.811979922161525,-0.003719142322976765,2.8889964772573267,70.33879320938792
28,-1.472085553883323,4.15259823504625,0.3824288036921035,126.58422760696237
29,-0.7454531575474119,0.1747364622818086,1.5057334970838836,51.67218373084297
