inner_x,inner_y,center_x,center_y,outer_x,outer_y
-1.9322395557192,3.32085251940678,-2.28579294631247,2.9672991288135,-2.63934633690575,2.61374573822023
-1.87635316084975,3.26496612453733,-2.22990655144303,2.91141273394406,-2.5834599420363,2.55785934335078
-1.82046676598031,3.20907972966788,-2.17402015657358,2.85552633907461,-2.52757354716685,2.50197294848134
-1.76458037111086,3.15319333479844,-2.11813376170414,2.79963994420516,-2.47168715229741,2.44608655361189
-1.70869397624142,3.09730693992899,-2.06224736683469,2.74375354933572,-2.41580075742796,2.39020015874245
-1.65280758137197,3.04142054505955,-2.00636097196524,2.68786715446627,-2.35991436255852,2.334313763873
-1.59692118650252,2.9855341501901,-1.9504745770958,2.63198075959683,-2.30402796768907,2.27842736900355
-1.54103479163308,2.92964775532066,-1.89458818222635,2.57609436472738,-2.24814157281963,2.22254097413411
-1.48514839676363,2.87376136045121,-1.83870178735691,2.52020796985794,-2.19225517795018,2.16665457926466
-1.42926200189419,2.81787496558176,-1.78281539248746,2.46432157498849,-2.13636878308073,2.11076818439522
-1.37337560702474,2.76198857071232,-1.72692899761801,2.40843518011904,-2.08048238821129,2.05488178952577
-1.3174892121553,2.70610217584287,-1.67104260274857,2.3525487852496,-2.02459599334184,1.99899539465633
-1.26160281728585,2.65021578097343,-1.61515620787912,2.29666239038015,-1.9687095984724,1.94310899978688
-1.2057164224164,2.59432938610398,-1.55926981300968,2.24077599551071,-1.91282320360295,1.88722260491743
-1.14983002754696,2.53844299123454,-1.50338341814023,2.18488960064126,-1.85693680873351,1.83133621004799
-1.09394363267751,2.48255659636509,-1.44749702327079,2.12900320577182,-1.80105041386406,1.77544981517854
-1.03805723780807,2.42667020149564,-1.39161062840134,2.07311681090237,-1.74516401899461,1.7195634203091
-0.982170842938621,2.3707838066262,-1.33572423353189,2.01723041603292,-1.68927762412517,1.66367702543965
-0.926284448069175,2.31489741175675,-1.27983783866245,1.96134402116348,-1.63339122925572,1.6077906305702
-0.87039805319973,2.25901101688731,-1.223951443793,1.90545762629403,-1.57750483438628,1.55190423570076
-0.814511658330284,2.20312462201786,-1.16806504892356,1.84957123142459,-1.52161843951683,1.49601784083131
-0.758625263460838,2.14723822714842,-1.11217865405411,1.79368483655514,-1.46573204464739,1.44013144596187
-0.702738868591392,2.09135183227897,-1.05629225918467,1.7377984416857,-1.40984564977794,1.38424505109242
-0.646852473721947,2.03546543740952,-1.00040586431522,1.68191204681625,-1.35395925490849,1.32835865622298
-0.590966078852501,1.97957904254008,-0.944519469445775,1.6260256519468,-1.29807286003905,1.27247226135353
-0.535079683983055,1.92369264767063,-0.888633074576329,1.57013925707736,-1.2421864651696,1.21658586648409
-0.479193289113609,1.86780625280119,-0.832746679706883,1.51425286220791,-1.18630007030016,1.16069947161464
-0.423306894244164,1.81191985793174,-0.776860284837438,1.45836646733847,-1.13041367543071,1.10481307674519
-0.367420499374718,1.7560334630623,-0.720973889967992,1.40248007246902,-1.07452728056127,1.04892668187575
-0.311534104505272,1.70014706819285,-0.665087495098546,1.34659367759958,-1.01864088569182,0.993040287006302
-0.255647709635827,1.6442606733234,-0.609201100229101,1.29070728273013,-0.962754490822374,0.937153892136856
-0.199761314766381,1.58837427845396,-0.553314705359655,1.23482088786068,-0.906868095952929,0.881267497267411
-0.143874919896935,1.53248788358451,-0.497428310490209,1.17893449299124,-0.850981701083483,0.825381102397965
-0.0879885250274893,1.47660148871507,-0.441541915620763,1.12304809812179,-0.795095306214038,0.769494707528519
-0.0321021301580435,1.42071509384562,-0.385655520751318,1.06716170325235,-0.739208911344592,0.713608312659074
0.0237842647114024,1.36482869897617,-0.329769125881872,1.0112753083829,-0.683322516475146,0.657721917789628
0.0796706595808478,1.30894230410673,-0.273882731012426,0.955388913513456,-0.6274361216057,0.601835522920182
0.135557054450294,1.25305590923728,-0.21799633614298,0.89950251864401,-0.571549726736254,0.545949128050736
0.191443449319739,1.19716951436784,-0.162109941273535,0.843616123774564,-0.515663331866809,0.49006273318129
0.247329844189185,1.14128311949839,-0.106223546404089,0.787729728905119,-0.459776936997363,0.434176338311845
0.303216239058631,1.08539672462895,-0.0503371515346435,0.731843334035673,-0.403890542127918,0.378289943442399
0.359102633928076,1.0295103297595,0.00554924333480231,0.675956939166227,-0.348004147258472,0.322403548572954
0.414989028797522,0.973623934890055,0.0614356382042481,0.620070544296781,-0.292117752389026,0.266517153703508
0.470875423666968,0.917737540020609,0.117322033073694,0.564184149427336,-0.23623135751958,0.210630758834062
0.526761818536414,0.861851145151163,0.17320842794314,0.50829775455789,-0.180344962650134,0.154744363964616
0.582648213405859,0.805964750281718,0.229094822812585,0.452411359688444,-0.124458567780689,0.0988579690951704
0.638534608275305,0.750078355412273,0.284981217682031,0.396524964818999,-0.0685721729112428,0.0429715742257246
