x,vx,y,vy,phi,w,value,d1,d2,d3,d4,d5,d6,d7,d8
1.9335964573038291,-1.311203061844989,4.054616330172614,1.9444667959708246,0.7032789449826655,-0.8855901810468022,-0.23180020290871842,0.7699938416481018,0.6232894659042358,0.6028169989585876,0.6836497187614441,0.9697684645652771,2.1736111640930176,2.8874893188476562,3.2822539806365967
-4.849563975142886,0.11458353431920054,1.882837149830877,1.2808659415571544,2.5164034203453456,-0.007246906471804149,-0.23180020290871853,1.7889080047607422,1.5417613983154297,1.549271821975708,11.326972007751465,3.9942972660064697,6.736645698547363,2.2880489826202393,0.853365421295166
-0.7155845757892223,-1.0576957245907979,2.020723935145579,1.8430658490268872,2.7771571137359707,-0.2752011612282901,-0.2318002029087185,5.600332736968994,2.964024066925049,6.830405235290527,7.831770896911621,6.748227119445801,3.0135014057159424,7.285447120666504,0.5554981231689453
-1.6372533861160887,-0.5099035592020029,2.5446415525037995,1.8658230437568917,2.3332561526891604,-1.4076382554087368,-0.23180020290871833,8.613765716552734,4.041273593902588,1.8215330839157104,2.337865114212036,2.0164196491241455,1.8413207530975342,0.2973247468471527,2.7709145545959473
-0.7482177755841679,-0.5639311273986589,0.9134703655135077,1.244253372925296,2.245138066568466,-0.7618782359565831,-0.23180020290871842,6.43848180770874,3.0327625274658203,2.8945322036743164,6.225279331207275,7.319382190704346,5.870997428894043,1.8462233543395996,2.053292751312256
2.528925263899012,-0.4830805795451685,-3.1306893805367473,-0.4743787977403473,-0.6738459197629143,-0.3263439834620965,-0.2318002029087185,4.059849262237549,7.357471942901611,3.339573383331299,6.577165603637695,8.887956619262695,7.908679962158203,3.5439701080322266,3.8278543949127197
0.6064152717779168,0.6293169716365905,-0.27192117054116594,-1.5849329607043972,2.0941158822204864,0.1906456485670145,-0.23180020290871856,2.2978272438049316,1.8506873846054077,4.17181921005249,4.39813756942749,5.532338619232178,4.941737651824951,4.405460834503174,4.6458563804626465
1.261014202149556,0.3696954056457429,1.9712670342490943,-0.12409956492291174,1.2068525162107129,0.45892707762203244,-0.23180020290871856,3.0370216369628906,3.0723228454589844,3.67146372795105,4.133227348327637,3.5507164001464844,0.8707880973815918,1.0409408807754517,1.5964131355285645
1.7145365718764962,-0.24153783197263134,-2.4965419207921338,-0.8917972910067324,-1.5940813953334037,-0.1374648760509143,-0.23180020290871853,2.3561785221099854,2.738281488418579,4.027048587799072,6.622207164764404,2.3473641872406006,7.654081344604492,4.632268905639648,7.645657062530518
-2.511374930843945,1.051442118021947,-0.7345314646335135,1.295661806662212,-1.1378692392607426,-0.29410599174638064,-0.2318002029087185,3.8298563957214355,2.649754524230957,2.2800543308258057,2.316620111465454,2.7766342163085938,4.307955265045166,5.700748920440674,2.054006814956665
