x,vx,z,vz,phi,w,value,d1,d2,d3,d4,d5,d6,d7,d8
-0.03399186465476767,-0.7581020528532205,0.14844645065958728,1.8300011573471284,-0.058030830239622855,2.257988706027037,0,5.009940147399902,6.133824348449707,2.1337616443634033,9.433065414428711,9.720266342163086,6.1815409660339355,5.712329387664795,5.0070061683654785
0.1375433438161906,-0.6326174398781879,5.8980023349268205,-1.22658641131091,2.2240502302982454,-0.3522331637674392,0,5.9567461013793945,2.1455161571502686,2.010125160217285,5.162703514099121,6.948781967163086,6.1043381690979,5.755456447601318,2.2990431785583496
-4.566091612232743,-1.2483674810020569,1.545789626086227,-1.8053122637396752,-0.4655339204421267,2.4333405958639993,0,0.3850082755088806,0.40431100130081177,0.4956262409687042,0.8130698800086975,3.917170286178589,5.565157890319824,10.544140815734863,2.567610502243042
4.2875487751715,-1.5968085494217634,8.204944267194668,0.052397705935054883,0.7357720174185327,-1.2891070438264007,0,1.860345482826233,1.5036817789077759,1.4478654861450195,1.2389273643493652,0.7614140510559082,0.6030923128128052,0.5897415280342102,0.6536664962768555
-1.5392766534982059,1.5536355069501009,4.281171992685428,1.7810635121846583,-2.0346943965527324,2.2015143926289316,0,0.5642585158348083,0.5887541174888611,0.7102622985839844,3.839775800704956,3.3465301990509033,3.423706293106079,4.158268928527832,2.07133412361145
0.39018837335023804,0.13924823211020199,9.4298844933685,-0.6508704522808486,-0.7311300537015062,-2.6236606750514344,0,2.6710622310638428,5.314306259155273,1.7819056510925293,0.5579508543014526,0.35876092314720154,0.2940782904624939,0.2938135862350464,0.337870717048645
1.2109763108155622,1.4309163708853134,7.877632415278656,-0.6055997355337497,-0.8964209420902658,-2.203719582923583,0,9.03399658203125,2.5153961181640625,2.26582932472229,5.478754043579102,2.751176595687866,2.0448286533355713,1.853370189666748,1.9606578350067139
1.3424921907180751,-0.8086677894273877,7.027783165130276,1.58086252907332,1.6154861362921924,0.8492743687722273,0,2.787299156188965,3.4186959266662598,3.93825364112854,3.473339080810547,1.1845933198928833,1.0179773569107056,1.652959942817688,7.115866184234619
2.1377651223887515,1.1368881325280111,8.07857944470532,-0.023623597259068152,-3.0048084228535643,1.07278439315394,0,2.9510934352874756,1.639898657798767,1.2471774816513062,7.918158054351807,8.568556785583496,5.896946430206299,3.5400021076202393,7.077189922332764
0.08387046120961905,0.5167926802992384,8.835882649296819,-0.039544096274215956,-0.7657422150740039,-0.35169221374692805,0,1.8639349937438965,4.995687484741211,4.110875606536865,1.4584410190582275,0.9839369058609009,0.8320410251617432,0.8352676033973694,0.9917592406272888
-0.0774638176743867,0.2872153646455109,0.01613921720638456,1.5520223347243096,-2.135939228122595,2.6045133299080696,0,0.3892095685005188,0.35058078169822693,0.3801288306713104,0.4878222346305847,0.8692541122436523,4.643616676330566,4.987024307250977,6.3981828689575195
-2.4061739368498216,0.7641421290713826,2.9457300507651505,1.545350920544148,-1.9854395500275808,-2.749522338037207,0,2.9930098056793213,3.206573963165283,3.3259496688842773,2.5071120262145996,2.295233964920044,2.4545726776123047,3.1555113792419434,5.649213790893555
0.7807257061626682,0.7758340155112653,4.516447244611915,1.3051025768284314,-0.02032074647254367,-0.5806581095376049,0,5.773538112640381,2.693655252456665,3.2005398273468018,5.195280075073242,5.0812482833862305,5.858731269836426,1.7892792224884033,2.1803946495056152
-4.812461399290311,-1.130612508052279,3.651496322989681,0.5738492599264626,-1.6066436526794177,2.8745571017234033,0,1.1731504201889038,0.4183600842952728,0.2747578024864197,0.22808955609798431,0.22993329167366028,0.27326977252960205,0.41622576117515564,1.1747910976409912
3.285330734520599,0.07218989602462633,2.4457382706388175,1.8313944805178557,-1.7798453788066289,-0.04534063802415389,0,2.5023815631866455,2.6923396587371826,3.47560977935791,6.283445835113525,3.8903825283050537,8.648780822753906,5.907690048217773,7.896467208862305
-2.7530659462132103,-1.2710304840945956,4.763987992727071,-1.5992186556305188,-0.6975938336060064,0.04988612066175202,0,2.2815122604370117,2.0136964321136475,2.0874669551849365,2.564640998840332,4.166004657745361,4.972291946411133,1.3509442806243896,1.657912254333496
-1.3062983332758318,-0.07434437421118645,2.148857300705859,-0.39153688089795713,2.6931710789842356,1.4159225289548116,0,6.232754707336426,4.591846466064453,2.551961898803711,1.9747200012207031,1.8337308168411255,2.004958391189575,2.6448190212249756,3.824000120162964
1.4955491436293205,-0.0006460097705756063,3.9219392847016845,0.650938616626533,-0.5548774019568885,1.6789643290622491,0,2.2700889110565186,6.3553900718688965,4.290627956390381,3.984018564224243,5.935305595397949,5.70585823059082,1.754321813583374,1.8624247312545776
2.515273126272212,0.922221304659427,9.392683784992338,-1.3277205038664666,-2.3643572306104965,-1.9939961159199608,0,3.788275957107544,2.5634403228759766,2.4517569541931152,6.9604902267456055,4.658651828765869,4.307068824768066,6.3618388175964355,1.1939598321914673
4.290027405806464,0.8965622571550123,0.9278089333206774,1.0824718182561823,-1.9326522648821358,-1.5273489980735302,0,0.9362086653709412,0.9162290096282959,1.0607519149780273,1.520363688468933,3.752366542816162,9.201517105102539,10.621591567993164,10.993990898132324
3.2435895335523863,-1.928021420557176,0.943059642162899,1.7425598949634926,0.7896179040068891,0.5377675827578599,0,10.13498592376709,4.178504467010498,7.246385097503662,2.851377010345459,1.9513604640960693,1.6882110834121704,1.706862449645996,1.9305287599563599
-3.7125776316431858,-0.2328451234190969,2.6571028893936477,0.2521715649134708,-3.1269948039195774,-0.8657522841183898,0,1.4915646314620972,4.723522186279297,3.0797982215881348,2.5718483924865723,2.540255308151245,2.2216129302978516,1.4492782354354858,1.205930471420288
-1.1895316625558836,1.218947816157026,5.08300226085371,-1.155835180249392,-2.5193276387337202,2.7888818930795702,0,6.137081623077393,1.1911667585372925,1.1786651611328125,1.3552688360214233,4.575115203857422,3.7697131633758545,3.699671745300293,4.2584228515625
3.1726692337657294,0.77150325066326,8.450508680748484,1.493228154517813,-0.608930646794414,-1.8367467244970173,0,4.824163436889648,8.061800003051758,4.067668437957764,1.806239128112793,1.2857037782669067,1.12483811378479,1.1602041721343994,1.4348009824752808
-1.3901802902953486,1.963554196627495,9.869761924709973,-1.8746821226507864,2.72104467377431,1.4170636727331258,0,6.4691481590271,4.83101749420166,11.33077335357666,1.5824569463729858,1.599608063697815,1.8799482583999634,4.157157897949219,3.532581090927124
0.49992386204406625,0.42231961468007473,1.1572346136832878,0.038122112741655556,0.5423784365233999,-1.18414006044365,0,1.743974208831787,5.460126876831055,8.508441925048828,5.671772480010986,6.774051666259766,4.883917808532715,4.326024532318115,4.367494106292725
-4.341924108598062,1.7372823250377767,9.627448937966399,1.8659349614335397,2.1255967681331542,-1.8652360448790186,0,0.7088004946708679,1.3070175647735596,9.1358642578125,7.005805015563965,1.904476284980774,5.960364818572998,9.244725227355957,1.7548131942749023
-4.1421218901153125,-0.4111899067955447,5.669055382156248,1.6723265378221481,2.3835901999579105,-2.692670225093537,0,1.4934227466583252,1.5267319679260254,8.986549377441406,10.083205223083496,2.794933557510376,5.913057804107666,5.6597442626953125,1.8469732999801636
