x,vx,z,vz,phi,w,a1,a2
4.1106617932,0.2657687433,9.0461536224,-0.0208891972,0.0386202169,0.1706097321,6.0008725671,6.0178268553
4.1239502269,0.244608499,9.0451091637,-0.0305804454,0.0471507054,0.1783262234,6.1191613903,6.1347301336
4.1361806475,0.219060328,9.0435801423,-0.0311435888,0.0560670176,0.1845980824,6.4138605206,6.4295071613
4.1471336598,0.187916993,9.0420229642,-0.008170115,0.0652969221,0.1906991384,6.8622702939,6.8788953713
4.1565295063,0.1497905885,9.0416144598,0.0510553729,0.0748318791,0.1973862604,7.4766645625,7.4942874136
4.1640190331,0.1030499855,9.0441672299,0.1604183529,0.0847011921,0.2046535361,8.2632647561,8.2728980205
-1.0882429143,-0.044615403,2.5834722973,-0.0907657219,-0.1611472875,0,18.2902010188,6.9191810816
-1.0904736845,0.1176254103,2.5789340112,0.4149525567,-0.1611472875,-9.4758499506,1.2013382136,10.3446463997
-1.0845920722,0.1905517124,2.5996815722,0.3761587575,-0.6349398997,-1.5002924338,15.4392553969,18.3535571069
-1.0750641443,0.9904436607,2.6184894458,0.9701917833,-0.7099545624,0.9846783184,14.4122106015,18.3474175259
-1.0255416186,1.8347105275,2.6669989733,1.4637704488,-0.6607206411,4.2270099319,15.8092159961,18.3228241419
-0.933805749,2.6542067879,2.7401874369,2.0366147953,-0.4493701084,6.162818266,17.0482011265,18.2504962182
-0.8010950659,3.2409913532,2.8420181208,2.7975426968,-0.1412291407,6.9331115907,16.4251868802,14.1406703699
-0.6390451541,3.3806246729,2.9818952033,3.4895450589,0.205426495,4.7687783874,18.3171898993,15.5223312358
-0.4700135757,3.0707081725,3.156372408,4.2893842241,0.4438654571,2.2605029111,18.3570361845,15.3142625327
-0.3164778219,2.4616238944,3.3708415763,4.9723399625,0.5568906192,-0.3600990363,18.3706652659,16.0012791624
-0.1933962816,1.7103060521,3.619458541,5.5992512075,0.5388856451,-2.3210537369,18.3678322846,17.6437337898
-0.1078809863,0.9539945861,3.8994211159,6.2890896752,0.4228328921,-2.8372362147,18.3409815666,17.9734207058
-0.0601820894,0.3483613162,4.2138756182,7.060342837,0.2809710178,-3.0369041377,18.256269918,17.4894921784
-0.0427647886,-0.0515218371,4.5668927803,7.8730462572,0.1291257959,-3.5617486073,1.5555257191,0.4551967983
-0.045341091,-0.061332159,4.9605451141,7.3835791512,-0.0489616474,-4.3448269886,0.5084751049,0.3856805655
-0.0484076783,-0.0585777645,5.329724093,6.8549461404,-0.2662030086,-4.2838626899,0.3453040679,0.816142755
-0.0513364414,-0.0458589714,5.6724714215,6.3407423172,-0.4803961529,-3.7304952774,3.0339133126,5.4176872199
-0.0536292056,0.1113996279,5.9895085584,6.0864894349,-0.6669209195,-1.6038125735,14.4614735611,16.2749615522
-0.048058999,0.8743839427,6.2938330495,6.4994452427,-0.7471115506,-0.0322959582,15.9310049735,16.65567153
-0.0043396774,1.753650582,6.6188053344,6.9003404996,-0.7487263488,0.5728066286,6.7721628995,7.0016166263
0.0833429756,2.1048351298,6.9638223745,6.7509665536,-0.7200860071,0.7424900839,0.5048546775,0.9045007333
0.188584855,2.1184276581,7.3013707149,6.2374340325,-0.6829614924,1.0476232078,0.345350207,0.2231263883
0.2945063592,2.1108257983,7.6132424309,5.702812237,-0.6305803218,0.9063968517,0.2304427461,0.2048607302
0.4000476608,2.0994678319,7.8983830483,5.1697237117,-0.5852604692,0.8510130895,0.2169991886,0.2127240863
0.5050210975,2.0874323932,8.1568692381,4.6422099099,-0.5427098049,0.8154665957,0.2146985888,0.2241357661
0.6093927453,2.0750373998,8.3889797365,4.1206725548,-0.5019364654,0.7926829576,0.2213545512,0.2411026213
0.713144635,2.0625319674,8.5950133658,3.60554186,-0.4623023078,0.7793480154,0.2399538292,0.2658424063
0.8162712476,2.0502029,8.7752904593,3.097458455,-0.4233348975,0.7716313343,0.2495416529,0.2855336656
0.9187814027,2.0376764172,8.9301633815,2.595862824,-0.3847533212,0.7726242011,0.2675714676,0.2933201015
1.0206652304,2.0248899146,9.0599565214,2.1005320572,-0.3461221017,0.7650436034,0.2976100998,0.2110068842
1.1219097305,2.0109712847,9.1649831226,1.6083761527,-0.3078699121,0.664121368,0.3672353044,0.3502567308
1.2224582969,1.9986875984,9.2454019285,1.1294136277,-0.2746638344,0.6250126617,0.4569223485,0.3920867358
1.3223926773,1.9869615029,9.3018726086,0.660567742,-0.2434131921,0.5474929251,0.530136735,0.5276589623
1.4217407513,1.9762536151,9.3349009953,0.2047794159,-0.2160385366,0.5248515053,0.6026204679,0.6319834755
1.5205534297,1.9658233968,9.3451399672,-0.2392640947,-0.1897959522,0.5295950092,1.2101620446,1.3505706746
1.618844596,1.9641974849,9.3331767653,-0.6264845281,-0.163316193,0.626698255,3.2403346431,3.272567509
1.7170544658,1.9869422835,9.3018525433,-0.8534318336,-0.1319812728,0.6300055671,5.0860500417,5.0587477504
1.8164015747,2.0211973126,9.2591809574,-0.9329503375,-0.1004809891,0.5835759484,6.4060011695,6.365374494
1.9174614343,2.0530418959,9.2125334475,-0.9057396013,-0.0713021887,0.5277876562,7.2750404848,7.2347040884
2.0201135225,2.0743702183,9.1672464756,-0.8082404514,-0.0449128051,0.4743379731,7.7925948122,7.753015351
2.1238320262,2.081617603,9.1268344623,-0.6694625542,-0.0211959077,0.4235278866,8.0448927507,8.0061814527
2.2279128986,2.0741091027,9.0933613448,-0.51133109,-1.95163574197264E-05,0.3753508819,8.1012804821,8.0652851992
2.3316183457,2.0528856132,9.0677948013,-0.3499157479,0.0187480234,0.3312478755,8.0154396054,7.9838815011
2.4342626179,2.0198712382,9.0502990256,-0.1967770385,0.0353104117,0.2925000559,7.824541675,7.7974679261
2.535256171,1.9772975402,9.0404601859,-0.0603867608,0.0499354084,0.2589454713,7.5553163061,7.5310573085
2.634121039,1.9273628053,9.0374408604,0.0529948553,0.0628826753,0.228997606,7.2354670729,7.2115140958
2.73048917,1.8720383365,9.040090616,0.1393960644,0.0743325486,0.2004302984,6.89600417,6.8701590979
2.8240910774,1.8129607219,9.047060432,0.1974082776,0.0843540565,0.1713598996,6.5660539008,6.537345331
2.9147391039,1.7514016547,9.0569308586,0.228036334,0.0929220445,0.1409958151,6.2690371786,6.238032913
3.0023091769,1.6882910293,9.0683326878,0.234223156,0.0999718284,0.1098598344,6.0207237478,5.9891627973
3.0867237185,1.6242713157,9.0800438578,0.2201982752,0.1054648135,0.0794301435,5.8290602149,5.7990225684
3.1679372743,1.5597653981,9.0910537834,0.1908022098,0.1094363144,0.0514135219,5.6959679125,5.669147152
3.2459255341,1.495039261,9.1005939053,0.1509668457,0.1120069846,0.0271305966,5.6192354237,5.5966721387
3.320677487,1.4302538848,9.1081422587,0.1053721622,0.1133635089,0.0073082008,5.5924780643,5.5745930382
3.392190171,1.3655197552,9.1134108774,0.0581168978,0.113728914,-0.0078706541,5.6071369108,5.5939091058
3.4604661485,1.3009318028,9.1163167325,0.0125583676,0.1133353769,-0.0185980195,5.6524504961,5.6434825079
3.5255127283,1.2365972336,9.1169446607,-0.0288531578,0.112405472,-0.0253723675,5.718697885,5.7133544994
3.5873425796,1.1726275717,9.1155020123,-0.0644783258,0.1111368504,-0.0288716106,5.7954544853,5.7929903189
3.6459739478,1.1091448694,9.1122781052,-0.0935333106,0.1096932673,-0.0298399913,5.8748265664,5.8744500372
3.7014311809,1.046261941,9.1076014484,-0.1158791226,0.1082012658,-0.0290322793,5.9512517709,5.9521619378
3.7537442676,0.9840693662,9.1018075007,-0.1318292605,0.1067496505,-0.027182677,6.0218051063,6.0232293222
3.8029477255,0.9226255804,9.0952160458,-0.1419337368,0.1053905159,-0.0249742148,6.0848447872,6.0860799364
3.8490789941,0.8619633788,9.0881193667,-0.1468716251,0.104141805,-0.0230063096,6.1398192821,6.1402661108
3.8921771527,0.8021000574,9.0807757927,-0.1473594912,0.10299149,-0.0217692985,6.1862656998,6.1854852272
3.9322821452,0.7430551474,9.073407825,-0.1441393013,0.1019030259,-0.0216015295,6.2230405945,6.2208271504
3.9694348923,0.6848712762,9.0662008664,-0.1380272693,0.1008229508,-0.0226342088,6.2481525755,6.2445617676
4.0036784459,0.6276311987,9.0592995087,-0.1299779964,0.099691242,-0.0247758797,6.2592179306,6.2544862832
4.0350599957,0.5714643826,9.0528006142,-0.1211168962,0.09845245,-0.0277877591,6.2544643023,6.2488209625
4.0636332048,0.516538607,9.0467447739,-0.1126975203,0.0970630641,-0.0314461857,6.2340429908,6.2275113648
4.0894601253,0.4630366273,9.0411099018,-0.1059556597,0.0954907571,-0.0357073549,6.2011357966,6.1934686632
4.112611947,0.411124743,9.0358121219,-0.1018712592,0.0937053916,-0.0407546313,6.1622232383,6.153046223
4.1331681747,0.3609254586,9.0307185612,-0.1009023434,0.0916676622,-0.0468704492,6.126047502,6.1151288817
4.1512144385,0.3125067967,9.0256734454,-0.1027984465,0.0893241418,-0.0542077517,6.1014017815,6.0888529799
4.1668397694,0.2658943408,9.0205335235,-0.106594619,0.0866137561,-0.0626277783,6.0945751119,6.0808363394
4.1801344779,0.2211017202,9.0152037921,-0.1108183175,0.0834823688,-0.0717229947,6.1073539392,6.0930034453
4.1911895558,0.1781684056,9.0096628749,-0.1138617924,0.0798962204,-0.0809861504,6.1359247372,6.1215024941
4.2000979683,0.1371941944,9.0039697829,-0.1144390215,0.0758469139,-0.0899609569,6.1709240946,6.1569412937
4.2069576708,0.0983615622,8.9982478286,-0.1120276829,0.0713488668,-0.0982322583,6.1994819752,6.1866095123
4.2118757422,0.0619342502,8.9926464403,-0.1071369783,0.0664372542,-0.105267415,6.2097993755,6.199036466
4.2149724486,0.0282205598,8.9872895865,-0.1012078511,0.0611738833,-0.1102802059,6.1967858946,6.189361196
4.216383471,-0.0024963656,8.9822291882,-0.0960734076,0.0556598726,-0.112322757,6.1654827505,6.1623879398
4.2162586477,-0.0300371235,8.9774255115,-0.0931637835,0.0500437341,-0.1106803023,6.129645049,6.1309575524
4.2147567871,-0.0543784435,8.9727673154,-0.0928382436,0.0445097179,-0.1054268147,6.1057687745,6.110139993
4.212037861,-0.0756557737,8.9681253959,-0.0941931039,0.0392383759,-0.0978218415,6.1056843216,6.1104462933
4.208255069,-0.0941171493,8.963415733,-0.0954387661,0.0343472823,-0.0901770608,6.1312799656,6.1334650245
4.2035492087,-0.110047348,8.9586437868,-0.0946595603,0.0298384275,-0.0849670238,6.1735396561,6.1715890327
4.198046839,-0.1236864698,8.9539108008,-0.0906173508,0.0255900744,-0.0833991993,6.2167338747,6.2119035806
4.1918625137,-0.1351698645,8.9493799254,-0.0832262001,0.0214201125,-0.0842900245,6.2461397037,6.2421290884
4.185104019,-0.1445176331,8.9452186077,-0.0734777769,0.0172056093,-0.0844643039,6.2534324796,6.2539463099
4.1778781364,-0.1516872673,8.9415447114,-0.0630198149,0.0129823922,-0.0808616618,6.2392816249,6.2452921393
4.1702937724,-0.156671573,8.9383937136,-0.0535422182,0.0089393073,-0.072813849,6.212729675,6.2221961626
4.1624601935,-0.1595811879,8.9357165962,-0.0461180295,0.0052986131,-0.0621885221,6.1787557612,6.1886680539
4.1544811341,-0.1606470963,8.9334106889,-0.0414506777,0.0021891856,-0.0515910263,6.1420372689,6.1501617883
4.1464487796,-0.1601651362,8.9313381498,-0.0398298045,-0.0003903669,-0.0428816307,6.0925311935,6.0992616192
4.1384405233,-0.158424992,8.9293466552,-0.0422384282,-0.0025344493,-0.0356613081,6.0224972226,6.0270971011
4.1305192744,-0.1556706258,8.9272347302,-0.050312684,-0.0043175152,-0.0304878052,6.042872364,6.0446188902
4.1227357441,-0.1520379668,8.9247190933,-0.0567960147,-0.0058419057,-0.0278865334,6.0620497673,6.0575823699
4.1151338465,-0.1476583842,8.9218792903,-0.0619382191,-0.0072362324,-0.0305612957,6.2501257604,6.2379529071
4.107750928,-0.1425216855,8.9187823777,-0.0523026623,-0.0087642972,-0.0395567448,6.7199893224,6.7041101344
4.1006248441,-0.1363648064,8.9161672434,-0.00533538,-0.0107421343,-0.0513027271,7.6344679418,7.6223007084
-1.6705552718,0.0900444098,2.8802868063,-0.0931107839,-0.0245022561,0,14.2739645854,0.3945245238
-1.6660530513,0.1035189351,2.8756312671,0.0038838067,-0.0245022561,-11.5662000492,0.4902670508,4.4085712522
-1.6608771868,0.1072845376,2.8758255773,-0.2907602862,-0.6028121665,-7.866250198,9.3923890654,17.9396511137
-1.6555130447,0.7262511302,2.8612876817,0.1222187144,-0.9961246236,-0.4478919238,14.4745482013,18.1096782925
-1.6192005714,1.8132806252,2.8673987345,0.3389437324,-1.0185191984,2.5982164202,13.8929389727,18.0156242011
-1.5285366215,2.8818936632,2.8843460376,0.5146705914,-0.8886083854,5.9361378064,15.1835952668,17.7022949286
-1.3844420223,3.8741161879,2.910079685,0.8484026487,-0.5918015267,7.8119543428,14.6221557943,15.9830642405
-1.1907362959,4.51841705,2.9524999367,1.3654105402,-0.2012038545,8.6524454296,15.2529590647,12.2117068516
-0.9648155242,4.692963036,3.0207705844,1.9377199836,0.2314183627,5.7928808443,17.7630663414,14.999095404
-0.7301674524,4.3454295033,3.1176567059,2.7035343254,0.5210623418,3.2718559596,18.0925527604,15.6591947636
-0.5128960558,3.629916405,3.2528335469,3.3569262098,0.6846550738,1.1210903792,18.2060314672,15.3647048393
-0.3314003115,2.7443951877,3.4206799832,3.873058445,0.7407095301,-1.2888161193,18.256916428,15.7352449712
-0.1941806256,1.7993792063,3.6143330284,4.3472558828,0.6762686702,-3.3417709868,18.2405794086,17.1478091022
-0.1042140698,0.8953930208,3.8316958499,4.9172820647,0.5091802066,-4.1268180103,18.1021821917,17.0098359104
-0.0594426647,0.201809064,4.0775599335,5.6039241722,0.3028394341,-4.8820069993,17.6144119078,16.9156046071
-0.0493505066,-0.212148253,4.3577561227,6.3757775627,0.0587391492,-5.2808643196,16.790730343,16.5858198367
-0.0599578295,-0.2884762432,4.6765449807,7.1544192283,-0.205304064,-5.2531505905,11.7365560991,11.5808327076
-0.0743819418,-0.0954681106,5.0342659222,7.5055336218,-0.4679616126,-5.185489173,4.8822560071,4.3693659674
-0.079155796,0.0724479937,5.4095425836,7.2702435291,-0.7272360886,-5.418009571,3.5964711862,4.567425289
-0.075533888,0.2891624583,5.7730547408,6.9507951043,-0.9981365751,-4.4052542931,8.7632029503,11.3017087109
-0.0610761671,0.9610906798,6.1205944777,6.8256797176,-1.2183992892,-2.1242686857,11.3308964403,13.6318736499
-0.0130216357,1.8886710469,6.4618784368,6.6115639018,-1.3246127208,-0.1269505798,11.9865098319,14.1096815526
0.0814119295,2.8822053783,6.7924565555,6.3093474835,-1.3309602552,1.6471304131,10.174575249,11.6526640986
0.2255222116,3.7017051147,7.1079238533,5.9633257699,-1.2486037579,2.8169664694,4.0298148287,4.2793633423
0.4106074822,3.9798920334,7.4060900664,5.5189695072,-1.1077554842,2.9190525735,1.5584880352,1.6317266089
0.6096021186,4.0541752313,7.6820384766,5.0304809512,-0.9618029013,2.8703769911,1.2447291353,1.2301684213
0.8123109165,4.0948113254,7.9335624641,4.5463375555,-0.8182840965,2.750364726,1.0401741575,1.0806789839
1.0170515223,4.1157969527,8.160879283,4.0683488854,-0.6807659049,2.6807508723,1.0523912319,1.020222009
1.2228414074,4.1268277973,8.3642966704,3.6015820711,-0.546728407,2.5531916315,1.0117146211,1.096322311
1.4291828355,4.1293853123,8.5443757188,3.1471038937,-0.4190688729,2.5277405868,1.0629549783,1.0924171137
1.6356521372,4.1230544973,8.7017308608,2.7039419364,-0.2926818955,2.457291451,1.050402497,1.1257315926
1.8418048986,4.1066146894,8.8369279074,2.269850276,-0.1698173745,2.4277124965,0.7370771516,1.040488883
2.0471356694,4.0787254771,8.9504203738,1.8265798857,-0.0484317914,2.5893140818,1.0310757859,1.1244688924
2.2510719771,4.0424204895,9.0417493257,1.4039970626,0.0810338836,2.5698266176,1.6680943273,1.5826992779
2.453193033,3.9912094479,9.111949139,1.0290466489,0.2095251986,2.4020814267,2.6958855018,2.3646108989
2.6527535346,3.9095820599,9.1634014354,0.7263511394,0.3296292666,2.0357410311,3.8389671874,3.3659018413
2.8482326646,3.7778323524,9.1997189618,0.5016559656,0.4314163264,1.5650099758,4.7492473037,4.2546849047
3.0371243059,3.5899344564,9.2248017331,0.3339806493,0.5096668431,1.0940563517,5.393227503,4.9340483013
3.2166210474,3.3526902127,9.2415007419,0.201564526,0.564369686,0.6702887323,5.8203601645,5.4156678103
3.3842555774,3.0787372649,9.2515789478,0.0896018535,0.5978841532,0.3078534187,6.0882639619,5.7423842253
3.538192455,2.7814312029,9.256059024,-0.0099855754,0.6132768579,0.0080501472,6.2553672636,5.966925471
3.6772640292,2.4720540528,9.255559731,-0.1000809947,0.6136794009,-0.2326205648,6.3677740667,6.1309964133
3.8008667495,2.1592415113,9.2505556698,-0.180504668,0.6020484092,-0.4211926196,6.436074305,6.2430854809
3.9088288459,1.8502643313,9.2415304276,-0.2509860991,0.580988815,-0.5661868171,6.4665745063,6.3078818477
4.0013420805,1.551183448,9.2289811126,-0.3117185899,0.5526795112,-0.6771515113,6.4838208309,6.3470639352
4.0789012698,1.2661517244,9.2133951767,-0.3622208264,0.5188219729,-0.76566598,6.5169946636,6.3924485361
4.1422088738,0.9973943697,9.195284135,-0.4006559216,0.4805387111,-0.8406781398,6.5762014302,6.4650146628
4.1920786061,0.7462705289,9.1752513393,-0.4245773726,0.4385048414,-0.9017382925,6.6551625375,6.5670396396
4.2293921499,0.514249814,9.1540224768,-0.4319825031,0.3934179636,-0.94128371,6.7319295736,6.6763081483
4.2551046606,0.3035044063,9.132423359,-0.4227958765,0.3463538142,-0.9522583184,6.7774957996,6.7573340943
4.2702799052,0.1166677759,9.1112835748,-0.3997960886,0.2987409331,-0.9332706978,6.772675446,6.7826136767
4.2761133211,-0.0441040072,9.0912937832,-0.3680591061,0.2520774315,-0.8899134151,6.7267907485,6.7576881335
4.2739081499,-0.1782139147,9.0728908414,-0.332502332,0.2075817922,-0.8307196817,6.6731409847,6.7175230094
4.2649974846,-0.2868342281,9.0562657362,-0.295522332,0.1660458375,-0.7625134465,6.6417900057,6.6946582425
4.2506558056,-0.372143016,9.04148963,-0.2569393931,0.1279201925,-0.6897987854,6.6495128806,6.7051978272
4.2320486881,-0.4365677894,9.0286426703,-0.2150456845,0.0934302782,-0.6174697255,6.6891311348,6.7407804491
4.2102203315,-0.482310527,9.0178903965,-0.1685229955,0.0625568143,-0.5512220597,6.7354811507,6.7778294597
4.1861048382,-0.5112585047,9.0094642583,-0.1178059857,0.0349957309,-0.4952150398,6.7517021357,6.7837883397
4.1605419429,-0.5250560275,9.0035739704,-0.0659464288,0.0102349956,-0.4498647046,6.7133034218,6.7373849766
4.1342891679,-0.5252737189,9.0002766585,-0.0176848277,-0.0122582261,-0.4128893272,6.6101295617,6.6315498967
4.1080255059,-0.5134975943,8.9993924274,0.0216930223,-0.0329026821,-0.3795212909,6.4582726443,6.4839306071
4.0823506473,-0.4913183342,9.0004770898,0.0484085095,-0.0518787392,-0.3438759802,6.2911906352,6.3263797029
4.0577847483,-0.4602342346,9.0028975289,0.0614484444,-0.0690725339,-0.3016277516,6.1438728724,6.1913892799
4.0347730533,-0.4215793421,9.005969969,0.0626185395,-0.0841539201,-0.2506945691,6.0444518214,6.1046811795
4.0136940973,-0.3765029362,9.0091009129,0.0559435176,-0.09668865,-0.1910814998,6.0021418093,6.0740370489
3.9948689594,-0.326071362,9.0118981064,0.0461338207,-0.1062427293,-0.1239873205,6.0088676328,6.0899083156
3.9785653967,-0.2714419222,9.0142048135,0.0371588095,-0.1124421023,-0.0517935613,6.0424898099,6.1294526343
3.9649933037,-0.2140447408,9.0160627729,0.0311340753,-0.1150317899,0.0226220337,6.0740032562,6.1622599472
3.9542910678,-0.1556759825,9.0176195002,0.0277491505,-0.1139007001,0.0953190648,6.0795007182,6.1630277768
3.9465072644,-0.0984190355,9.0190069803,0.0247008648,-0.1091347609,0.1613425389,6.0482582224,6.1206734308
3.9415863052,-0.0443786276,9.0202420459,0.0188225368,-0.1010676496,0.2156247555,5.9892820022,6.043798313
3.939367364,0.0046652732,9.0211831957,0.0076892263,-0.0902864289,0.2529511174,5.9288556782,5.9597833394
3.9396006145,0.0475243318,9.0215676805,-0.0089308031,-0.0776388909,0.2692174223,5.8978228163,5.9037898736
3.9419768162,0.0836776622,9.021121167,-0.0286028886,-0.0641780382,0.2640718818,5.9187787673,5.9049565599
3.9461606833,0.1131736584,9.0196910496,-0.0468408121,-0.0509744625,0.242628674,6.0004898162,5.9738977116
3.9518193471,0.1364446862,9.0173490365,-0.0584511494,-0.0388430468,0.2113497924,6.1296415613,6.094335741
3.9586415602,0.1540815491,9.0144265071,-0.0595283262,-0.0282755743,0.1739850457,6.263527198,6.2213508168
3.9663456168,0.1666985321,9.0114501185,-0.0497851376,-0.0195763378,0.1322991234,6.3446299177,6.2982693636
3.974680523,0.1749843029,9.008960889,-0.0335826339,-0.0129613959,0.0886930862,6.3363238799,6.2918643272
3.9834297184,0.1798236658,9.007281784,-0.018075988,-0.0085267541,0.048310077,6.2527783139,6.2183345907
3.9924208816,0.1822935236,9.0063780082,-0.0091107489,-0.0061112611,0.0177913205,6.149526465,6.130419719
4.0015355391,0.1834640864,9.0059224968,-0.0080619794,-0.0052217043,0.001200375,6.0855073788,6.0820863511
4.0107087235,0.1841579066,9.0055194206,-0.0116827577,-0.0051616931,-0.0016955955,6.0899513033,6.101121309
4.0199166006,0.1848286224,9.0049353069,-0.014418121,-0.0052464789,0.0076764687,6.1609866283,6.1842349891
4.0291580135,0.1855736092,9.0042144271,-0.0109641758,-0.00486266,0.0267615956,6.2621765268,6.2941514453
4.0384366801,0.1861608065,9.0036662445,0.0009494022,-0.0035245831,0.0524015712,6.3477989468,6.3855737924
4.0477447113,0.1860882784,9.0037137402,0.0198756112,-0.0009045061,0.0819111836,6.379919142,6.4195103559
4.0570491201,0.1846818205,9.0047075455,0.0412605337,0.0031910529,0.1118253666,6.3530493354,6.3879329615
4.0662832097,0.1812044591,9.0067705954,0.0600466847,0.0087823222,0.1366922851,6.2982503128,6.3213324183
4.0753434351,0.1749594143,9.009772952,0.0737200154,0.0156169384,0.1507900214,6.2615026262,6.2656088274
4.0840914086,0.1653832475,9.0134589747,0.0835167151,0.0231564422,0.1485446642,6.2723231779,6.2517702158
4.0923605738,0.152125261,9.0176348318,0.0931232012,0.0305836787,0.1258343921,6.3265984503,6.2805167538
4.0999668395,0.1351841062,9.0222910121,0.1060655225,0.0368754021,0.0827037023,6.4014345015,6.3332064373
4.1067260484,0.1150717687,9.0275943049,0.1241483044,0.0410105914,0.022738701,6.4724748263,6.3861621717
4.1124796448,0.0928796609,9.033801735,0.1471800096,0.0421475306,-0.0500431076,6.5198252488,6.4200991055
4.1171236344,0.070212145,9.0411607473,0.1733366855,0.0396453792,-0.1312674406,6.6371512071,6.5326030665
4.1206342486,0.0487127956,9.0498275898,0.2084238286,0.0330820107,-0.2134574236,6.9007511355,6.802446739
4.1230698946,0.0301803777,9.060248787,0.2643877109,0.0224091423,-0.2873553128,7.2814721673,7.197833407
4.1245789201,0.0169645966,9.0734681791,0.3506452673,0.0080413786,-0.3462545095,7.7800606272,7.7202740872
4.1254271559,0.0118319771,9.0910004471,0.4766969423,-0.0092713459,-0.3830632277,8.4066307713,8.3710958949
-1.3774224628,-0.0626254791,2.0800548317,-0.0020471208,-0.0217655197,0,18.3701034684,6.1196252236
-1.3805537368,-0.0406796405,2.0799524756,0.4868304761,-0.0217655197,-10.2087318704,11.2974227567,18.3687274525
-1.38258772,-0.0144469159,2.1042940052,1.1778271142,-0.5322021109,-3.9322997841,15.2425104714,18.3847402362
-1.383310067,0.6682398897,2.1631853665,1.8346017439,-0.7288170983,-1.1659860463,14.9247830158,18.384797936
-1.3498980738,1.5489161013,2.254915459,2.3196649859,-0.7871164001,1.761181363,15.1654266233,18.3818302965
-1.27245227,2.4839330061,2.3708987134,2.7531985293,-0.6990573326,4.3753266912,17.238874855,18.3693311606
-1.1482556211,3.3756652294,2.5085586446,3.3254217319,-0.4802910001,5.1529342511,5.7578222648,6.251567997
-0.9794723611,3.5638009601,2.6748297357,3.227731348,-0.2226442878,5.3707245823,0.3079617603,0.5988399277
-0.8012823146,3.5361213803,2.8362163073,2.7403432441,0.0458919404,5.4112733234,18.3352110396,15.6855345409
-0.6244762472,3.4384004931,2.9732334732,3.5820563534,0.3164556071,2.9998358854,18.3802598995,16.1098206948
-0.4525562241,2.9746880974,3.1523362942,4.3668560141,0.4664474034,0.9950593826,18.3869053624,16.1691492072
-0.303821821,2.3233184555,3.3706790975,5.0672660462,0.5162003754,-0.8904683953,18.3891588453,17.6901587153
-0.1876558999,1.5877622741,3.6240424014,5.7812323999,0.471676959,-1.4395017332,18.3879083879,16.583424165
-0.1082677501,0.9362710041,3.9131040243,6.4790322046,0.3997018744,-2.8891373123,18.3837556732,17.1741556406
-0.061454187,0.373412149,4.2370556371,7.2339529598,0.2552450096,-3.7885539288,18.3682769891,17.8637076944
-0.0427835728,0.0037732838,4.5987532875,8.0734486158,0.0658173121,-4.0666418559,2.2683356064,1.2765541039
-0.0425949073,-0.005582298,5.0024257205,7.6437037972,-0.137514782,-4.7402884849,0.2144555502,0.2430199855
-0.0428740187,-0.0030230173,5.3846109126,7.0948938267,-0.3745292077,-4.5383289466,0.1869294526,1.2862969081
-0.043025183,0.0185670535,5.7393556062,6.5882886425,-0.6014456562,-3.4516238709,7.6077980843,10.9768652095
-0.0420968711,0.4390661193,6.0687700406,6.6448111622,-0.7740268545,-0.5143444026,16.7994787662,18.3543536636
-0.020143557,1.4176271441,6.401010601,7.0934183271,-0.7997440794,0.8007154557,15.4435153866,15.772835722
0.0507378076,2.29906566,6.7556815217,7.4021619455,-0.7597083116,1.0450555126,0.0821916818,0.001345593
0.1656910981,2.2782952501,7.1257896238,6.840143321,-0.7074555352,0.938407102,0.0609690966,0.047699471
0.2796058682,2.2583106115,7.4677967947,6.2845704515,-0.6605351793,0.8920806135,0.0418323287,0.0367279404
0.392521407,2.237633039,7.7820253211,5.7337252021,-0.6159311479,0.8542995933,0.0407488609,0.0376818269
0.5044030524,2.2170469517,8.0687115838,5.1884657422,-0.5732161676,0.8196363051,0.0412069605,0.0396921327
0.6152553954,2.1966094174,8.3281348737,4.6488152491,-0.5322343517,0.787569284,0.0430764918,0.0428591046
0.7250858626,2.1763657316,8.5605756389,4.1148030156,-0.4928558869,0.7577886491,0.0464903075,0.0474426396
0.8339041461,2.1563580517,8.7663157927,3.5864777292,-0.4549664539,0.7301020357,0.0518332012,0.0539077128
0.9417220461,2.1366317512,8.9456396822,3.0639235473,-0.4184613515,0.7043911271,0.0599227214,0.0630344462
1.0485536314,2.11724359,9.0988358628,2.5472879262,-0.3832417946,0.6805108645,0.0719080228,0.0760205869
1.154415809,2.0982652342,9.2262002624,2.0368108785,-0.3492162508,0.6583621346,0.0902285879,0.0945734052
1.259329069,2.0797969564,9.3280408098,1.5328944106,-0.3162981435,0.6372393721,0.1196540642,0.1221015588
1.3633189154,2.0619977216,9.4046855336,1.0362591505,-0.2844361743,0.6153293712,0.1653387525,0.1592832633
1.4664188002,2.0450196305,9.4564984942,0.5478603162,-0.2536697052,0.5871570013,0.2296890674,0.2317451861
1.5686697806,2.0292077593,9.483891512,0.0697468813,-0.2243118545,0.5668031163,0.3089787903,0.3194735344
1.6701301677,2.0145207059,9.4873788527,-0.3969448522,-0.1959716981,0.554246386,0.7215579145,0.7947978837
1.7708562022,2.0061912124,9.4675315974,-0.8239808911,-0.1682593782,0.5944492671,0.9211198897,0.9176236228
1.8711657622,1.998470911,9.4263325379,-1.2337291426,-0.1385369142,0.5691943264,3.1638402843,3.1451592626
