x,vx,z,vz,phi,w,a1,a2
-0.8584480547,4.1390690915,2.9500864892,2.5484773783,0.2076319004,5.088308588,17.1454330857,14.4295132635
-0.6514940357,3.8367544505,3.0775100092,3.2686289904,0.4620473632,2.6338064694,17.853928828,15.682779395
-0.4596557434,3.2002434706,3.2409412032,3.9471820199,0.5937377295,0.7255280432,18.0626323853,16.2074546296
-0.2996430001,2.4015133837,3.4383001784,4.5535893437,0.6300141643,-0.8477211911,18.1424444743,16.415499694
-0.1795667761,1.5626573098,3.6659797678,5.1345515328,0.587628077,-2.254981663,18.1108767685,16.5293491799
-0.1014324959,0.7783106333,3.9227075098,5.7459689848,0.4748788111,-3.4881715968,17.8812797484,15.7615416745
-0.0625200737,0.1548064965,4.2100062213,6.394790197,0.3004700647,-5.1235228744,17.0462703398,14.5827469324
-0.0547818594,-0.2211650248,4.5297460367,7.0488321551,0.0442938733,-6.9838999753,15.0427680227,13.7777780558
-0.0658400166,-0.2699013225,4.8821879747,7.6395929891,-0.3049010925,-7.7755800402,9.9386843855,9.5813510143
-0.0793342833,-0.0349548778,5.2641679714,7.8193526005,-0.6936800536,-7.7811256354,6.696571479,7.3631411405
-0.0810815668,0.3316685922,5.6551359602,7.6843317393,-1.0827363052,-6.9332102803,5.8381320106,8.5434884616
-0.0644984033,0.8457278767,6.0393529081,7.387436786,-1.4293968031,-4.4181734167,13.0957553769,15.3630607081
-0.0222115789,1.9723233716,6.4087250756,6.9816464865,-1.6503054707,-2.3627026217,12.9386205352,16.1714369795
0.0764048545,3.1167525241,6.7578075495,6.3266966862,-1.7684405976,0.4201093239,12.7278450402,16.3048552303
0.232242732,4.224530572,7.0741424584,5.5448558593,-1.747435114,3.3851620426,12.3450730732,15.7189138212
0.4434694874,5.2892092703,7.3513853086,4.8001060954,-1.5781769778,6.0694703278,10.6952142494,12.6801335807
0.7079301256,6.1795036517,7.591390695,4.2547759127,-1.2747034245,7.4954588455,3.4538045498,4.32755303
1.0169054055,6.4151736183,7.8041295679,3.8233190784,-0.8999304609,7.9418782517,1.1227084765,1.3195612449
1.3376641327,6.422414554,7.9952955833,3.3617543082,-0.5028365305,7.8074399679,1.0108568583,0.9911731653
1.6587848694,6.3941108548,8.1633833427,2.9093012413,-0.112464515,7.4976072697,1.4588880542,0.9681514082
1.978490392,6.3410300456,8.3088484309,2.4861804233,0.2624158687,6.8068749895,5.1111453673,3.2408239519
2.2955418506,6.1876513786,8.4331574607,2.2936379918,0.6027596474,4.9924487568,9.1116473544,7.0521421767
2.6049243571,5.7526530507,8.5478393517,2.3139112986,0.852382117,3.0885615755,10.1843158011,8.4946361946
2.8925569349,5.1263143049,8.6635348931,2.2921241462,1.0068102203,1.5644167971,9.2207115989,8.1374658072
3.1488725623,4.4856698145,8.7781410668,2.1490555531,1.0850310726,0.6029159724,7.7822723766,7.1270325629
3.3731559534,3.9132675551,8.8855938019,1.9153554773,1.1151768715,0.0342232019,7.082763447,6.654189168
3.5688192218,3.3804916741,8.9813615274,1.6475051711,1.116888022,-0.3242082532,6.8388762803,6.4993875172
3.73784369,2.8664159982,9.0637367336,1.3742899321,1.1006775923,-0.5949307295,6.5462159678,6.2213531774
3.8811643698,2.3816620518,9.1324511779,1.1011375445,1.0709310348,-0.8432902421,6.1247045386,5.7901671684
4.0002473521,1.9390804653,9.1875080073,0.8278182826,1.0287665004,-1.0903777262,5.7158602087,5.3625727751
4.0972012586,1.5398814055,9.2288988822,0.557465244,0.9742475927,-1.3438038915,5.4432813423,5.0790979861
4.1741952169,1.1763031044,9.2567721192,0.2978741055,0.9070573786,-1.5967853921,5.3492455553,4.9900345488
4.233010275,0.8389630478,9.2716658144,0.0595591795,0.8272180914,-1.8361153799,5.4396240491,5.1111015619
4.2749583434,0.5202764544,9.2746437773,-0.1451458761,0.735412306,-2.0408767828,5.6733737771,5.4075122515
4.3009720972,0.2181241191,9.2673865007,-0.3046982881,0.6333684511,-2.1857251017,5.9391517186,5.7653487333
4.3118782521,-0.0607684135,9.2521516138,-0.4141848531,0.5240821804,-2.2484140875,6.1267012526,6.0676009516
4.3088397946,-0.3040502768,9.2314424075,-0.4780603529,0.4116614602,-2.2131614421,6.2037830835,6.2689318458
4.293637262,-0.5008601117,9.2075394355,-0.5065899184,0.3010033719,-2.0756928224,6.2187126014,6.4042503564
4.2685942524,-0.6463440795,9.182209992,-0.5093503966,0.1972187139,-1.843066571,6.2535823729,6.5418945188
4.2362770538,-0.7414114816,9.1567425285,-0.4910064611,0.1050653675,-1.5335378637,6.344163497,6.6985959376
4.199206492,-0.7900315326,9.132192264,-0.4540526234,0.0283884551,-1.1805420314,6.4357631257,6.8038108005
4.1597049327,-0.798233612,9.1094896923,-0.4055797669,-0.0306386671,-0.8294669306,6.4601223283,6.7887335135
4.1197932722,-0.7747663633,9.0892107633,-0.3572620812,-0.0721120357,-0.5244501437,6.4280137639,6.6808899475
4.0810549755,-0.7297564603,9.0713477175,-0.3175148433,-0.0983345657,-0.2940094057,6.4064616081,6.5702597149
4.044567174,-0.6718304386,9.0554720314,-0.2865229447,-0.1130350587,-0.1464611297,6.4580690427,6.5385363337
4.0109756738,-0.6066060743,9.0411459384,-0.2572968308,-0.1203581364,-0.0739005562,6.587816974,6.6032411186
3.9806453944,-0.5371188429,9.0282811502,-0.2213215402,-0.1240531826,-0.058269673,6.6965023198,6.6757488098
3.9537894766,-0.4652447677,9.0172151215,-0.17764814,-0.12696668,-0.073374296,6.6538957517,6.6301073552
3.9305272651,-0.3925264948,9.0083327605,-0.1362366813,-0.1306354024,-0.0904403092,6.4466067015,6.4469270811
3.9109009635,-0.3199553635,9.0015209688,-0.1092946525,-0.1351574184,-0.086774278,6.2026376509,6.2415343734
3.8949032149,-0.247622388,8.9960562752,-0.0998519968,-0.1394961251,-0.0510990761,6.0768018235,6.1561246908
3.882522113,-0.1749066361,8.9910637085,-0.0990462518,-0.1420510635,0.0169237868,6.1487493139,6.260792035
3.8737767946,-0.1011113104,8.9861114239,-0.0918368151,-0.1412048506,0.1096566685,6.3768132738,6.5047344465
3.8687212406,-0.0265780227,8.9815196054,-0.0668018434,-0.1357219856,0.2121363824,6.5998623887,6.7209683779
3.8673923487,0.0461008759,8.9781795306,-0.0255312767,-0.1251151279,0.3050852474,6.6447706105,6.7407362691
3.8696974022,0.1124076322,8.9769029806,0.0170987519,-0.1098608219,0.3735905088,6.4608196213,6.5234270872
3.8753177916,0.1681497257,8.9777579314,0.0430889104,-0.0911812506,0.4117226202,6.1513121231,6.1800391465
3.8837252861,0.2113846408,8.9799123871,0.0433646227,-0.0705950742,0.4201878978,5.899198004,5.898186274
3.8942945223,0.2425256344,8.982080624,0.0236802724,-0.049585637,0.4035527276,5.8493905634,5.8225487293
3.9064208042,0.2630812607,8.9832646396,0.0011589293,-0.0294079641,0.3660176759,6.0315826159,5.9816100442
3.9195748638,0.2743653646,8.9833225846,-0.0050511577,-0.0111070516,0.3106177021,6.3458452892,6.2782003012
3.933293125,0.27707397,8.9830700222,0.0157388212,0.004423852,0.2425728305,6.6021482767,6.526836494
3.9471468174,0.2718805406,8.9838569551,0.0581520964,0.0165525005,0.1706963165,6.637628372,6.5658606979
3.9607408351,0.2603322063,8.9867645488,0.1028702054,0.0250873118,0.1044745853,6.4108705019,6.351416877
3.9737574338,0.2448032625,8.9919080455,0.1272980947,0.0303110269,0.051003395,6.0310144305,5.9866651012
3.9859975841,0.2276109236,8.998272934,0.1187667928,0.0328611756,0.0121287432,5.6975953163,5.6664308193
3.9973781155,0.2102627149,9.0042112552,0.0820132015,0.0334675876,-0.0142975096,5.5807772313,5.5607030917
4.007891235,0.1932702273,9.0083118941,0.0361199378,0.0327526859,-0.0304886114,5.7311549758,5.723143228
4.0175547295,0.176408016,9.01011787,0.0042589187,0.0312282307,-0.0360192047,6.0597806827,6.0641118797
4.0263751152,0.1593920776,9.0103307914,0.0019113072,0.0294272501,-0.0310561526,6.3725500819,6.3857764033
4.034344709,0.1424774729,9.0104263317,0.0276752457,0.027874428,-0.0188670251,6.475572469,6.4911544554
4.0414685721,0.1263214729,9.0118100686,0.0628867298,0.0269310693,-0.0051729514,6.301515924,6.3127357117
4.0477846361,0.1114333036,9.0149543779,0.0827528189,0.0266724205,0.0043712879,5.9494199297,5.9537083984
4.053356292,0.0978639564,9.0190919903,0.0715354683,0.0268909886,0.007780724,5.6292035991,5.6274913208
4.0582494818,0.0851076002,9.0226687339,0.0321316681,0.0272800314,0.0060613999,5.5349642234,5.528583068
4.0625048561,0.0723262012,9.0242752903,-0.0160451624,0.0275831093,0.000515963,5.722935154,5.7077019265
4.066121161,0.0589486667,9.0234730039,-0.0492640665,0.0276089148,-0.0121977845,6.0614493293,6.0061074253
4.06906859,0.0449548207,9.0210097747,-0.0557999166,0.0269990309,-0.0578576038,6.4181906057,6.3240073004
4.0713163271,0.0306566087,9.0182197534,-0.0338744274,0.0241061527,-0.1341692093,6.6302121926,6.5112169885
4.0728491539,0.0174989931,9.0165260061,0.0048934252,0.0173976904,-0.2282893526,6.595379748,6.508265209
4.0737241003,0.0078877221,9.0167706515,0.0419175148,0.0059832174,-0.2923049263,6.4713289713,6.3337511577
4.0741184869,0.0043967996,9.0188665038,0.0659312067,-0.0086320371,-0.3959673105,6.2023438036,6.2942762373
4.0743383286,0.0084025348,9.0221630389,0.076265855,-0.0284304123,-0.3044751776,6.2118457741,6.3839296471
4.0747584583,0.0225846685,9.0259763067,0.0892721516,-0.0436541813,-0.149628758,6.416359679,6.6655857417
4.0758876969,0.0452151695,9.0304398901,0.1207501941,-0.0511356285,0.0636831748,6.7307415076,7.0129184452
4.0781484622,0.0728346507,9.0364773795,0.1781196504,-0.0479514775,0.2964371966,7.0036965944,7.271960619
4.0817902041,0.0994055266,9.0453833461,0.2568726355,-0.0331296234,0.5088494523,7.198851397,7.4174262758
4.0867604921,0.1177859433,9.058226964,0.3504378365,-0.0076871544,0.6718709259,7.3994730451,7.5539841267
4.0926498026,0.1215906505,9.0757488443,0.4600182977,0.0259063899,0.7753790115,7.7585688755,7.830686335
4.0987293451,0.1055268923,9.0987497415,0.5988046104,0.0646753399,0.8063355664,8.1714439749,8.1642117929
4.1040056967,0.0646153428,9.1286899534,0.771582166,0.1049921183,0.7700039695,8.6546945602,8.545130713
4.1072364688,-0.0057866448,9.1672690448,0.982493211,0.1434923171,0.6497614475,8.6340673837,8.5656780134
-1.5928809768,-0.0011652127,2.365599146,0.0558103446,0.0860148314,0,18.3460546628,0.0588363298
-1.5929392374,-0.0675956915,2.3683896633,0.2980955823,0.0860148314,-15.2392324277,5.8489425098,18.3892665192
-1.6049893317,-0.1530014254,2.3842783936,0.7703772774,-0.6724972771,-4.2162144574,17.9312132657,18.3650294918
-1.6213308159,0.7505514091,2.4237014981,1.4077020165,-0.8816859025,-3.6963130174,15.6448788404,18.3655945049
-1.5925161483,1.7910724346,2.4949094301,1.767872414,-1.066383785,-1.290209888,10.545049584,18.3609201791
-1.5116970129,2.7838657678,2.5840401163,1.8181792085,-1.1312701552,5.2714382681,10.9334784573,18.3510908213
-1.3812606265,3.8149978012,2.6755947292,1.8075646494,-0.8681343942,11.2546135815,17.3671828222,18.3292395223
-1.1992899847,4.8658400548,2.7665198329,2.2213890765,-0.3059374909,11.6333172812,18.1433233483,18.2395388001
-0.964799507,5.2554291493,2.8780270073,3.0961179332,0.2751102312,11.2762814526,18.2856009294,15.0289868807
-0.7108514393,4.8410453343,3.0331457203,3.8570853312,0.8384455552,8.1386585555,18.3309455506,9.6588339806
-0.4776456364,3.9598692334,3.2261597167,4.0762234035,1.2450584379,0.6060584605,18.3525742453,10.2349035512
-0.2885229894,2.8368275113,3.4299184539,3.9103365462,1.2750351844,-6.1813894216,18.3627578392,15.6165569503
-0.1555762351,1.5093450646,3.6250218899,3.7769072628,0.9656890897,-8.2375007194,18.3537578194,18.3141620262
-0.0888050794,0.2899559272,3.8132055224,4.0826181792,0.5543490783,-7.9608557681,17.8050389482,18.2698256248
-0.0476159497,-0.471971026,4.0166065708,4.7780541108,0.1572179922,-7.2743327285,11.1955585442,18.212140479
-0.0528264955,-0.6504967606,4.2547309285,5.4022573812,-0.2061880645,-1.1537945459,17.4464648158,18.1297328451
-0.0866636587,-0.3533234478,4.5240333135,6.2518831912,-0.2638804759,-0.5410450364,18.1020534095,16.5233791956
-0.1048818489,0.0112839491,4.8358008465,7.0357352977,-0.2910868476,-1.8362682718,17.8063104665,11.595070676
-0.1065591559,0.3480123276,5.1867289555,7.6025316587,-0.3829796031,-6.9432808779,15.6867364006,12.4678370294
-0.0915277455,0.7655013589,5.5659679872,8.0834395651,-0.7300583508,-9.3647441655,15.5002057289,17.186114576
-0.0485147639,1.631734843,5.9692188805,8.4878301899,-1.1982761411,-7.6078645023,14.6529237125,17.4055072734
0.0335433698,2.8107358708,6.3926410316,8.3791813346,-1.5786998527,-5.0281197174,13.6138162672,17.4237354712
0.1733893575,4.0243094545,6.8113969527,7.79471723,-1.8301269353,-1.6642178852,9.6493796012,17.3806376095
0.3739468823,5.0290663792,7.2010593274,6.9488414346,-1.9133293544,4.8410388812,7.2474584753,17.2770408396
0.6248109302,5.9027207359,7.5484213546,6.0593560916,-1.6712453183,13.017076532,7.3612934082,17.0137787225
0.9194871955,6.8138801613,7.8512964878,5.4106138072,-1.0203599238,20.5715851125,6.9452402245,10.0807036117
1.2598265959,7.3261141892,8.1217605681,5.2226862797,0.0082338114,22.4113213113,7.3354514752,3.2739190477
1.6258529097,7.2494705733,8.3828610917,5.1044818793,1.1288052016,18.1844199488,11.5046880735,2.4645784015
1.988105054,6.6718664443,8.6380813634,4.8021160725,2.0380295973,9.9675666495,13.4766373844,3.6546056737
2.3215237509,5.9933082184,8.8782066863,3.9549048329,2.5364151649,1.4079283245,13.1126378279,6.0078219668
2.6210542825,5.4982518044,9.0759875328,2.795668824,2.6068209302,-4.5656645416,11.3675188823,7.6341501615
2.8958662758,5.0558791124,9.2158125689,1.6229219188,2.3785451345,-7.5052114985,9.4567487527,8.6857483063
3.1485889098,4.5037084616,9.2969912566,0.5913467489,2.0032860293,-7.8656409569,8.4813658624,9.5206069134
3.3737282171,3.8047859702,9.3265665974,-0.2071354258,1.6099967621,-6.7039900874,8.4473298275,10.1117709117
3.5639424652,3.0248466066,9.3161851236,-0.7247823319,1.2747815771,-5.0649979976,8.8437726817,10.3200531597
3.7151763957,2.2613390591,9.2798913376,-0.9844648088,1.0215105724,-3.6444050903,9.2890511943,10.160653419
3.8282470309,1.5751727923,9.2305916337,-1.05896197,0.8392677623,-2.7811011396,9.6190795665,9.7697681327
3.9070167354,0.9822944005,9.1775533609,-1.0207986939,0.7001921829,-2.5510041918,9.7749589609,9.3003373034
3.9561458788,0.4808211121,9.1264158073,-0.9175981077,0.5726260979,-2.85064673,9.7117632245,8.873177192
3.9802007891,0.0732169009,9.0804356051,-0.7741024665,0.4300843136,-3.4423312555,9.3728632675,8.5668665193
3.983873926,-0.2267051619,9.041632946,-0.6046105731,0.2579655111,-3.9846205889,8.7553327681,8.401502759
3.9725488757,-0.3995089401,9.0113111031,-0.4254834568,0.058738986,-4.1297234071,7.9663187331,8.3690347755
3.9525839772,-0.433865465,8.9899526216,-0.2594224024,-0.1477377647,-3.6389179685,7.202042857,8.4335827517
3.9309031365,-0.3374564342,8.9769048777,-0.1286943194,-0.3296721915,-2.4758723596,6.624988404,8.5243043256
3.9140462766,-0.1379019598,8.970402728,-0.044543991,-0.4534554804,-0.8000580938,6.2889936461,8.5316543831
3.9071722683,0.1231851063,8.9681165605,-0.0016582702,-0.4934519451,1.0988940272,6.1926528612,8.3671170391
3.9133579859,0.3978188516,8.9679841058,0.0207994006,-0.4385063513,2.8696467297,6.2771103604,7.9680810669
3.9332798401,0.6357781127,8.9689817818,0.0460172026,-0.2950288947,4.1709375573,6.5066954926,7.3896013126
3.9651042619,0.7910470291,8.9712485487,0.086924091,-0.0864914377,4.749934392,6.8528555272,6.7584996236
4.0046942181,0.8301701961,8.9755677916,0.1380080836,0.1509937528,4.4927861566,7.273728387,6.2136955213
4.0462396063,0.740716955,8.9824484852,0.1795243126,0.3756225419,3.4405719461,7.6906505918,5.8380663467
4.08330898,0.5347862079,8.9914109891,0.1906900027,0.5476447407,1.7674442512,7.9882776481,5.6469666115
4.110074177,0.2454512512,9.0009374266,0.1639728344,0.6360171023,-0.2500738858,8.0616367655,5.6183497746
4.1223626538,-0.0820428957,9.0091327261,0.1120826214,0.6235212921,-2.276746903,7.8646869111,5.7309878333
4.1182639005,-0.3987662661,9.0147365632,0.0619983222,0.5096992925,-3.969260988,7.4319656432,5.9723602109
4.0983162048,-0.6563884574,9.0178350545,0.0389375857,0.3112574109,-5.0364203007,6.8767423158,6.3336812564
4.0654796561,-0.8116579809,9.0197839984,0.0511081661,0.059460526,-5.2996855736,6.3526288945,6.8139400609
4.0248731752,-0.8348420502,9.0223395862,0.0858609681,-0.205500155,-4.7160799805,5.96450152,7.3638549966
3.9831072623,-0.7177085343,9.0266358048,0.1164526208,-0.4412847313,-3.3727066504,5.7478940246,7.8777612142
3.947200599,-0.4777543463,9.0324651598,0.1176411043,-0.6099079301,-1.471060597,5.6869847053,8.2239921713
3.9232963215,-0.1542556662,9.0383559483,0.0821212387,-0.6834581554,0.6983986921,5.7547666439,8.30825597
3.9155723335,0.2025051703,9.0424700547,0.0270202168,-0.6485454648,2.8000573647,5.9266462986,8.0996337555
3.9256934536,0.5393687156,9.0438308839,-0.0165698897,-0.5085592155,4.5056439583,6.2047773572,7.656457407
3.9526646872,0.8039437815,9.0430147506,-0.0225847721,-0.2833010339,5.5460396841,6.6006299246,7.099821379
3.9928700275,0.949086436,9.0419002242,0.0133449374,-0.0060274468,5.753593721,7.1120051406,6.5698502035
4.0403352865,0.9428924385,9.0425837301,0.0700030853,0.2816230544,5.0855588994,7.6937929945,6.17083067
4.0874901968,0.7793361426,9.0461014434,0.1115690081,0.5358746111,3.625291906,8.2467936748,5.9445506665
4.1264628057,0.4817024135,9.0516983592,0.1080685973,0.7171186012,1.5705063031,8.6469939499,5.8861473506
4.1505454778,0.0948257312,9.0571205928,0.0546748652,0.7956310561,-0.7892231252,8.7907864,5.9715847037
4.155272202,-0.327922616,9.05986938,-0.0230780808,0.7561656618,-3.1088952962,8.6362434098,6.1808766157
4.1388505916,-0.7313127027,9.0587300041,-0.0821380435,0.60072503,-5.038190829,8.207506108,6.5049286205
4.1022513444,-1.0566441125,9.0546369165,-0.086303646,0.3488267377,-6.2676528256,7.5913726259,6.9358885012
4.0493815792,-1.2446871492,9.0503341616,-0.029805504,0.0354603569,-6.5783300699,6.9318214747,7.4565505773
3.987110316,-1.2526350287,9.0488553853,0.0551993501,-0.2934376219,-5.8938203757,6.3824681859,8.0238297037
3.9244465913,-1.0734193978,9.0516267461,0.1157938963,-0.5881108665,-4.3045101775,6.0360738613,8.5420294231
3.8707505537,-0.7391626647,9.0574244534,0.1093109941,-0.8033221238,-2.05443679,5.9057999584,8.8842391459
3.8337782204,-0.3060057892,9.0628984351,0.0284979086,-0.9060352455,0.5048075492,5.9602871841,8.9409662967
3.8184757071,0.1661919734,9.0643318682,-0.0945818291,-0.8807925559,2.9697335623,6.1731520775,8.6975123464
3.826796054,0.6232931529,9.0596106095,-0.2054857051,-0.7323096672,4.9617538787,6.5311000727,8.2265277097
3.8579837391,1.0117373242,9.0493445083,-0.2549417768,-0.4842305368,6.1881304893,7.0231225774,7.6593073668
3.9086034755,1.2750269343,9.0366030057,-0.2230958809,-0.1748353776,6.4857137203,7.6080017113,7.1235116256
3.9723958791,1.3647782023,9.0254514006,-0.131069075,0.1494383634,5.8382173794,8.1882936237,6.6911076019
4.0406808123,1.2625187689,9.0189027852,-0.0316975235,0.4413388166,4.3711431196,8.6458832999,6.3969081624
4.1038530431,0.992869767,9.0173244188,0.0221933165,0.6598887491,2.3327156825,8.8774157866,6.2511424159
4.1535382481,0.6119667019,9.0184409414,0.0095880079,0.7765215193,0.0564840517,8.849463908,6.2653289398
4.184167923,0.1821415092,9.0189286289,-0.0497017775,0.7793471603,-2.0990838901,8.5956239389,6.4423035348
4.1932917086,-0.2424424626,9.0164529158,-0.1117853419,0.6743982701,-3.8146263964,8.2087902839,6.7745912274
4.1811662904,-0.6142665595,9.0108745414,-0.1330209667,0.4836748712,-4.8664255169,7.8057523444,7.2340026892
4.1504353618,-0.8878911335,9.0042358604,-0.0895924168,0.2403624337,-5.1599869288,7.5194167284,7.7751801597
4.1060103246,-1.0246551391,8.9997707596,0.0150143525,-0.0176288216,-4.7529213109,7.375151877,8.2740108815
4.0547414925,-1.00337726,9.0005390455,0.1502473391,-0.2552688512,-3.8252417647,7.3716753264,8.6379458232
4.0045324419,-0.8316438724,9.0080733669,0.2778911541,-0.4465275725,-2.626251353,7.4819170021,8.8232880559
3.9629126049,-0.5416795028,9.0219941097,0.3728842075,-0.5778394186,-1.4097392114,7.6710984968,8.8451269912
3.9357970506,-0.1754035802,9.0406667127,0.4320543741,-0.6483278032,-0.3783997337,7.9063320107,8.7629874431
3.9270028067,0.2289877561,9.0622981203,0.4687230815,-0.6672505658,0.3497011045,8.1542850644,8.6406014455
3.9384352658,0.6424286246,9.0857611618,0.5012555101,-0.6497687162,0.7418217078,8.3007269453,8.4843850288
3.970547017,1.0422110774,9.1108468968,0.5403373141,-0.6126803541,0.8669899419,8.538391948,8.5524003144
4.0226676628,1.4249248415,9.1378922969,0.6037244352,-0.5693325857,0.8460792154,8.7922992527,8.7593337707
4.0939397664,1.789141749,9.1681095146,0.6985127216,-0.5270293089,0.7868095191,9.018602938,9.0103484451
4.183430635,2.1339717918,9.2030633537,0.8243299973,-0.4876888715,0.7503598569,9.1987382147,9.1957354164
-1.7380992581,0.0397491665,2.9074792871,-0.0604380347,-0.1877836215,0,18.3122727731,0.0136724221
-1.7361117998,0.1813401659,2.9044573853,0.166601162,-0.1877836215,-15.248905912,0.021115502,12.5871345525
-1.7026891524,0.2776413187,2.8929108802,0.1676532684,-0.9521568416,-4.2040681304,5.1058147501,18.3797376426
-1.664456509,1.0469139981,2.8813952521,0.2172549363,-1.1618766344,7.0155732224,18.3524375927,18.3758477906
-1.5877655105,2.390539878,2.8723382485,0.3105953276,-0.8095286164,6.7713539057,18.3726037022,18.3295300498
-1.4438985517,3.4303633334,2.8679270655,0.8310086982,-0.4697118871,6.4808266797,18.3797927861,16.0795437222
-1.2480458083,4.0180290943,2.8895156784,1.5642053909,-0.1463098689,4.3202481954,18.3822894961,18.3630458008
-1.0228154494,4.1883352249,2.9477429339,2.5193424653,0.0665666996,4.1418427577,18.3825096577,18.3805938989
-0.7890893691,4.0458297479,3.0536900081,3.4803362646,0.2697173106,3.9848140729,18.3848288216,18.3845048616
-0.5624958058,3.6044419839,3.2076609375,4.3836523906,0.465893193,3.8352120111,18.3883296316,18.3814181279
-0.3579795946,2.8982615211,3.406766554,5.1717477543,0.6624335213,3.6855336009,18.3903744694,6.3483485203
-0.1887879042,2.2472663446,3.6452451381,5.4208534266,0.8602556765,-6.4884756864,18.3898000919,18.3888501771
-0.1085896497,1.0939190105,3.9318555082,5.8536597579,0.5341856543,-6.2458167311,18.3874479326,18.3641030761
-0.0859431032,0.3260588996,4.2401269792,6.5848188168,0.2130547091,-6.0305006024,18.3821332384,18.3766830201
-0.1850022994,0.0131567401,4.5849384307,7.474598345,-0.0965279342,-5.8079495426,18.3726725288,18.381838781
-0.2479504679,0.1591287013,4.9742308655,8.3787881168,-0.3897567088,-5.5814236517,18.3657915381,18.3798519519
-0.2697597353,0.7204859258,5.4087286976,9.1711249546,-0.664924431,-5.3595157644,18.2490058895,18.3639264546
-0.1318234217,1.6240314382,5.8828468005,9.7493444864,-0.9293164433,-5.0620801056,0.0846550852,18.3391663042
-0.0424265894,2.2028410681,6.3856559215,9.6083339017,-1.1798780686,10.340381718,0.0716539573,18.3035034464
0.0759067203,2.8710880552,6.8696823734,9.3073661242,-0.6617396875,25.1450231323,0.2679002166,3.4293915966
0.2276763654,2.9211085147,7.3386758647,8.8602595509,0.59591516,26.8345950763,2.4817815581,1.4711370579
0.3819526344,2.8065482564,7.7853617374,8.4170598782,1.93802072,24.9838756676,16.3613884946,5.5120159653
0.5222618578,1.9276633861,8.2103269518,7.6221384089,3.1869435305,15.0037900892,17.2117757378,3.1008101311
0.6185589221,1.9153848512,8.5955587306,6.2047477469,3.9376871381,2.6807793562,17.9381646077,16.0887371052
0.7141776712,2.8893258955,8.9099237655,4.6755001163,4.0724998678,1.0388449635,17.9358359404,14.7679731562
0.8584522035,3.9433147008,9.1478237908,3.3219769974,4.1248951357,-1.6400820149,17.7674209449,13.0749618241
1.0554078566,4.9957814116,9.3180359691,2.0959617097,4.0429987908,-5.4888241198,17.0045700022,6.946832879
1.3049817716,5.7858616559,9.4269081181,0.9903424678,3.7685580498,-13.6639830272,8.7583706177,3.0931317733
1.5940623396,6.0274967663,9.4801534434,0.040703371,3.0853873455,-17.871477322,5.0036084343,5.2643340395
1.895230584,5.9347059295,9.4830824469,-0.9068259376,2.1918678976,-16.9825367742,5.0409171106,9.4216041905
2.1917668734,5.358689597,9.4382281488,-1.7439493305,1.3427926378,-12.6937052778,6.5808389807,12.4645109213
2.459510902,4.5126812176,9.3509551326,-2.0250554415,0.7081047181,-7.3135753468,8.1190679828,12.9091086379
2.6849637112,3.8808383087,9.249567234,-1.8101723054,0.3423593688,-3.0470077393,9.0107467559,12.2759786206
2.8788337511,3.5304472517,9.1589094507,-1.4165062069,0.1898990709,-0.2114654204,9.4199446234,11.2858984137
3.0551942019,3.3239638817,9.0879318809,-1.0115617016,0.1791969197,1.3514431833,9.5241059277,10.2137202001
3.2212414666,3.1414913064,9.0372021474,-0.6555763747,0.2466377379,1.8753298524,9.4010649816,9.2603860563
3.378176724,2.9231539804,9.004274348,-0.3717072902,0.3402784387,1.6876162751,9.1126782836,8.5338771595
3.5242065692,2.6561495229,8.9855435681,-0.1655913809,0.4245416312,1.1418558317,8.7241878331,8.0287081629
3.6568970567,2.3527253475,8.9771242521,-0.0291669988,0.4815252096,0.5193747864,8.2887830086,7.6864501321
3.7744265546,2.0329590927,8.9755335607,0.053944202,0.5073927819,-0.0020890042,7.8514706278,7.4488710252
3.8759768279,1.7152193499,8.9781059438,0.1017669087,0.5071949789,-0.337510034,7.4497221793,7.2702070206
3.9616482729,1.4123049402,8.9830769045,0.1289515919,0.4902339746,-0.4744210946,7.10303128,7.111122388
4.0321809859,1.130928201,8.9894144902,0.1443568882,0.4664354794,-0.4498479951,6.8286680231,6.9513808696
4.0886523129,0.8721636292,8.9965309788,0.1521720612,0.4438739893,-0.330680287,6.6285618096,6.7779916284
4.132192631,0.6332794604,9.0040460726,0.153274947,0.4272795387,-0.1937271242,6.4947930098,6.5887096667
4.1637960918,0.4098159824,9.0116245463,0.1469840711,0.417541675,-0.1081820576,6.421615069,6.3981633355
4.184234981,0.1971197923,9.0188954849,0.133037158,0.4120902077,-0.1236590262,6.3972524458,6.2244537772
4.1940461846,-0.0079964174,9.0254757852,0.1123077705,0.4058742114,-0.2630100748,6.4094497871,6.0865899814
4.1936074531,-0.2063237717,9.0310257616,0.0872451846,0.3927001198,-0.5221747748,6.4451056864,5.9984333315
4.1832553154,-0.3957831048,9.0353275713,0.0617359905,0.3665773706,-0.8747763156,6.4895395741,5.9649070575
4.1634371761,-0.5713022426,9.0383607765,0.0404168257,0.3228340402,-1.2790927214,6.5277757919,5.9832288937
4.1348542146,-0.7250703588,9.0403375248,0.0276601929,0.2588839106,-1.68480891,6.5456303005,6.0454962556
4.0985933923,-0.8472249339,9.0416868984,0.0263298585,0.1746560665,-2.0382662617,6.5307859452,6.1409221254
