,x,y,theta,delta,vel,value,d1,d2,d3,d4,d5,d6,d7,d8
847,1.1162014802,3.7291877648,-0.4962194665,3,4,-343.2089013617,0.5329832435,10,2.0012645721,1.1015110016,0.7224383354,0.6017065048,0.5802758932,0.6741316319
848,0.8062410504,2.3965924578,0.2713988769,4,5,-533.540109494,10,10,10,0.611484468,0.5881257057,0.6132386923,0.6562419534,0.7871667147
849,3.8750593024,4.7399536857,-0.268822535,5,6,-324.2914861895,10,10,10,10,10,10,10,10
850,-1.7710991683,2.4955381193,-1.0038989975,1,2,-205.6639585524,10,1.047123313,0.5775536895,0.436176151,0.4199266434,0.4726486504,0.5977346301,1.9148253202
851,-2.5273670076,-4.0541870423,-2.3930781583,2,3,-730.59121372,0.5073986053,0.6405909657,0.7457444668,1.0085431337,1.4622747898,3.3314733505,0.4555239975,0.5401651263
852,3.1708837051,-4.7814996601,-1.7170977425,3,4,-847.7662518732,10,10,10,10,10,20.9120254517,8.9078302383,1.2618378401
853,4.5703743006,3.2668450328,0.5493430638,4,5,-366.3347042084,10,10,10,10,10,0.6228696704,0.3584287763,0.2520616353
854,4.7960741256,-3.5278162135,0.7931643058,1,2,-899.2575773259,1.6129373312,2.1685659885,1.0648329258,0.7908978462,0.7390512228,10,0.2200793773,0.2578724921
855,1.7710846333,0.24298897,-0.3286806855,2,3,-719.6863381301,0.8706058264,0.5558360219,10,0.6265441179,0.8053198457,1.3674319983,2.6754369736,0.2555796504
856,1.9459280602,-3.1843052803,0.9200143186,3,4,-520.0138031169,0.3891744614,0.3477987647,0.3717420101,0.4748338759,0.7993935943,1.3247764111,1.7126320601,0.8193279505
857,3.2232647244,4.7354436814,2.6971857548,4,5,1069.6782585734,16.552904129,1.6923009157,0.7520358562,0.6049243808,0.6018785834,0.6903118491,1.2302538157,10
858,1.3009585951,-3.3489006393,-3.0407650869,1,2,-461.7133978624,0.9515202641,2.45510149,1.7573801279,0.4935216904,0.4944257736,0.6239387989,1.0251426697,2.1267077923
859,0.7057793371,-0.1467109445,3.0642122649,2,3,-555.8226319999,0.4598951042,0.3864407539,0.3637569845,0.4158946276,0.5398767591,0.8542333841,1.1487224102,1.4808369875
860,4.9939364912,-2.469432135,1.2512627288,3,4,-994.0774875829,10,0.6347134709,0.3969549239,0.3467952609,0.352150023,0.4575976729,0.8782504797,6.8880257607
861,1.0310979795,-3.123548642,-1.9934772938,4,5,-342.7830082258,1.6049987078,0.5299116969,0.622245729,0.8814170361,1.7668324709,3.0712769032,0.7368409038,0.4584781229
862,4.157378318,0.3319016408,-2.3019900664,5,6,-683.7605535524,0.9867269397,3.1853659153,1.3407667875,0.7478097081,0.5812095404,0.5458489656,0.2998042405,0.2534792125
863,1.8340506933,2.7504890688,0.1750081611,1,2,-343.7726825091,0.724177897,0.5426948667,0.4722016752,0.4673740864,0.5186530948,0.6601244807,1.1327848434,0.2520935833
864,2.7457387664,2.621892299,-2.2958236931,2,3,-419.2142103203,0.6227167845,0.8942149282,2.9373428822,1.3891997337,0.7300771475,0.4588736892,0.305816263,0.3014976978
865,4.6990878947,-3.1981737714,-1.9212547609,3,4,-336.6920872045,10,10,10,10,10,10,28.3385028839,18.9019184113
866,1.3038604946,2.7060052223,0.9410924742,4,5,-409.0429580193,0.5768887997,0.5253640413,0.5571708679,0.6842384338,0.9199440479,1.199108243,1.4812611341,1.685751915
867,1.3351984347,3.7660522016,-0.1103113346,1,2,-110.8440198506,1.9996712208,1.1936513186,0.8101905584,0.669500947,0.6382948756,0.7029747963,0.9674282074,2.0429518223
868,4.7759794771,-3.5851397946,-2.2511059946,2,3,-342.4266135903,7.3694558144,6.9691596031,7.726252079,10.4520654678,21.068605423,10,10,10
869,4.5342060187,-4.947203803,0.8715856397,3,4,-332.3958706499,10,10,1.7470809221,1.6643315554,2.1436407566,3.4630186558,11.2572984695,11.8782730103
870,2.9520854998,1.8816222426,-1.7598628322,4,5,-415.1603485335,10,1.7502779961,0.9488371611,0.6774554253,0.5658152103,0.5202487707,0.5340273976,0.2471862733
871,4.584359899,-4.5208639375,1.1396291025,1,2,-404.7863295502,10,1.6029909849,1.3402836323,1.4457944632,2.465221405,13.9560480118,13.3296327591,14.9481859207
872,-0.6993150076,3.1544420281,-3.0043322371,2,3,-903.0872326954,0.7444832921,0.6895228624,0.6796605587,0.8787630796,1.3742322922,0.9035814404,0.7948017716,0.9246920943
873,2.71390634,-0.8268125895,-2.2043676459,3,4,-335.9149843947,1.1857414246,0.8335095644,0.6725158691,0.629372716,0.6465945244,0.7247979045,0.9236326814,1.3463304043
874,-0.2116558654,-4.5793805365,-0.973509213,4,5,-646.0248438999,0.4989100397,0.824757576,1.202067852,1.569724679,2.3010523319,0.5885696411,0.5487642288,0.5866938829
875,2.0515321516,-4.5086785521,0.8936706784,5,6,-150.7491091382,0.6626855135,0.5833496451,0.6079363227,0.7566828728,0.8357040286,0.8602901697,10,21.6871852875
876,4.6955546408,4.1512274877,0.6381265635,1,2,-573.4652994828,5.7386717796,7.3340439796,12.9539213181,10,10,10,1.4593136311,1.0351338387
877,-2.5611221919,-1.3419026309,1.8093527833,2,3,-152.3415579482,0.9304869771,0.5316167474,0.4138097763,0.3895950317,0.4655854404,0.5206382275,0.7751187682,1.0488487482
878,1.8617406129,4.146678593,1.2878614231,3,4,-896.5606096476,0.3057790697,0.3390874565,0.4524902403,0.9014521241,4.726855278,1.3967815638,0.7975836396,0.6271121502
879,0.5458091249,-4.318710978,-3.1133215689,4,5,-313.2665059273,2.5538775921,1.0085844994,0.6932262778,0.5788782835,10,0.5420340896,0.520742178,0.2533003986
880,-1.5218829813,-1.2106357934,-1.7621958369,1,2,-731.2720025391,0.4502955973,0.5465731621,2.8335711956,1.8772882223,0.9903118014,0.7687062621,0.7009934187,0.79194206
881,-0.1326933425,3.9680053711,-2.5391668149,2,3,1586.7351979135,0.6609912515,0.5052409768,0.4736419022,0.5036311746,0.6657909155,1.2531834841,3.3694291115,1.103202939
882,2.7728207797,-4.6028867793,-1.9069396176,3,4,-721.2250690979,10,17.098783493,10.5699682236,8.5949230194,8.3122367859,9.4340906143,13.2387523651,1.0053044558
883,0.2443472646,2.2536221834,-0.0961717485,4,5,-317.7285341134,0.6600010991,1.9997013807,1.2668880224,0.8833718896,0.595284164,0.4066286385,0.3625109792,0.2506236434
884,2.6279135199,4.9745937577,1.9050351644,1,2,-963.0345046055,17.965883255,20.1883354187,27.8984565735,3.5629553795,0.9556800127,0.6620411277,0.6116015315,0.662923038
885,0.3393847214,2.3237034976,-0.2287346802,2,3,-355.3909234831,0.5356419086,2.1592726707,1.3351227045,0.9594984055,0.7066205144,0.5127215385,0.4334588945,0.3952418268
886,3.4420520892,4.4336458143,2.3698784714,3,4,1006.7839078525,11.7729330063,10.8265619278,0.6901949048,0.4603323042,0.3868091702,0.4424148798,0.5623350739,10
887,-0.7867717214,-0.3918077049,-3.0823557703,4,5,-678.7397627696,0.4187030196,0.3555828929,0.3437783718,0.3873876631,0.6033858657,1.5435794592,3.0892579556,1.0185697079
888,2.1014397032,2.7212306214,-1.1190976468,5,6,-363.5275667052,2.5221931934,1.6169480085,1.0061790943,0.6409646869,0.5135872364,0.4493969977,0.4399206042,0.4971980751
889,0.3094959102,4.0694149828,-0.1059918347,1,2,-14.5007425684,2.2614893913,0.7100583315,0.4207657278,0.3502857685,0.3302758932,0.3684255481,0.505202353,1.084462285
890,1.9935081377,-3.4378652033,1.3178584357,2,3,-432.5810766668,0.5097548366,0.5464749336,0.6826378703,1.0597391129,1.4846644402,4.4768309593,0.5897403359,0.2502663732
891,0.5370385382,2.2049072757,-2.5589872847,3,4,-563.3150563636,0.7626716495,0.9553194046,1.3918179274,3.2057592869,0.4544954598,0.3487365246,0.4118840098,1.7674210072
892,-2.6917239535,1.9263994394,0.8007652428,4,5,-953.7242460825,0.4919111729,0.594814539,0.9762598872,10,10,10,10,10
893,-2.1176943006,-3.2467450544,1.6516666774,1,2,-865.3144571346,0.6317998767,0.4537716806,0.4999365807,10,0.9200102091,1.2146543264,1.3951330185,1.6172008514
894,-1.9497685851,-4.3881564582,3.025363341,2,3,-421.7467521985,0.9298652411,0.6889178753,0.6173940897,0.5378255844,0.5199040771,0.586178422,0.8073456287,0.2514088452
895,-0.6742822727,1.6873114804,1.9306059813,3,4,-865.2247463613,0.5789923072,1.3278495073,2.6693198681,1.1026180983,0.6796619296,0.587654531,0.5717007518,0.6572976708
896,4.4233352165,1.1850985768,-2.942512275,4,5,-606.4763350004,0.5800675154,0.752281189,1.4042321444,3.8337259293,0.9444171786,0.5140157342,0.3990630507,0.3695774078
897,1.090092813,-0.172963748,0.5187870502,1,2,-682.6533186134,0.3492523134,0.3315392733,0.4025946558,0.6477503777,2.8948652744,1.9995008707,0.9385173917,0.6705788374
898,-1.4414084008,3.8028598835,0.3611140095,2,3,2000,1.1285341978,0.7189135551,0.5901231766,0.5835483074,0.676220417,0.9931966662,1.2452069521,1.5124137402
899,2.5326357577,4.7309100154,-1.8766209779,3,4,-593.7945779672,0.3567154109,0.3996876776,0.6212652326,10,10,10,16.1438484192,7.2453818321
900,3.0761343063,-4.7227648051,2.8688732822,4,5,-477.8490654972,1.9900182486,9.4476938248,9.6866178513,11.7798013687,18.6792449951,10,10,10
901,1.8980166032,-4.9979593643,0.4483129477,5,6,-1.3418855646,2.2132091522,1.2273417711,1.0775369406,1.1276262999,0.9771829247,0.9131495357,1.2529478073,0.2602280378
902,1.8293131744,3.8550060133,-1.1843629806,1,2,-606.039244888,0.4825014174,1.1152535677,2.1857461929,1.2384951115,0.7792749405,0.5937656164,0.5462790132,0.558760643
903,-1.2186064149,1.4595586638,-0.8995925395,2,3,-548.0265726992,1.5506169796,0.8811077476,0.6436923146,0.5998994708,0.6665869355,0.8504702449,1.5256512165,10
904,-1.3312900415,0.2979752953,3.0517410009,3,4,-514.8022211286,0.4900610745,0.4272426367,0.4183029234,0.4715331793,0.6254310012,1.3556079865,0.3016709387,0.2588766217
905,1.5749020714,-1.7978521715,-1.8748738244,4,5,-815.630073831,0.3399536312,0.3456312716,0.3923183978,0.5179585218,0.8853802085,1.6322288513,2.6957144737,0.7283272743
906,4.323252625,-0.8942071296,1.0056825861,1,2,-183.6744287412,1.6310893297,10,0.9085357785,0.5572244525,0.4548055232,0.4277071953,0.4986453652,0.6836286783
907,0.6621720308,1.9564226079,-1.00672382,2,3,-503.288333938,3.0629591942,0.8809200525,0.3994128704,0.261718452,0.2918381691,1.5034270287,1.2829911709,1.0994147062
908,-0.2246689844,-0.6596940444,-1.1432015456,3,4,-150.5196729984,1.6826320887,2.6229910851,0.6514571905,0.4584710896,0.4115423262,0.304602623,0.2976254225,0.7321667075
909,3.6876255077,-4.0342930633,1.9982075551,4,5,-755.0928319861,0.4606616795,0.557803154,0.9021776319,2.7879459858,10,10,10,21.4968643188
910,4.3194312641,0.1890323771,-0.5853097122,1,2,-467.7640665618,0.4989854991,0.4607090652,0.5007617474,0.6711013913,1.2440011501,2.8398721218,1.1028329134,0.6145063043
911,-2.5515619853,-3.9738797344,1.0047473338,2,3,-274.7574892815,1.2015740871,0.9226471782,0.7455722094,0.5550819039,10,29.3817176819,0.4628487825,0.4821303785
912,1.2037809061,-3.5736208762,1.7852348335,3,4,-520.1339185713,0.6295357347,0.6457291842,0.7115139961,0.8209506273,0.9497871399,1.8521952629,1.2786235809,0.6399367452
913,4.5890744978,-4.5606445786,-2.0877250797,4,5,-514.0402662758,5.8868260384,5.5807986259,6.2021760941,8.4232053757,17.19962883,10,10,10
914,-1.5893830473,-3.1913246066,1.9278036366,5,6,-792.3372706378,0.4001018107,0.5962464213,0.9762132764,1.2926073074,1.6182186604,0.6881640553,0.5780405402,0.5559009314
915,-0.2362856713,-2.3899584101,1.7850687313,1,2,-641.0844118521,1.629173398,2.4211745262,0.4938301146,0.3870500922,0.3653262258,0.4505331516,1.6408587694,1.5155889988
916,0.9997691555,4.039349006,-2.6803784037,2,3,1635.121163678,0.8913764358,0.6287514567,0.5488274097,0.5580850244,0.6703872085,1.0817633867,2.6928019524,1.2400016785
917,3.3185796916,0.7063535788,3.0889258237,3,4,-625.5642064431,0.5949069858,0.6916626692,1.0031626225,2.4371585846,1.3255448341,0.5983129144,0.379306078,0.3164432347
918,1.5599792274,0.6720278451,0.7865780412,4,5,-798.6710664837,0.432413727,0.5017634034,0.7457514405,2.5572392941,1.9009817839,0.8276219368,0.580950439,0.4575699866
919,4.2027407903,4.8169749456,-1.9146013928,1,2,634.096576592,1.361415267,10,10,10,10,10,10,10
920,4.1025200709,-2.408657207,1.5597104866,2,3,-119.4655429863,1.2178186178,0.5880813003,0.5183396339,0.5488443375,0.7808035612,2.6192858219,1.4885472059,0.8359444141
921,2.2899278813,2.8112904585,1.1467606638,3,4,-919.1582634474,0.2961321771,0.3152279854,0.4232033491,0.7041501403,1.6143294573,2.3631513119,0.9098987579,0.6411665678
922,-0.7155740069,-0.0759167214,1.5998090793,4,5,-640.3402699367,0.6131483912,1.4459116459,2.1570820808,1.0064560175,0.6535025835,0.5694970489,0.2993794978,0.2598927915
923,4.969863822,4.3120568011,0.5472547198,1,2,-976.2580539331,10,10,10,10,10,10,2.6196208,1.454600215
924,-1.2375153396,-4.4924088019,-0.3224511288,2,3,-132.5711034121,2.0355572701,2.5595581532,0.8042063117,0.5653322935,0.4991082847,0.5042418838,0.6118174791,1.9742625952
925,2.5362351856,4.9006101959,-0.7706549156,3,4,-100.9598754434,24.4800262451,17.5081443787,15.4636106491,16.013053894,19.7422637939,10,10,14.2433614731
926,-2.2982208495,-3.3232250994,-0.1753235298,4,5,-304.435363786,1.4988365173,1.7912607193,0.6662690639,0.4982960522,0.4251208901,0.3967550397,0.3919458389,0.4376038611
927,2.9502867526,-4.7638380402,2.8318233872,5,6,-466.2637847908,1.8715120554,10,10,10,10,10,10,16.0410118103
928,-2.2921721807,3.5836590146,-0.1253571614,1,2,2000,5.5497908592,1.8255790472,1.0849355459,0.8987315297,10,0.6928398609,0.6063422561,27.1979827881
929,-1.7816791513,0.7014970736,-1.0306901217,2,3,-254.096939306,3.6492161751,1.5183883905,0.7998399138,0.6066626906,0.5173133016,0.7518413663,0.5124296546,0.5561434627
930,4.2861063128,4.9086357996,-2.6732267072,3,4,1203.3837149612,1.3120048046,1.2625654936,1.5500078201,10,10,10,0.2977850735,0.2609632015
931,0.2981167777,-4.5074124159,0.8959453139,4,5,-168.3889057597,1.7187486887,0.7607449889,0.5218804479,0.6521826982,1.0950040817,3.26456213,1.2908115387,0.6261102557
932,-2.4126819744,-3.9057724961,1.888156146,1,2,-420.5569445899,0.7429673672,0.6629970074,0.5821685791,10,0.6046288013,0.7052654624,0.8265197873,0.9621616006
933,-1.6849712394,0.6691230682,0.2973023148,2,3,-525.8748144882,0.5029221177,0.4527113736,0.5492035151,0.5619930029,10,10,10,1.3609514236
934,2.7115331656,-4.7233368311,-2.623686629,3,4,-581.7039281141,10,10,10,14.2657938004,9.4193553925,7.9359884262,7.8889131546,9.2452259064
935,-2.960677411,1.6912740289,-0.4332173398,4,5,-902.0634720103,1.6018359661,1.0081489086,0.8352701664,0.8303608298,0.9545221925,10,10,9.6414060593
936,-1.2920707127,-3.2745667141,-1.2396833531,1,2,-904.8742098418,0.3656376302,0.361020267,0.4126413465,0.5329841971,0.7160913944,0.9812042117,1.2979015112,1.5072073936
937,0.3724515128,-2.425992637,-2.8822260796,2,3,-612.8313018255,1.0106047392,2.1097505093,1.6113283634,0.9590628743,0.7016487718,0.7155098319,1.0551954508,2.9146647453
938,-2.1998013429,0.4211458389,-3.0724770315,3,4,-452.6359058505,0.6246113181,0.6140205264,0.7183459401,0.8531650305,1.265157938,2.6702849865,1.0039639473,0.342364192
939,-1.4147732141,-1.4057778668,-0.3418158603,4,5,-229.2463787691,1.276234746,0.9057400227,0.7770189047,0.8027875423,0.9228404164,1.4875340462,0.8896720409,0.6208161712
940,1.8786896894,-0.3557294261,-0.3453508924,5,6,-888.8031436666,0.3714109659,0.4281008542,0.551486671,0.8693591356,1.1482270956,1.6411600113,3.4330797195,0.6188703775
941,3.1219591016,4.8144556306,-0.6484229003,1,2,-298.617515633,18.7934837341,15.0712509155,14.4126796722,16.1712551117,22.2703132629,0.301794827,10,10
942,3.5952607777,-4.2411316376,2.8452308172,2,3,-511.3827594657,3.275406599,10,10,10,10,10,10,10
943,3.2381051317,-2.0436565625,-2.9489633663,3,4,-331.2250167143,2.0495452881,1.120711565,0.7201853991,0.4903857708,0.3871303201,0.3640799522,0.3602352738,0.4020876288
944,2.2918920232,4.6634437757,1.9373076529,4,5,94.3042716676,10,10,10,10,1.1141426563,0.4037693739,0.3029819429,0.2745149732
945,0.2086879107,2.6193838415,2.7294687978,1,2,-978.7103332495,0.2877469659,0.2771568596,0.3216832578,0.4056955874,0.6263151169,10,10,10
946,2.3260795512,-4.600351264,-0.5203133953,2,3,-91.6643408046,10,10,10,1.007856369,0.7198004723,0.6811036468,0.7531263232,1.0207597017
947,-1.9054745263,-2.0545604512,2.9071123376,3,4,-243.2770886689,0.9259383082,0.7203341722,0.6169261336,0.5989775658,0.6913022399,0.6502740383,1.6357232332,1.3688400984
948,-1.8306260725,-2.2513918348,-0.2540614944,4,5,-593.0913704216,1.0787291527,0.8428239226,0.6469988227,0.5302342772,0.4871740341,3.0877411366,1.6882412434,1.2100737095
949,-1.4610195275,0.5277655225,0.9347731529,1,2,-770.238196022,0.5036967993,0.5876636505,0.7497602701,0.9773811698,1.276403904,1.4304275513,0.5159083009,0.4429249763
950,3.8900783855,4.3189128203,2.8111886041,2,3,986.6222237192,10,0.7618271708,0.5829498172,0.576366961,0.639947474,0.9803231359,10,13.2825307846
951,-0.9581925929,3.9624578228,2.6698630834,3,4,1959.5300545508,1.7053476572,2.0740175247,0.7642582655,0.5313867331,0.4656659961,0.4860101938,0.5827596784,0.9357939959
952,1.1597352197,3.8804872173,-2.37401803,4,5,996.2538911235,0.4843197763,0.4033127725,0.3893049061,0.444272846,0.6429421902,3.1915011406,1.8104192019,0.2585394979
953,4.5954844166,3.9016436391,1.7260359908,5,6,452.4726534187,7.2455635071,8.7712593079,13.7755146027,1.1725058556,0.7942522168,0.7124219537,0.7694106698,1.1505002975
954,-2.8957248742,4.2861921149,1.4330606952,1,2,2000,10,10,10,10,10,10,10,20.8123455048
955,4.9619932784,-3.3797154881,1.7539239143,2,3,-742.4573267861,1.0522996187,0.7907397151,0.7711244226,0.910202086,3.903134346,10,10,10
956,2.3213186146,-4.9390628092,0.7964956168,3,4,-17.2744116327,1.3469977379,1.0461556911,1.0329197645,1.2269458771,1.2563061714,1.3758678436,10,10
957,2.8055531878,-0.8208078074,0.8649746708,4,5,-126.0054326973,1.6594793797,3.2948973179,0.5419505835,0.3820857108,0.3541021645,0.4290363193,0.7040532827,2.0891509056
958,2.8822125225,4.7677040935,0.7869670075,1,2,-524.4658170654,27.5922641754,10,10,10,10,10,1.3771780729,0.25864169
959,1.6330331735,3.6632090725,-1.1270937939,2,3,-872.8442077147,0.2690731585,0.2170668542,0.3187471032,0.4992480278,0.6478942037,1.021517396,0.7831452489,10
960,-2.1606281326,3.9694117382,-1.1106285488,3,4,2000,0.5989047289,0.9554585218,3.6243739128,1.6486030817,0.6921117306,0.4879989922,0.4205111861,0.3904844224
961,1.435080365,-3.0994879314,2.8161373813,4,5,-664.782089228,0.5121579766,0.750510633,1.0376957655,1.3538675308,2.054926157,0.579534173,0.5671854019,0.6474627852
962,4.3455363754,3.7677217947,-2.3930256825,1,2,-654.4575848746,0.4663611054,0.5753225088,0.9214966893,10,10,10,10,10
963,4.4528477805,-0.9560432731,0.000284109,2,3,-789.2958697846,0.337765038,0.4002934694,0.5857706666,1.5694932938,10,1.0505321026,0.6824566722,0.5778562427
964,0.5280869433,1.3750270022,2.0595685343,3,4,-258.3430120717,1.2328088284,0.8381462097,0.5642521381,0.3888409138,0.3163581192,0.3526879251,0.3421652615,0.5133875012
965,1.0877114895,-0.4108806498,-1.8248172147,4,5,-858.0748039435,0.4193939269,0.7556451559,0.6001995206,0.7805373073,1.0327574015,1.2836654186,1.4619685411,0.4767355025
966,4.321122228,3.9124292141,-0.250175851,5,6,-567.2219649849,19.7028408051,10,10,10,10,10,10,10
967,0.0742524677,-3.0866938294,1.0855364781,1,2,-155.3941951249,1.1531605721,1.4328016043,3.0896027088,0.8425906897,0.6732302308,0.7081311345,1.7306828499,1.0607875586
968,2.8630932784,-3.346600982,-1.2076716536,2,3,-811.8112227681,0.4361364245,0.5069281459,0.6768099666,1.2003068924,2.0453839302,3.3130099773,0.5801261067,0.4943737388
969,3.9805204829,-2.5268034977,1.3279932108,3,4,-78.6457048614,5.5597376823,0.6224672198,0.4921702743,0.4623683691,0.597317636,3.8626792431,1.9260504246,1.0577249527
970,3.087205609,3.1881368342,-2.0083798522,4,5,-944.0748956355,0.3283983767,0.4029659033,10,10,10,10,0.6804187894,0.5867651701
971,4.2306823046,-3.6146301045,-1.865442601,1,2,-381.7703555423,10,10,10,10,10,10,10,10
972,4.9649913103,4.1704274958,1.0125077934,2,3,-860.7394347664,15.344285965,16.2641563416,20.640920639,10,10,1.8222236633,1.2266933918,1.202649951
973,4.1074688895,4.5710825435,2.7841421292,3,4,1120.3654232334,10,1.2795164585,0.9481874108,0.8913386464,1.0569671392,1.8618220091,10,19.6479854584
974,3.9262197831,2.4441917435,1.2219831601,4,5,142.434714135,0.7639883161,1.2025420666,1.9989945889,3.3892338276,0.4909687936,0.3648429811,0.3447600603,0.3977132738
975,4.5823579572,4.776547141,-0.4711185578,1,2,-358.3967788914,6.7345762253,5.2104377747,4.8630604744,5.3058223724,7.0204916,13.3969755173,10,10
976,0.8181481971,-4.0541539734,0.6072660753,2,3,-230.1394940663,1.5533261299,1.1960889101,0.9795539975,0.7531604767,0.605469346,0.5405204296,10,2.1074943542
977,-2.0424647242,-3.3204401646,-0.115702607,3,4,-386.4073433024,1.2973804474,1.5451711416,0.6234404445,0.504224956,0.4580179453,0.462434262,0.5521124601,0.6630068421
978,-0.1683869748,-3.2137057603,1.9438999543,4,5,-211.885847043,0.7266700268,0.4866193831,0.4601533115,0.5246024728,1.2921546698,0.8462007046,0.7132520676,0.7091649771
979,-0.5376334754,-1.7774249461,0.9762526565,5,6,-792.5226767067,0.4409419,0.5561103225,1.026271224,2.0032362938,1.532709837,0.6514022946,0.3977006674,0.2604807913
980,4.6447629871,-3.8050645492,3.078115059,1,2,-347.2413205387,3.3978545666,10,10,10,18.996969223,14.0585823059,10,10
981,2.569282582,-3.3332420101,-0.7336386558,2,3,-417.4452616597,0.6673050523,1.0472434759,1.6775903702,2.7255342007,0.578347683,0.4484643638,0.4232177436,0.5071405768
982,-1.2442484839,2.0729984,0.4705363423,3,4,-797.4083782327,0.3434117436,0.3521915674,0.4243146479,0.7325481772,2.4257323742,1.8139582872,0.8927245736,0.6398957372
983,2.4156656173,-2.5271056003,-1.3400766308,4,5,-909.0785989923,0.3083852828,0.3555603027,0.4800063968,0.778085947,10,10,0.7904286981,0.567517221
984,-2.6172446041,-1.3379152378,1.4756217338,1,2,-144.2481337199,2.1385633945,0.7242674828,0.4284843206,0.3452381492,0.3362129629,0.4285155833,0.4642603099,0.6847579479
985,1.3106740242,-0.3226931822,-1.40076481,2,3,-745.3141312311,0.5925197601,0.6566004157,0.7829124331,0.9061582685,1.0846602917,1.2386403084,1.4286569357,0.3387381136
986,0.7075022535,1.1508516984,-2.2900089279,3,4,-955.6001768462,0.3119500577,0.4032870531,0.682199955,2.1187000275,1.6556414366,0.911740303,0.6470459104,0.5927147865
987,-2.277510538,-2.1840288594,-1.7895964,4,5,-909.1065733849,0.3659018576,0.4487637877,0.6535958052,1.7597224712,1.4731186628,1.0301060677,0.6165913939,0.6176822186
988,2.8758975869,-2.2434856997,2.7072074266,1,2,-511.8976768151,0.7049155235,3.4783740044,1.1252982616,0.7124157548,0.5216215253,0.4491176903,0.4003530741,0.4441241324
989,-0.4405089052,2.9849967533,2.7338220209,2,3,-906.0642059887,1.4872854948,0.945096314,0.7888275385,0.7795783281,0.87609303,1.3096956015,0.5952620506,0.4834898114
990,3.9059112436,-4.1105881214,0.8891896784,3,4,-510.4352715868,20.438495636,0.8529399037,0.6685832739,0.6087492704,0.7777568698,1.9014648199,10,10
991,-0.4197482811,3.8574171581,-2.3272902016,4,5,947.9148544429,0.4288151264,0.3661073148,0.369848609,0.4471952915,0.678699553,2.1355085373,2.4047722816,0.9314538836
992,3.0224998323,-3.3245091446,-2.5232053729,5,6,-380.0151615499,0.6908665299,0.4833674431,0.390132755,0.385614723,0.399006635,0.5249492526,0.8631273508,0.2566286325
993,4.3746163457,-4.6165370573,0.2590229493,1,2,-499.3078964147,10,10,10,10,10,1.3802098036,2.0452580452,3.4193940163
994,4.4317436277,0.8064771805,0.4328924876,2,3,-608.3470689131,0.4390150607,0.6841849685,1.374281764,2.8532595634,0.9613566399,0.635193646,0.5553748012,0.5625911951
995,4.3628920172,-0.2474797473,1.3851617509,3,4,-127.3515283266,3.5365996361,1.047847271,0.6221131086,0.4979957342,0.4765202105,0.5312579274,0.7221393585,0.2556932867
996,-2.7757632424,-1.1259601219,2.65339731,4,5,-802.4707919359,0.2924200892,0.3533018529,0.5304710269,10,10,10,10,10
997,2.2206379705,-1.4047450676,-2.6537382268,1,2,-258.9962395912,1.1412556171,0.7685456276,0.5839144588,0.5072859526,0.4864715934,0.560205698,0.7377261519,1.0879099369
998,3.6421583566,4.9807259278,-3.0196964883,2,3,1380.3901508651,1.6468006372,1.0661182404,0.9771712422,1.1035168171,1.7776793242,10,10,0.2558945715
999,1.0790819906,-0.3600696131,0.0633282942,3,4,-359.4830554733,1.2147980928,1.4444847107,0.4868270457,0.5217194557,0.7391263247,1.7706092596,2.9485728741,0.89893049
1000,1.3166637006,-0.2899757217,-2.8690401427,4,5,-412.8505837965,0.7377191186,0.6167638898,0.8082677722,0.5901225209,0.6790806055,0.7288016677,1.0922189951,0.973448813
1001,-0.0681153749,-3.1681404658,0.117574227,1,2,-321.9283745128,3.9025907516,1.488974452,1.2730138302,1.4340233803,2.3444583416,0.7606106997,0.551286757,0.5593250394
1002,4.0048726759,2.1751021824,-0.0616069992,2,3,-528.7883017175,0.600077033,0.5841183662,0.6501429081,0.817405045,1.278326273,1.5333749056,0.9568938017,0.4185526967
1003,1.9588450439,2.7880050139,0.3625835822,3,4,-501.4191679738,0.5337064266,0.411418438,0.3936920762,0.4126449823,0.5198582411,0.7368636131,1.4296483994,1.9932248592
1004,1.1554959594,0.9364316423,1.4370112011,4,5,-441.9573630001,0.7824836373,2.1741857529,1.6776471138,0.8295552135,0.4803352654,0.3900267482,0.3515677154,0.4053031802
1005,-2.385632906,3.6356133586,-2.3335450074,5,6,2000,0.8344689608,1.0471308231,1.5654914379,4.7290234566,0.3948373497,0.804854393,3.5565543175,1.3283369541
1006,1.1462440647,-4.8109728473,2.1911749055,1,2,-889.6733538264,1.3030104637,2.5202023983,0.5571860671,10,10,10,12.8552474976,0.2561299205
1007,2.2568198915,2.4374584649,-0.6057481679,2,3,-320.6826156257,1.3454922438,0.9554558992,0.7243972421,0.6651493907,0.6367282867,0.6802942753,0.8165121675,1.1117956638
1008,1.2014775784,-1.7889000093,0.3784458085,3,4,-147.2367391973,2.7890179157,0.6848263144,0.5575262308,0.5696035028,0.8031218052,4.7546005249,1.3664569855,0.777012229
1009,3.1652303433,-4.9988471859,-1.099106633,4,5,-993.5297124024,16.2071857452,10,10,10,10,2.2763292789,1.2769305706,1.1770482063
1010,-0.4066266346,-1.906800502,-0.5813873948,1,2,-117.5194788572,2.4249279499,0.6274718046,0.4269500375,0.4116106331,0.4391958714,0.5663699508,1.0537631512,2.1859738827
