,x,y,theta,delta,vel,value,d1,d2,d3,d4,d5,d6,d7,d8
3387,-1.9334189465,-3.2820493324,-0.6105774786,3,4,-501.0139202772,0.7690612078,1.0399560928,1.2956053019,1.4979760647,0.5048703551,0.453135699,0.6543757915,0.5091840625
3388,4.3316342623,-1.9356437533,2.2640123034,4,5,-279.3139811185,0.5851448178,0.5278721452,0.5853505731,0.9172046185,2.3542597294,1.2759672403,0.3052695096,0.4810832739
3389,4.0058546209,-4.1352245356,-0.7616276525,1,2,-510.9163113579,10,10,10,10,10,1.1352827549,0.7447968125,0.7264133096
3390,0.821564445,4.8068106299,2.5854815384,2,3,859.6678200623,23.7462120056,10,0.8927984238,0.4937985539,0.3753786087,0.3522018492,0.3037468195,0.4969399571
3391,2.7069450213,-4.8657795964,0.7417421279,3,4,-15.8692507479,1.560567379,1.0467767715,0.9620737433,1.1027523279,1.6179102659,10,10,10
3392,-1.4426910296,-0.8447303402,-1.8442036154,4,5,-393.123069738,0.8299991488,0.9970709085,3.0413312912,1.2055579424,0.6162576675,0.436593622,0.3812784553,0.4156413674
3393,4.3049117278,4.0319199419,0.9568430864,1,2,-8.3270855316,10,10,10,10,10,1.0628404617,0.6547201872,0.6140209436
3394,-1.6346444771,-3.2859677271,-0.9948081359,2,3,-771.5295359341,0.5183907747,0.6294369102,0.799811542,1.0108239651,1.2458263636,1.425347805,0.4449741244,0.4655309319
3395,-2.4285108994,-2.0258547585,2.504655469,3,4,-322.7098781147,0.5741536617,0.4186034203,0.3578312695,0.3330554366,0.3470256627,0.8408606052,0.5483714342,0.2572293282
3396,0.2176292533,-1.2141816183,2.4975497597,4,5,-336.6571526904,1.0752677917,0.5943343639,0.4674016535,0.4076557457,0.4583342075,0.5560573339,0.7879665494,10
3397,-2.1291994892,-3.252590152,1.2211110171,5,6,-770.2852832129,0.5247968435,0.631622076,0.45940274,0.4899474978,0.5596568584,0.7609320879,1.0623352528,1.4257850647
3398,1.7903048578,4.9891851293,0.91686836,1,2,-969.592503048,10,10,10,10,11.8611450195,6.5410408974,1.5392750502,0.2482654601
3399,0.5542546016,0.061105797,0.4148154265,2,3,-673.8394345673,0.5134488344,0.4983978271,0.5956296325,0.8827065229,2.5964541435,1.8885998726,0.6952797771,0.4672537744
3400,-2.5268117697,-1.1871669821,1.7124857673,3,4,-168.4949001236,1.2882623672,0.6415498853,0.4677174687,0.4249715805,0.4490242004,0.5504666567,0.7961184978,1.1049649715
3401,4.2032000917,-1.8857835466,-1.7061272907,4,5,-349.2110083979,0.9699724913,0.6875982285,0.5627315044,0.5149366856,0.5243747234,0.6324564815,0.8806295991,1.8110736609
3402,0.8392945404,-0.1208660128,-2.1971279794,1,2,-708.0573814795,0.4971208572,0.8361864686,0.8357413411,1.0165632963,1.3125089407,1.4396518469,0.4468919933,0.4328092039
3403,-0.2481727003,-4.4513194939,1.0724950412,2,3,-500.1310058952,0.4638084471,0.4435079396,0.4923335612,0.6934975386,1.5097843409,2.4394168854,0.9690916538,0.5959601998
3404,3.037502158,4.5799004346,-0.674806801,3,4,-326.685153657,10,10,10,10,10,10,10,10
3405,2.1154948352,1.6073998725,-2.740390375,4,5,-947.222947257,0.508485496,0.525942862,0.6048861146,1.0013927221,0.9207499027,0.6142214537,0.4738908708,0.4031003416
3406,0.8269840711,-4.2796907986,-2.0741868986,1,2,-475.5814387519,0.5982393622,0.4114946723,0.3535386324,10,0.3619335592,0.3449724317,0.4466900826,1.7581253052
3407,-1.6299173866,-0.9209019685,-1.390285635,2,3,-309.812639675,0.8541784286,3.1026434898,1.5527586937,0.8632531762,0.6169347763,0.5608237386,0.6048537493,0.7959550023
3408,4.2326128799,-0.1808350132,-0.7379606039,3,4,-395.2711043894,0.6263049841,0.5496190786,0.5643003583,0.6845017672,1.0832760334,10,1.44211483,0.5859773159
3409,3.8480047934,-2.6270734895,-1.9236717058,4,5,-353.53993967,0.7403743863,0.5432884693,0.4622382224,0.4841429591,0.5551148057,0.6782574058,1.0676635504,1.8203247786
3410,-2.4999756076,3.4955860262,0.9702814796,5,6,1894.0646282948,0.9611506462,13.3444337845,0.6359369159,0.4810899496,0.4514564574,10,0.5604650378,0.5562942028
3411,-1.7083199537,-1.2124266618,-3.0696365897,1,2,-973.4724960907,0.2821923196,0.2544932663,0.2482542545,0.4184488654,0.4499755204,0.6083582044,3.2723896503,0.2496273667
3412,3.7672175381,-2.747001922,2.1039920095,2,3,-513.281249393,0.4361932874,0.4791437685,0.6441633701,3.140961647,1.6775971651,1.0044010878,0.6798990369,0.4900746644
3413,-0.0037555513,-4.4814785528,-1.5518933056,3,4,-731.4840849306,0.4305635989,0.5086035728,0.6675708294,10,1.2076822519,2.7393062115,0.5686919689,0.4799154103
3414,3.1953077864,2.959763525,0.1707740441,4,5,-757.5718206702,1.8959914446,1.1865618229,0.9185850024,0.7323343158,0.7150025368,0.7887455225,0.9217105508,10
3415,-0.3075234712,-0.6773106836,0.9456261657,1,2,-655.2099053083,0.5258684754,0.7327595353,1.5419837236,2.7884378433,0.9296555519,0.5519228578,0.4690311253,0.4335911274
3416,3.2973705274,0.9641614635,-2.3361098949,2,3,-417.4323163142,1.0211094618,2.6074018478,1.3576089144,0.6156656742,0.4223690927,0.3525788188,0.369322598,0.4258895814
3417,3.3300566878,3.0801432405,-1.0057630708,3,4,-424.2766134472,1.7367409468,1.0688821077,0.765930593,0.6539521813,0.221628651,0.3063665032,0.2372431606,1.1418604851
3418,-2.0791712238,-2.0424779755,-0.6658829977,4,5,-562.0492621366,1.5910710096,1.1898940802,0.7452083826,0.4264639914,0.3512747288,0.4882694185,2.6892297268,0.2600720823
3419,-2.9584256698,2.1139192332,1.2957071354,1,2,-956.2135603524,0.7837343216,23.5720672607,10,10,10,10,10,10
3420,1.7220662542,4.918711052,1.7303446104,2,3,-925.2256995707,10,10,10,10,1.2114406824,0.620126605,0.4676152766,0.4314045906
3421,2.3890171945,2.4354406447,0.9858934726,3,4,-663.9506509557,0.568406105,0.6253835559,0.7882589698,1.1020317078,1.8333301544,2.4099173546,0.4425354302,0.3420136571
3422,1.7688047149,2.8157079192,2.5716428136,4,5,-404.7185181919,1.1070984602,1.6489925385,2.0371630192,0.6632866859,0.5262164474,0.4988845587,0.6317064166,2.4882044792
3423,3.0376601462,1.5737187697,2.2852520526,5,6,-392.6239300351,2.7487063408,0.4034078419,0.356012702,0.3691368103,0.5157216191,1.2580254078,2.4543483257,0.2550788224
3424,0.7663505843,2.6925296459,-2.386796231,1,2,-363.3976096819,1.2821024656,1.5601274967,0.4383846521,0.4209209383,0.605076313,2.7312276363,1.8391400576,1.0420330763
3425,3.2453668134,1.0606990686,0.4291704912,2,3,-670.3530694598,0.43271631,0.5228202939,0.7516064048,1.210414052,1.9939171076,2.2920560837,0.5626583695,0.5027588606
3426,3.6934354002,-2.6090378829,1.2945766273,3,4,-210.8196644779,0.7873026133,0.4070096612,0.3331110775,0.3418471813,0.442261517,3.498411417,1.8790968657,1.175620079
3427,-1.5353065238,3.7350280071,-1.5685829996,4,5,2000,0.2546142638,0.3006962836,0.4408029616,1.2665729523,3.3611505032,1.1782109737,0.7828333378,0.661904633
3428,0.0278266231,0.5080473862,-1.2138057015,1,2,-320.216441962,1.4059218168,2.1658127308,1.0352596045,0.6821084619,0.5801360607,0.5672113299,0.6553426385,0.9288451672
3429,4.4220619784,4.0478189879,3.0940804528,2,3,715.1133394118,0.9912356734,0.7390037775,0.6919628978,0.8022125363,10,10,10,10
3430,0.3165411994,0.2764543365,-1.2602383755,3,4,-334.654046165,1.1891305447,1.7654809952,2.2947638035,0.6691843867,0.5256871581,0.5117163658,0.5643774867,0.8180639744
3431,0.2984606592,2.0703073902,-1.9015701963,4,5,-520.0186268971,0.6647734046,1.0497597456,3.1832790375,1.5418002605,0.5677395463,0.528403759,1.9791401625,1.3862739801
3432,1.0079615195,-3.6560951869,2.5790089877,1,2,-745.1762699334,0.5720430017,0.6176815629,0.2775303721,0.2020318061,1.3675545454,10,0.616189003,0.3324503303
3433,2.0660100472,-1.205329538,-2.7432186359,2,3,-492.2112722459,1.1609896421,0.8279624581,0.6734760404,0.6243706346,0.6371427774,0.7031992674,0.929076612,1.3427232504
3434,4.1000439815,-3.5238463855,-1.3893513373,3,4,-394.2532262709,10.224861145,12.1060199738,18.2492027283,10,10,10,10,0.5627518892
3435,-1.5302418384,2.22782558,1.7007601378,4,5,-863.6361284146,0.9772542119,2.1238930225,1.3529419899,0.7220817208,0.5253747106,0.4445858598,0.5006019473,0.2517537773
3436,4.5352738668,-3.450440882,2.577627127,5,6,-698.78642004,0.5217787623,0.7305262685,22.3063545227,24.3188896179,10,10,4.6076369286,5.0307817459
3437,-0.3251105784,-0.4793691758,1.4709172914,1,2,-678.0972676101,0.5377042294,1.2033536434,2.6236264706,1.1382918358,0.6845408678,0.5854445696,0.5421919227,0.6144987941
3438,2.4005193117,4.7402685939,2.5924339169,2,3,1047.0985284925,11.4773244858,20.3782463074,0.6139817238,0.3781148493,0.3318599761,0.3389062881,0.4300788641,0.7312975526
3439,-2.5083252887,-0.3023204286,2.6506899231,3,4,-560.428739738,0.4515696764,0.4461245239,0.5094914436,0.7091501951,1.5240701437,2.2573287487,0.930365026,0.5840175748
3440,4.4114796695,-4.4947898551,2.9796396555,4,5,-412.1505531041,3.3317124844,10,10,10,10,10,16.2963161469,11.9608373642
3441,2.1552646469,3.9469796559,2.3435285052,1,2,991.3215443918,0.7906698585,2.1422457695,2.5022797585,0.8320939541,0.5537915826,0.4905101657,0.5399942994,0.7452119589
3442,0.9729278094,-0.1655212718,0.4990913695,2,3,-679.409759932,0.36797598,0.3634805679,0.4754697084,0.7245295644,3.5803143978,1.8271387815,0.830953896,0.6361670494
3443,-2.4334399048,1.7951267465,1.9359868766,3,4,-933.6090572766,10,10,10,10,25.6610031128,21.2787418365,0.685790062,2.7201440334
3444,-2.3073493327,-3.8667670156,2.2406806378,4,5,-546.0343489929,0.758902669,0.6635290384,10,0.5844552517,0.6215422153,0.6477726102,0.7894243598,0.994508028
3445,0.2361229581,0.580704096,0.2891108645,1,2,-675.5105879578,0.3727613688,0.3768643439,0.4147725701,0.5749258995,1.1512584686,10,1.1539075375,0.7127635479
3446,4.0796170063,-2.1309614148,1.4101360331,2,3,-101.4260717183,5.4845991135,0.5755612254,0.3966908455,0.3693124652,0.4132674336,0.6124337316,10,1.4650039673
3447,2.458434517,3.9899440748,2.4384518294,3,4,999.0597967343,0.9086021781,3.8093423843,1.6770906448,0.7447999716,0.5813528299,0.5764836073,0.7196074128,3.7482964993
3448,4.4448401573,4.2400773937,2.0741495903,4,5,671.6785219585,10,10,2.3109509945,1.0257606506,0.874132812,0.8897563815,1.1546487808,10
3449,4.7776889172,-4.1761299351,-1.4594474048,5,6,-520.6269134502,10,10,10,10,10,10,10,10
3450,3.6259862358,4.9815373475,2.7052569136,1,2,-133.8425656071,9.8775320053,3.3047919273,1.2320874929,0.9817766547,1.0228911638,1.3254293203,10,10
3451,1.9437924095,-4.6687311339,2.5067131749,2,3,-635.2634470925,0.8062970638,0.8555405736,10,10,10,10,10,10
3452,1.280430888,-1.4604200777,0.399405196,3,4,-370.1923189877,0.48562783,0.3783310056,0.3692416847,0.4507181048,10,10,10,10
3453,4.022665893,4.4441070816,-2.4751030647,4,5,441.7999068102,0.7327712774,0.8069771528,1.0803793669,9.7672624588,7.1704878807,6.4452934265,6.7884802818,8.548866272
3454,3.5573662896,-4.4632880581,-0.4187669507,1,2,-188.9886834346,10,10,17.3598365784,12.6995067596,1.0244557858,0.8244695663,0.8084059954,0.2544998825
3455,-2.3965936552,4.8262427147,0.6971480206,2,3,505.0829751087,10,10,10,10,10,18.1584777832,13.3262939453,6.3024668694
3456,1.7680270067,-3.5207832099,0.4417041718,3,4,-87.5822178955,1.0396637917,0.6714497805,0.5732907653,0.5842412114,0.7006083727,0.9319750667,1.2186383009,1.4823702574
3457,1.5931454285,-4.5336560052,-0.1263765296,4,5,-15.6316425734,11.9209575653,1.5656644106,0.8060284853,0.6394852996,0.6152259111,0.6238058805,0.4273332655,0.4253163338
3458,-1.8119485294,-0.7079659424,1.2601100814,1,2,-859.2882299392,0.9181576967,0.4206928015,0.3095674515,0.2703748643,0.2772486806,0.3466992974,0.5662536025,10
3459,4.4009275279,0.7104312173,-1.8801397216,2,3,-310.2024440387,3.9674947262,1.432435751,0.6290065646,0.4438249767,0.3930607438,0.410795927,0.4975151122,0.7969146967
3460,2.2031948933,-4.9133614233,-0.3960202832,3,4,-408.8588816675,3.3072493076,3.5739161968,4.6600761414,1.2430458069,1.0016181469,0.9994468689,1.2035355568,10
3461,-2.1975492719,-4.5247861527,-1.1943743874,4,5,-632.7913381536,0.4640517533,0.6858608127,1.8554126024,3.4922943115,0.9401430488,0.6244953275,0.5651217699,1.5923074484
3462,0.9442473244,2.969275275,-1.603043973,5,6,-380.3996758723,0.6192145348,0.7043336034,1.0091333389,2.4330666065,1.3226095438,0.5815095305,0.3656366169,0.2905611992
3463,1.2475516267,-0.1008548297,0.9457301967,1,2,-893.3148214083,0.3138201833,0.3154237866,0.4262656569,0.9957590699,10,1.2694355249,0.7677479982,0.6228712797
3464,2.6897668532,2.30782302,2.0924699971,2,3,-387.732786881,1.1710201502,1.9907147884,0.3406556845,0.4972983003,0.4364672899,0.3283815086,0.6543394327,2.8554987907
3465,3.8820202351,4.386126533,-1.0138335707,3,4,-546.2869174724,10,10,10,10,10,10,10,10
3466,0.196142967,-2.2745228491,-0.8356782044,4,5,-142.8806785689,0.9971660376,2.1456017494,0.7348829508,0.4025647342,0.3535945415,0.3341577947,0.4506130815,0.8823414445
3467,0.6961130825,-4.3394061251,2.85529189,1,2,-364.8332831692,3.6864709854,1.8927534819,0.8883422613,0.6208405495,0.5319581032,24.2281112671,25.6273555756,0.4236849844
3468,4.5027117132,-4.3093635369,2.410570799,2,3,-410.5863113902,1.2613344193,2.5355818272,28.0964317322,10,10,10,10,13.3483629227
3469,-2.4074979157,-0.2754453131,2.8563093596,3,4,-559.5161796909,0.5419868827,0.5706681013,0.705881536,1.1498327255,2.0220806599,1.2193804979,0.561719358,0.410692066
3470,4.8758136645,-4.8599446404,-3.1346019981,4,5,-201.022675269,10,10,20.9241008759,15.3622331619,13.7912521362,14.524641037,10,10
3471,4.4392897966,0.1355746197,-3.0104477709,1,2,-642.0685526024,0.5790065527,0.7357218862,1.2503256798,3.0669567585,1.0844250917,0.5264365673,0.3892627954,0.3491853178
3472,1.317220077,2.9771905617,1.4173410662,2,3,-865.1102064679,0.2938949466,0.321982801,0.4119319022,0.6648768783,1.045366168,1.5044173002,1.8568370342,0.6580422521
3473,0.2868085126,-4.4415749723,-0.5497856684,3,4,-576.9447396599,0.6904666424,0.8092632294,1.0596269369,2.0198011398,1.3751165867,0.4224701524,0.4773590863,0.6411342621
3474,2.9809401918,0.4601153405,-2.8026423769,4,5,-854.1439868005,0.3308656514,0.4486803412,2.2158944607,1.7223747969,1.1025776863,0.8102167845,0.6346607208,0.5987469554
3475,4.154067998,4.3688200716,-1.0257024557,5,6,-523.8652665232,20.1660900116,10,10,10,10,10,10,10
3476,1.3607687119,4.0227335078,-1.3388766167,1,2,-187.0520738197,0.5758638382,0.7804715633,3.1797683239,1.6817913055,0.8325568438,0.5105025768,0.4005199373,0.3733272254
3477,-0.2230548202,-3.6906384794,-3.0134464985,2,3,-765.8415739607,0.7289370298,0.4118495584,0.330036521,0.3082754612,0.3336370885,0.4397206903,0.4509117007,0.4563133419
3478,3.2749921193,-3.0602557319,2.7858779913,3,4,-476.9078925955,0.9036721587,3.0120942593,1.2956496477,0.8283289671,0.6288821101,0.5417976975,0.5316444039,0.6051753163
3479,2.7323653494,-0.9670488948,-0.7782808972,4,5,-723.3058572737,0.5216941237,0.5361546278,0.6998275518,1.0043334961,1.6134301424,3.2343580723,0.5472991467,0.4119718671
3480,2.5789599826,-0.8815982896,0.9063217098,1,2,-217.031647457,2.4131724834,0.5215053558,0.3286854923,0.2593452036,0.2635982633,0.3434878588,2.527569294,1.7653476
3481,2.8913262176,-0.921997453,2.272113396,2,3,-476.8033958368,0.4986275136,0.5317488313,0.7673082352,2.3260374069,1.4347267151,0.8069882989,0.5773640871,0.4492940009
3482,0.9726784759,-3.9523938777,-3.0524638777,3,4,-454.9917729786,3.5681936741,1.6252036095,1.1112304926,10,10,0.3562045693,0.3128665984,10
3483,4.245797355,-4.9084624338,-1.1852410241,4,5,-957.8644279529,10,10,10,8.5569038391,4.0146250725,2.9204792976,4.0689711571,1.6001267433
3484,0.1297024515,0.3831901055,-2.3435037253,1,2,-848.3437656482,0.3391688466,0.3992936313,0.5808836222,1.3893533945,2.1188480854,1.0379410982,0.6944321394,0.2504254282
3485,2.7420485774,3.7484411531,-3.1397057745,2,3,1638.121159297,1.2831777334,0.5816549063,0.4768764377,0.4935362935,0.6030145288,3.6800816059,2.1089320183,1.1025607586
3486,3.07272539,-1.9981667833,-1.4898427618,3,4,-570.7708878108,0.5290150046,0.4824680984,0.4610140026,0.5143759847,0.6416702867,0.8992408514,1.4655811787,0.5821551681
3487,-0.435787843,0.9271679358,0.4840034356,4,5,-497.0133686031,0.5874616504,0.6125835776,0.7236180305,1.1564301252,3.8705646992,1.1271297932,0.5445597172,0.373736918
3488,1.5431174295,-1.7258180854,-2.1766372435,5,6,-603.7433627406,0.438930124,0.3864777982,0.3982383013,0.4640137553,0.6119312644,1.0449217558,1.7845385075,10
3489,0.7855646302,-3.9920311747,0.7426319325,1,2,-134.0081518529,1.2942984104,1.0382454395,0.7835779786,0.6213498116,0.5235789418,0.4591962099,3.5162889957,1.7121667862
3490,-2.4545193987,-3.3428145005,-2.4147392265,2,3,-368.0041279111,0.8463104367,1.2039301395,1.5285822153,1.7873384953,0.6428307891,1.2065038681,1.7423171997,1.9717144966
3491,0.0792662249,0.5629353105,-1.7303226506,3,4,-522.7938132991,0.5228760839,0.8246312141,1.801183939,2.2931921482,0.7986146212,0.5613551736,0.5134036541,0.4939370453
3492,4.9649327357,2.6553356319,1.3097730667,4,5,-761.9097957727,13.7701931,15.8933553696,22.8932723999,0.5750858188,0.4189423621,0.344909966,0.3900942206,0.496737957
3493,4.1559030056,-2.5120545151,-0.8708674374,1,2,-850.3407425402,0.315942049,0.3205634654,0.4224972427,0.5834408402,1.0736567974,2.7632954121,1.6119664907,0.2633675337
3494,3.7550454466,-4.72252133,0.7588005349,2,3,-150.1060105681,10,1.5826627016,1.1550050974,1.1101402044,1.4041647911,2.5481307507,12.0698137283,10.5676679611
3495,4.3423207201,-4.8788586443,-1.9625228485,3,4,-911.7527980261,10,10,10,21.9212245941,10.745675087,7.9167938232,7.1203608513,5.4182004929
3496,4.9211917664,3.5588798583,-0.4060150254,4,5,-978.9271802412,26.8394680023,29.6661052704,10,10,10,10,10,10
3497,-2.4235940204,-1.1722465915,-0.4444377246,1,2,-746.643063977,0.3881483674,0.3820590675,0.4337079525,0.6249493957,1.510299325,2.1057829857,1.0321429968,0.6498893499
3498,4.4893166781,-4.3107781192,0.3740655106,2,3,-629.5558218868,7.3042459488,10.4026670456,24.6113052368,1.3072508574,1.1104176044,1.1888774633,1.8775719404,10
3499,-1.1164431734,0.0483566259,1.5407002244,3,4,-508.1842474667,0.8748250604,1.3679517508,1.7312825918,0.7225769162,0.487659663,0.3818097413,0.3872607946,0.4393750727
3500,-1.8129703123,-3.4123358567,1.3932019346,4,5,-593.4998818571,0.5620030165,0.662007153,0.7318520546,0.9252794385,1.0544871092,1.2766313553,1.4620993137,0.3633823693
3501,3.8746999101,3.2681745403,-0.6567715117,5,6,-592.5596917327,0.4383686185,0.2585352957,0.3117453754,0.2908570766,0.3056203425,0.2478285283,0.335806489,0.915589273
3502,-2.3448944887,-0.4411237049,0.622670342,1,2,-757.0954370545,0.4463678002,0.772852242,1.6241823435,1.3120939732,0.8431323767,0.6172381043,0.5558801293,0.5810124278
3503,2.563789282,-4.3090699412,-2.0440064976,2,3,-504.7275573458,10,10,10,10,10,18.3624725342,12.1173915863,0.5965576172
3504,2.5725677861,-4.5381241564,0.1685297914,3,4,-8.5690668921,10,1.1707541943,0.7147600651,0.6216688156,0.6630163193,0.8717750907,2.3641607761,1.4725350142
3505,-1.8372020456,2.7496698145,2.43738522,4,5,-903.0294520054,1.2938162088,1.0298863649,0.7160810828,0.5958919525,0.6036316156,0.7608568072,1.1828763485,3.9873347282
3506,4.0803862484,2.6578294396,-2.8154242774,1,2,-58.923276847,0.5742726922,0.6088489294,0.9179678559,4.7488017082,1.4147304296,0.7219027877,0.4714010656,0.371263504
3507,4.3624009541,-0.453274881,1.1024817489,2,3,-176.1115724969,1.6135497093,3.9978525639,0.9637111425,0.6040135026,0.4907012284,0.4791027606,0.5499535799,0.7943137288
3508,1.2841741577,0.6484169179,2.6235004139,3,4,-428.5299180803,1.0067614317,0.4691593945,0.3584498763,0.3030380905,0.3238346875,0.3719554842,1.52110672,1.4204642773
3509,2.305669616,-4.9928001942,1.7583587565,4,5,-167.6280818091,1.1254301071,1.4281408787,1.2317640781,1.6598982811,10,10,10,10
3510,4.394892127,-1.165767766,-1.9274270628,1,2,-330.2080066094,1.9496862888,1.0624215603,0.6295402646,0.4576194584,0.4002698064,0.4046409726,0.4831246436,0.2627047598
3511,-2.9074097999,-2.7512947371,2.8345911902,2,3,-988.6277315449,19.826374054,17.2592315674,17.6633625031,21.4326477051,0.7515802383,2.1939303875,1.3292940855,1.8909858465
3512,4.6005408019,-4.2783623604,-0.3090075046,3,4,-798.9627646455,10,10,27.2305202484,27.3186397552,10,1.3064441681,1.1330189705,1.3153971434
3513,0.1652750954,-0.88687579,-2.6959070642,4,5,-549.3998712757,0.5966433883,0.6057035923,0.7350427508,1.0096791983,1.5386775732,2.2820606232,0.4800868928,0.3395363986
3514,3.7363043771,4.5276507567,-0.9541020677,5,6,-499.9263717017,10,10,10,10,10,10,13.5291757584,10
3515,1.6938295466,2.8128597016,2.3909064624,1,2,-469.5800129694,0.7862080932,1.2993052006,1.7954616547,0.8293893933,0.5713091493,0.486905396,0.5138679743,0.7464368939
3516,-0.7578539871,-1.6130825396,-2.4936060156,2,3,-874.2429847933,0.3571731448,0.3960969746,0.5726807714,2.3183765411,2.0567317009,1.3052672148,0.5942137241,0.4835647345
3517,4.5449555507,4.5856840155,-0.876421578,3,4,-217.9727561218,6.5862059593,6.842004776,8.4583444595,13.8329305649,10,10,10,10
3518,4.2110374052,-3.6282330168,2.7953956785,4,5,-613.0082542562,0.6146168709,10,10,10,8.0900211334,4.7040224075,3.7187559605,3.5189936161
3519,-2.9850141202,1.1831619689,-1.7337067365,1,2,-989.2739420223,0.5807890296,0.3317175508,0.326297015,0.3919967413,0.4999083579,1.3021239042,1.2054531574,1.317522645
3520,1.5317856056,-1.3456047966,0.0484445498,2,3,-374.1827484667,0.4591130316,0.3358225524,0.3119499683,0.3615656197,0.5765410066,10,10,0.9362619519
3521,-2.2103807817,4.8918666152,0.7251939279,3,4,-14.6884345922,10,10,10,10,10,18.2935333252,14.0094232559,0.2511279583
3522,-2.4289484656,-4.4122328337,2.2327347222,4,5,-339.9114447971,0.744569242,0.5295647979,10.0928354263,11.8609800339,0.3624000549,0.3572410047,0.3837398291,0.5659404993
3523,2.1559067384,-3.345518487,0.0765603749,1,2,-100.5554550783,2.3990528584,0.7312095165,0.4734953344,0.4175841212,0.4344776571,0.5439754128,0.8982419968,1.5052942038
3524,0.7842742527,3.8469195793,-1.0395956031,2,3,-521.7009970585,0.4677600861,0.8066554666,2.8788044453,1.5188459158,0.8268168569,0.6126753092,0.5578756332,0.5917719007
3525,3.1948495448,3.3554191597,0.3722207222,3,4,-461.2070494786,0.5605024695,0.5433023572,0.6041933894,0.7127101421,1.070738554,1.8573675156,5.2853088379,0.4999074936
3526,-2.6039800046,1.6694956771,1.473487082,4,5,-936.7028470979,0.9011709094,10,10,10,26.9086227417,12.8012781143,9.3202199936,0.8066623807
3527,-2.3203010247,3.7292519744,2.73570568,5,6,2000,0.5233268738,0.6267729998,0.798207581,0.9118394852,1.1369941235,1.7067738771,4.5988330841,0.4135000408
3528,4.6026768232,4.950489173,-0.2373084026,1,2,-483.180021276,9.1016016006,8.8663492203,10.1336126328,14.3986644745,10,10,10,10
3529,-1.813823478,-2.1954384689,2.4001659269,2,3,-223.0135148827,1.3491580486,1.0277374983,0.7801769972,0.5880870223,0.5577565432,0.4665353,0.4825214744,1.5273772478
3530,-2.9437586067,2.0783552217,-3.0891359472,3,4,-991.0706875619,10,10,10,23.1337280273,1.0852925777,1.0225721598,0.3033545315,0.9317936897
3531,2.9487446032,4.6811024149,-0.8073501971,4,5,-302.9931613655,9.8238935471,8.2352495193,8.1679067612,9.5195274353,13.9945316315,10,10,10
3532,3.2616893878,-3.0698636355,0.6736785541,1,2,-128.0234889862,10,0.5598852038,0.429990679,0.379373759,0.4683559835,0.7722189426,2.9213750362,1.3861037493
3533,2.2837442192,2.7250865917,-0.9022355688,2,3,-308.3558757338,1.7051860094,0.969635725,0.5778712034,0.4153605402,0.3494089544,0.3464528918,0.3955435157,0.4972817898
3534,3.8313896418,-2.4991091608,0.8018064037,3,4,-114.0945967655,1.7693032026,4.6868190765,0.4750082493,0.3418741226,0.3141060174,0.3838700056,0.6183829904,2.3420829773
3535,3.1352925742,-4.9726489242,-0.3183247232,4,5,-460.5057514555,18.6749591827,11.8082513809,9.7059469223,1.9355933666,1.2312121391,1.1426559687,1.3415002823,2.0990962982
3536,-2.3845178491,0.0622384513,-2.4675033022,1,2,-358.5152822527,0.814945817,1.700052619,2.6100065708,0.8084885478,0.4664061069,0.3717906475,0.3527527452,0.38405931
3537,-1.1131811188,-2.6121799237,-0.9199336943,2,3,-641.6366542585,0.5851839185,0.4876013994,0.4365145862,0.4292518497,0.4778849781,0.5636065006,0.734893322,0.9259778261
3538,3.2421695251,3.5417588524,-2.9064834224,3,4,1104.9220714787,0.6714599133,0.5214965343,0.5401002169,0.7041681409,3.7372341156,1.9169639349,0.9230794907,0.5898886323
3539,-1.4860990675,-2.1144579478,-1.0379213365,4,5,-528.2459618052,1.1898568869,0.900818944,0.6441718936,0.4876268208,0.3781799674,0.3550597131,0.365411222,0.2512401342
3540,-0.8107009343,2.8176517208,-0.1798142294,5,6,-914.5915281978,0.893827796,1.2849305868,0.7537284493,0.6058401465,0.5696115494,0.6313861012,0.8602951765,0.8877848387
3541,2.4369696348,-4.5708487559,-0.3440953503,1,2,-53.1327338873,10,10,10,0.8309580088,0.6692224741,0.665718317,0.7906803489,1.2014278173
3542,2.2466290992,-4.8084171019,0.2703651723,2,3,-2.0452414573,18.8417243958,1.3678189516,0.9326039553,0.8750991225,0.9691680074,1.2431781292,1.1110475063,0.2548586428
3543,4.2970527326,4.3327043835,-0.054662251,3,4,-621.5079359905,10,10,10,10,10,10,10,10
3544,4.3921320699,-1.1304633885,-2.8011328183,4,5,-579.7046393536,0.5075072646,0.58296597,10,10,10,10,0.5152130127,0.4135562181
3545,0.3608098486,-2.62823597,1.0321816401,1,2,-391.7865438067,0.6035846472,0.6861366034,1.080129981,3.1229553223,1.0917006731,0.9255823493,1.0659892559,10
3546,2.2285884745,-4.655654407,0.9263956622,2,3,-93.4407787696,0.8389235735,0.7302342653,0.7640549541,0.9703096151,2.093221426,1.1480662823,10,10
3547,-0.1862689117,-2.319558489,-0.7842852308,3,4,-95.1229134825,1.1536130905,2.4147591591,0.9854576588,0.641027987,0.5956686139,0.6283536553,0.9337629676,2.6228539944
3548,4.9146048953,4.274517987,-1.2106614521,4,5,-624.1181570296,10,21.0969619751,17.1925354004,16.641248703,18.9218654633,26.6141910553,10,10
